,mime_male,mime_female,tuple,average_male,average_female,female-male
32,0.751781,0.6725431,"('unkind', 'kind')",0.751781,0.6725431,-0.0792379
33,0.24382441,0.15814716,"('wrong', 'right')",0.2438244,0.1581472,-0.0856772
34,1.997859,2.102988,"('mean', 'honorable')",1.997859,2.102988,0.105129
35,0.042840034,0.10793089,"('corrupt', 'incorrupt')",0.04284,0.1079309,0.0650909
36,-0.04883092,-0.026662288,"('hostile', 'amicable')",-0.0488309,-0.0266623,0.0221686
37,-0.6315981,-0.66880584,"('fake', 'genuine')",-0.6315981,-0.6688058,-0.0372077
38,0.29610288,0.29252657,"('untruthful', 'truthful')",0.2961029,0.2925266,-0.0035763
39,0.08986552,0.0017880108,"('exploitative', 'cooperative')",0.0898655,0.001788,-0.0880775
40,-1.2605383,-1.3121053,"('stingy', 'generous')",-1.2605383,-1.3121053,-0.051567
41,0.17762485,0.057331856,"('unforgiving', 'forgiving')",0.1776249,0.0573319,-0.120293
42,-1.3185256,-1.3281574,"('unreliable', 'reliable')",-1.3185256,-1.3281574,-0.0096318
43,-0.31791082,-0.37505943,"('irresponsible', 'responsible')",-0.3179108,-0.3750594,-0.0571486
44,-0.46461773,-0.4856462,"('prejudiced', 'unprejudiced')",-0.4646177,-0.4856462,-0.0210285
45,-0.93355435,-0.9841549,"('incompetent', 'competent')",-0.9335544,-0.9841549,-0.0506005
46,-1.0611817,-1.1457088,"('uncompetitive', 'competitive')",-1.0611817,-1.1457088,-0.0845271
47,2.492341,2.4686708,"('stupid', 'smart')",2.492341,2.4686708,-0.0236702
48,0.28255722,0.21566775,"('unintelligent', 'intelligent')",0.2825572,0.2156678,-0.0668894
49,-0.42378616,-0.32103354,"('unable', 'able')",-0.4237862,-0.3210335,0.1027527
50,-0.45641035,-0.41437888,"('clumsy', 'skillful')",-0.4564103,-0.4143789,0.0420314
51,-0.5814497,-0.7289452,"('uneducated', 'educated')",-0.5814497,-0.7289452,-0.1474955
52,-0.32845587,-0.4995344,"('irrational', 'rational')",-0.3284559,-0.4995344,-0.1710785
53,-0.34317037,-0.3693482,"('uncreative', 'creative')",-0.3431704,-0.3693482,-0.0261778
54,0.1625014,0.13792454,"('incapable', 'capable')",0.1625014,0.1379245,-0.0245769
55,-0.027616361,-0.12430824,"('incompetent', 'clever')",-0.0276164,-0.1243082,-0.0966918
56,1.019492,0.9554112,"('impractical', 'practical')",1.019492,0.9554112,-0.0640808
57,-1.346851,-1.4025551,"('unimaginative', 'imaginative')",-1.346851,-1.4025551,-0.0557041
58,0.4792645,0.41928238,"('undiscriminating', 'discriminating')",0.4792645,0.4192824,-0.0599821
59,-0.17300372,-0.16382913,"('foolish', 'wise')",-0.1730037,-0.1638291,0.0091746
60,1.0024872,0.8877959,"('inefficient', 'efficient')",1.0024872,0.8877959,-0.1146913
61,0.23321344,0.035560198,"('illogical', 'logical')",0.2332134,0.0355602,-0.1976532
62,0.44629887,0.3808217,"('incompetent', 'brilliant')",0.4462989,0.3808217,-0.0654772
63,0.08458272,0.09212,"('unperceptive', 'insightful')",0.0845827,0.09212,0.0075373
64,-2.7077882,-2.7600663,"('shy', 'confident')",-2.7077882,-2.7600663,-0.0522781
65,-0.06085743,-0.19480743,"('insecure', 'secure')",-0.0608574,-0.1948074,-0.13395
66,-1.6338367,-1.5813042,"('inactive', 'active')",-1.6338367,-1.5813042,0.0525325
67,-0.3367335,-0.3923468,"('doubtful', 'determined')",-0.3367335,-0.3923468,-0.0556133
68,-0.3026077,-0.341404,"('dependent', 'independent')",-0.3026077,-0.341404,-0.0387963
69,-0.112857595,-0.03337847,"('lazy', 'industrious')",-0.1128576,-0.0333785,0.0794791
70,-0.67139846,-0.7014277,"('lethargic', 'energetic')",-0.6713985,-0.7014277,-0.0300292
71,0.04752474,0.112846814,"('diffident', 'self-confident')",0.0475247,0.1128468,0.0653221
72,-0.08148609,-0.11906044,"('unambitious', 'ambitious')",-0.0814861,-0.1190604,-0.0375743
73,-0.7343801,-0.74987537,"('helpless', 'self-reliant')",-0.7343801,-0.7498754,-0.0154953
74,0.047020733,0.025896318,"('undedicated', 'dedicated')",0.0470207,0.0258963,-0.0211244
75,-0.4078908,-0.33133823,"('meek', 'impulsive')",-0.4078908,-0.3313382,0.0765526
76,0.30118075,0.30055985,"('anxious', 'daring')",0.3011808,0.3005598,-0.000621
77,-0.5461062,-0.5824327,"('unmotivated', 'motivated')",-0.5461062,-0.5824327,-0.0363265
78,-0.20782533,-0.14532457,"('nonresilient', 'resilient')",-0.2078253,-0.1453246,0.0625007
79,-0.52971715,-0.42043716,"('wavering', 'unwavering')",-0.5297171,-0.4204372,0.1092799
80,-0.75955266,-0.8408264,"('dominated', 'dominating')",-0.7595527,-0.8408264,-0.0812737
81,-0.21010894,-0.35512668,"('submissive', 'aggressive')",-0.2101089,-0.3551267,-0.1450178
82,2.0031679,2.0347345,"('poor', 'rich')",2.0031679,2.0347345,0.0315666
83,-0.43178853,-0.51493526,"('powerless', 'powerful')",-0.4317885,-0.5149353,-0.0831468
84,0.17243373,0.08645597,"('inferior', 'superior')",0.1724337,0.086456,-0.0859777
85,-0.0275212,0.071435675,"('insignificant', 'prestigious')",-0.0275212,0.0714357,0.0989569
86,-0.54303885,-0.6543405,"('uninfluential', 'influential')",-0.5430388,-0.6543405,-0.1113017
87,-0.041157514,-0.09184636,"('unsuccessful', 'successful')",-0.0411575,-0.0918464,-0.0506889
88,0.77866894,0.7356663,"('low', 'eminent')",0.7786689,0.7356663,-0.0430026
