,plagiarism_male,plagiarism_female,tuple,average_male,average_female,female-male
78,-0.68317837,-0.66890955,"('nonresilient', 'resilient')",-0.6831784,-0.6689095,0.0142689
79,0.0077097705,0.07042329,"('wavering', 'unwavering')",0.0077098,0.0704233,0.0627135
80,-0.021723323,-0.07248908,"('dominated', 'dominating')",-0.0217233,-0.0724891,-0.0507658
81,0.17750382,0.12707323,"('submissive', 'aggressive')",0.1775038,0.1270732,-0.0504306
82,0.65919894,0.6610207,"('poor', 'rich')",0.6591989,0.6610207,0.0018218
83,-0.06462407,-0.14512219,"('powerless', 'powerful')",-0.0646241,-0.1451222,-0.0804981
84,0.6444465,0.58413213,"('inferior', 'superior')",0.6444465,0.5841321,-0.0603144
85,1.050962,1.0388722,"('insignificant', 'prestigious')",1.050962,1.0388722,-0.0120898
86,-1.033374,-1.201613,"('uninfluential', 'influential')",-1.033374,-1.2016129,-0.1682389
87,-0.68232906,-0.64938056,"('unsuccessful', 'successful')",-0.6823291,-0.6493806,0.0329485
88,0.30374128,0.26541778,"('low', 'eminent')",0.3037413,0.2654178,-0.0383235
