,corps_male,corps_female,tuple,average_male,average_female,female-male
73,-2.8481898,-2.8632257,"('helpless', 'self-reliant')",-2.8481898,-2.8632257,-0.0150359
74,0.22927931,0.06874943,"('undedicated', 'dedicated')",0.2292793,0.0687494,-0.1605299
75,-0.82979465,-0.7332025,"('meek', 'impulsive')",-0.8297946,-0.7332025,0.0965921
76,0.9761597,1.016431,"('anxious', 'daring')",0.9761597,1.016431,0.0402713
77,-1.435995,-1.2151604,"('unmotivated', 'motivated')",-1.435995,-1.2151604,0.2208346
78,-0.85648257,-0.8133152,"('nonresilient', 'resilient')",-0.8564826,-0.8133152,0.0431674
79,-0.5268395,-0.46640778,"('wavering', 'unwavering')",-0.5268395,-0.4664078,0.0604317
80,0.15217932,-0.009664805,"('dominated', 'dominating')",0.1521793,-0.0096648,-0.1618441
81,0.5618302,0.7090437,"('submissive', 'aggressive')",0.5618302,0.7090437,0.1472135
82,6.4623256,6.644411,"('poor', 'rich')",6.4623256,6.6444111,0.1820855
83,-0.20927723,-0.27140898,"('powerless', 'powerful')",-0.2092772,-0.271409,-0.0621318
84,0.23724201,0.24818152,"('inferior', 'superior')",0.237242,0.2481815,0.0109395
85,-1.6753063,-1.6915051,"('insignificant', 'prestigious')",-1.6753063,-1.6915051,-0.0161988
86,0.5585424,0.5808017,"('uninfluential', 'influential')",0.5585424,0.5808017,0.0222593
87,0.048581474,0.06855226,"('unsuccessful', 'successful')",0.0485815,0.0685523,0.0199708
88,-0.15763167,-0.04529509,"('low', 'eminent')",-0.1576317,-0.0452951,0.1123366
