,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
62,-0.9185301,-0.87146854,"('incompetent', 'brilliant')",-0.9185301,-0.8714685,0.0470616
63,-0.561878,-0.571403,"('unperceptive', 'insightful')",-0.561878,-0.571403,-0.009525
64,-2.3791976,-2.3755457,"('shy', 'confident')",-2.3791976,-2.3755457,0.0036519
65,0.23731005,0.19630843,"('insecure', 'secure')",0.2373101,0.1963084,-0.0410017
66,0.4878867,0.3827886,"('inactive', 'active')",0.4878867,0.3827886,-0.1050981
67,0.50622505,0.49806404,"('doubtful', 'determined')",0.506225,0.498064,-0.008161
68,-1.1703984,-1.0462939,"('dependent', 'independent')",-1.1703984,-1.0462939,0.1241045
69,0.76679933,0.78022003,"('lazy', 'industrious')",0.7667993,0.78022,0.0134207
70,-0.61461383,-0.6455472,"('lethargic', 'energetic')",-0.6146138,-0.6455472,-0.0309334
71,-0.15743212,-0.13052122,"('diffident', 'self-confident')",-0.1574321,-0.1305212,0.0269109
72,-0.36253712,-0.45556974,"('unambitious', 'ambitious')",-0.3625371,-0.4555697,-0.0930326
73,-0.58457065,-0.62359774,"('helpless', 'self-reliant')",-0.5845706,-0.6235977,-0.0390271
74,-0.2811618,-0.35231802,"('undedicated', 'dedicated')",-0.2811618,-0.352318,-0.0711562
75,-0.07075167,-0.037870906,"('meek', 'impulsive')",-0.0707517,-0.0378709,0.0328808
76,0.34221184,0.39131346,"('anxious', 'daring')",0.3422118,0.3913135,0.0491017
77,-1.3085616,-1.2344058,"('unmotivated', 'motivated')",-1.3085616,-1.2344058,0.0741558
78,-0.31295708,-0.27074346,"('nonresilient', 'resilient')",-0.3129571,-0.2707435,0.0422136
79,0.21144505,0.15001884,"('wavering', 'unwavering')",0.211445,0.1500188,-0.0614262
80,-0.07831532,-0.104922146,"('dominated', 'dominating')",-0.0783153,-0.1049221,-0.0266068
81,-0.9930159,-1.012175,"('submissive', 'aggressive')",-0.9930159,-1.012175,-0.0191591
82,1.4711549,1.4477036,"('poor', 'rich')",1.4711549,1.4477036,-0.0234513
83,-0.046670415,-0.14676446,"('powerless', 'powerful')",-0.0466704,-0.1467645,-0.1000941
84,0.28401053,0.23592642,"('inferior', 'superior')",0.2840105,0.2359264,-0.0480841
85,0.56113654,0.60161424,"('insignificant', 'prestigious')",0.5611365,0.6016142,0.0404777
86,-2.0510569,-2.1933594,"('uninfluential', 'influential')",-2.0510569,-2.1933594,-0.1423025
87,0.18456337,0.1395012,"('unsuccessful', 'successful')",0.1845634,0.1395012,-0.0450622
88,-0.6584854,-0.68256634,"('low', 'eminent')",-0.6584854,-0.6825663,-0.0240809
