,repository_male,repository_female,tuple,average_male,average_female,female-male
74,0.27855808,0.14980498,"('undedicated', 'dedicated')",0.2785581,0.149805,-0.1287531
75,-1.3259612,-1.2587421,"('meek', 'impulsive')",-1.3259612,-1.2587421,0.0672191
76,0.31582847,0.43580502,"('anxious', 'daring')",0.3158285,0.435805,0.1199765
77,-1.3352445,-1.1627055,"('unmotivated', 'motivated')",-1.3352445,-1.1627055,0.172539
78,-0.6163232,-0.64034134,"('nonresilient', 'resilient')",-0.6163232,-0.6403413,-0.0240181
79,-0.1546364,-0.22584704,"('wavering', 'unwavering')",-0.1546364,-0.225847,-0.0712106
80,-0.53047854,-0.66947484,"('dominated', 'dominating')",-0.5304785,-0.6694748,-0.1389963
81,-0.63398397,-0.4854227,"('submissive', 'aggressive')",-0.633984,-0.4854227,0.1485613
82,6.47773,6.6336813,"('poor', 'rich')",6.4777298,6.6336813,0.1559515
83,-0.3044698,-0.35759825,"('powerless', 'powerful')",-0.3044698,-0.3575982,-0.0531284
84,0.7288623,0.6495662,"('inferior', 'superior')",0.7288623,0.6495662,-0.0792961
85,-0.3176102,-0.47007233,"('insignificant', 'prestigious')",-0.3176102,-0.4700723,-0.1524621
86,0.35910308,0.24069726,"('uninfluential', 'influential')",0.3591031,0.2406973,-0.1184058
87,-0.24430569,-0.23708838,"('unsuccessful', 'successful')",-0.2443057,-0.2370884,0.0072173
88,0.24880229,0.3097921,"('low', 'eminent')",0.2488023,0.3097921,0.0609898
