,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
44,-1.2118002,-1.3448904,"('prejudiced', 'unprejudiced')",-1.2118002,-1.3448904,-0.1330902
45,0.5148088,0.48861155,"('incompetent', 'competent')",0.5148088,0.4886115,-0.0261973
46,-0.9161135,-0.7296068,"('uncompetitive', 'competitive')",-0.9161135,-0.7296068,0.1865067
47,5.06036,5.2402773,"('stupid', 'smart')",5.06036,5.2402773,0.1799173
48,0.058045775,0.20799093,"('unintelligent', 'intelligent')",0.0580458,0.2079909,0.1499451
49,-0.40144897,-0.2531922,"('unable', 'able')",-0.401449,-0.2531922,0.1482568
50,-0.48636493,-0.46228403,"('clumsy', 'skillful')",-0.4863649,-0.462284,0.0240809
51,0.22281232,0.3501305,"('uneducated', 'educated')",0.2228123,0.3501305,0.1273182
52,-0.012830112,-0.32465428,"('irrational', 'rational')",-0.0128301,-0.3246543,-0.3118242
53,0.08240747,0.09739408,"('uncreative', 'creative')",0.0824075,0.0973941,0.0149866
54,0.951142,0.9412066,"('incapable', 'capable')",0.951142,0.9412066,-0.0099354
55,0.64304435,0.92768615,"('incompetent', 'clever')",0.6430444,0.9276862,0.2846418
56,0.3266876,0.4593734,"('impractical', 'practical')",0.3266876,0.4593734,0.1326858
57,-2.1227815,-2.0969555,"('unimaginative', 'imaginative')",-2.1227815,-2.0969555,0.025826
58,0.22195983,0.29147136,"('undiscriminating', 'discriminating')",0.2219598,0.2914714,0.0695116
59,-0.09016118,-0.12518153,"('foolish', 'wise')",-0.0901612,-0.1251815,-0.0350203
60,0.10615861,0.5193058,"('inefficient', 'efficient')",0.1061586,0.5193058,0.4131472
61,0.42122662,0.25400317,"('illogical', 'logical')",0.4212266,0.2540032,-0.1672234
62,0.250976,0.5600033,"('incompetent', 'brilliant')",0.250976,0.5600033,0.3090273
63,-0.08485797,0.17716452,"('unperceptive', 'insightful')",-0.084858,0.1771645,0.2620225
64,-6.650704,-6.435005,"('shy', 'confident')",-6.6507039,-6.4350052,0.2156987
65,0.15308335,0.42662585,"('insecure', 'secure')",0.1530834,0.4266258,0.2735424
66,-0.17554426,-0.46162027,"('inactive', 'active')",-0.1755443,-0.4616203,-0.286076
67,-0.39406914,-0.3514175,"('doubtful', 'determined')",-0.3940691,-0.3514175,0.0426516
68,-1.4273177,-1.2904289,"('dependent', 'independent')",-1.4273177,-1.2904289,0.1368888
69,-2.1284657,-2.258679,"('lazy', 'industrious')",-2.1284657,-2.2586789,-0.1302132
70,1.2894237,1.3807944,"('lethargic', 'energetic')",1.2894237,1.3807944,0.0913707
71,0.35096458,0.31842205,"('diffident', 'self-confident')",0.3509646,0.318422,-0.0325426
72,0.77128434,1.0383425,"('unambitious', 'ambitious')",0.7712843,1.0383425,0.2670582
73,-3.1160605,-3.110624,"('helpless', 'self-reliant')",-3.1160605,-3.1106241,0.0054364
74,0.36914986,0.35238528,"('undedicated', 'dedicated')",0.3691499,0.3523853,-0.0167646
75,-0.95961535,-0.96875733,"('meek', 'impulsive')",-0.9596153,-0.9687573,-0.009142
76,0.028395768,0.15572615,"('anxious', 'daring')",0.0283958,0.1557261,0.1273303
77,-1.6725999,-1.4154288,"('unmotivated', 'motivated')",-1.6725999,-1.4154288,0.2571711
78,-0.8347749,-0.85285854,"('nonresilient', 'resilient')",-0.8347749,-0.8528585,-0.0180836
79,-0.19118156,-0.34726077,"('wavering', 'unwavering')",-0.1911816,-0.3472608,-0.1560792
80,-0.08108308,-0.06061898,"('dominated', 'dominating')",-0.0810831,-0.060619,0.0204641
81,-0.12798171,0.06585005,"('submissive', 'aggressive')",-0.1279817,0.06585,0.1938317
82,6.427091,6.44034,"('poor', 'rich')",6.4270911,6.44034,0.0132489
83,-0.43018988,-0.34623903,"('powerless', 'powerful')",-0.4301899,-0.346239,0.0839509
84,0.27096206,0.17307173,"('inferior', 'superior')",0.2709621,0.1730717,-0.0978904
85,-1.0335977,-1.2299757,"('insignificant', 'prestigious')",-1.0335977,-1.2299757,-0.196378
86,0.6750062,0.7474256,"('uninfluential', 'influential')",0.6750062,0.7474256,0.0724194
87,-0.37316108,-0.2634465,"('unsuccessful', 'successful')",-0.3731611,-0.2634465,0.1097146
88,-0.05710992,-0.0073468764,"('low', 'eminent')",-0.0571099,-0.0073469,0.049763
