,championx_male,championx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
78,0.16097757,0.25141728,"('nonresilient', 'resilient')",-0.09816915,-0.102867834,0.0314042,0.0742747,0.0428705
79,-1.5271696,-1.474014,"('wavering', 'unwavering')",-0.761538,-0.6455209,-1.1443539,-1.0597675,0.0845864
80,1.2622805,1.2268533,"('dominated', 'dominating')",-1.1817908,-1.1445385,0.0402448,0.0411574,0.0009126
81,2.3762336,2.260717,"('submissive', 'aggressive')",-0.66779286,-0.67243993,0.8542204,0.7941385,-0.0600819
82,0.14866997,0.14977479,"('poor', 'rich')",5.765361,5.742047,2.9570155,2.9459109,-0.0111046
83,0.30692798,0.26815245,"('powerless', 'powerful')",-0.7483902,-0.78122646,-0.2207311,-0.256537,-0.0358059
84,1.2049458,1.1910461,"('inferior', 'superior')",1.0602356,1.1235746,1.1325908,1.1573104,0.0247196
85,-1.774858,-1.70064,"('insignificant', 'prestigious')",0.075037956,0.08648366,-0.84991,-0.8070781,0.0428319
86,0.6019179,0.50043875,"('uninfluential', 'influential')",-0.43874586,-0.60364467,0.081586,-0.051603,-0.133189
87,0.59084344,0.5532791,"('unsuccessful', 'successful')",0.88823706,0.8999504,0.7395402,0.7266147,-0.0129255
88,0.46551794,0.43780932,"('low', 'eminent')",-0.33317447,-0.41091767,0.0661717,0.0134458,-0.0527259
