,theology_male,theology_female,tuple,average_male,average_female,female-male
77,-0.76927054,-0.66959435,"('unmotivated', 'motivated')",-0.7692705,-0.6695943,0.0996762
78,-0.16043141,-0.09600853,"('nonresilient', 'resilient')",-0.1604314,-0.0960085,0.0644229
79,0.18486105,-0.003802496,"('wavering', 'unwavering')",0.184861,-0.0038025,-0.1886635
80,0.03994924,0.20159143,"('dominated', 'dominating')",0.0399492,0.2015914,0.1616422
81,0.07174621,0.5035509,"('submissive', 'aggressive')",0.0717462,0.5035509,0.4318047
82,6.446491,6.7147617,"('poor', 'rich')",6.4464908,6.7147617,0.2682709
83,-0.17352681,-0.17543976,"('powerless', 'powerful')",-0.1735268,-0.1754398,-0.001913
84,0.35080957,0.21348415,"('inferior', 'superior')",0.3508096,0.2134842,-0.1373254
85,-1.1403303,-1.4881152,"('insignificant', 'prestigious')",-1.1403303,-1.4881152,-0.3477849
86,0.91762364,0.9860132,"('uninfluential', 'influential')",0.9176236,0.9860132,0.0683896
87,0.101132005,0.48416808,"('unsuccessful', 'successful')",0.101132,0.4841681,0.3830361
88,-0.015310546,0.20945063,"('low', 'eminent')",-0.0153105,0.2094506,0.2247611
