,figure_male,figure_female,tuple,average_male,average_female,female-male
58,-0.018338364,-0.12888646,"('undiscriminating', 'discriminating')",-0.0183384,-0.1288865,-0.1105481
59,-0.28951722,-0.16591547,"('foolish', 'wise')",-0.2895172,-0.1659155,0.1236017
60,0.80297816,0.9312484,"('inefficient', 'efficient')",0.8029782,0.9312484,0.1282702
61,0.6681403,0.5229034,"('illogical', 'logical')",0.6681403,0.5229034,-0.1452369
62,1.1818386,1.3329191,"('incompetent', 'brilliant')",1.1818386,1.3329191,0.1510805
63,0.99916846,1.0691985,"('unperceptive', 'insightful')",0.9991685,1.0691985,0.07003
64,-5.760612,-5.630357,"('shy', 'confident')",-5.760612,-5.6303568,0.1302552
65,1.359461,1.3362033,"('insecure', 'secure')",1.3594609,1.3362033,-0.0232576
66,-0.050353605,-0.09717988,"('inactive', 'active')",-0.0503536,-0.0971799,-0.0468263
67,-0.88632566,-0.7678066,"('doubtful', 'determined')",-0.8863257,-0.7678066,0.1185191
68,-0.47078502,-0.38475084,"('dependent', 'independent')",-0.470785,-0.3847508,0.0860342
69,-1.8323913,-1.7594882,"('lazy', 'industrious')",-1.8323913,-1.7594882,0.0729031
70,1.7805967,1.7092444,"('lethargic', 'energetic')",1.7805967,1.7092444,-0.0713523
71,0.3378726,0.53889596,"('diffident', 'self-confident')",0.3378726,0.538896,0.2010234
72,1.2140013,1.2644205,"('unambitious', 'ambitious')",1.2140013,1.2644205,0.0504192
73,-3.1162872,-2.980746,"('helpless', 'self-reliant')",-3.1162872,-2.980746,0.1355412
74,0.0011126697,-0.05611626,"('undedicated', 'dedicated')",0.0011127,-0.0561163,-0.057229
75,-0.83256835,-0.8020883,"('meek', 'impulsive')",-0.8325683,-0.8020883,0.03048
76,0.96234983,0.87921983,"('anxious', 'daring')",0.9623498,0.8792198,-0.08313
77,-0.9997457,-0.89713603,"('unmotivated', 'motivated')",-0.9997457,-0.897136,0.1026097
78,-0.5180096,-0.48040998,"('nonresilient', 'resilient')",-0.5180096,-0.48041,0.0375996
79,-0.333786,-0.37706515,"('wavering', 'unwavering')",-0.333786,-0.3770652,-0.0432792
80,0.16837467,0.12957884,"('dominated', 'dominating')",0.1683747,0.1295788,-0.0387959
81,0.5649472,0.5665704,"('submissive', 'aggressive')",0.5649472,0.5665704,0.0016232
82,6.323491,6.5206337,"('poor', 'rich')",6.3234911,6.5206337,0.1971426
83,-0.4071431,-0.32738423,"('powerless', 'powerful')",-0.4071431,-0.3273842,0.0797589
84,-0.035875224,-0.0031767935,"('inferior', 'superior')",-0.0358752,-0.0031768,0.0326984
85,-1.691828,-1.7028548,"('insignificant', 'prestigious')",-1.691828,-1.7028548,-0.0110268
86,0.8893932,0.90667784,"('uninfluential', 'influential')",0.8893932,0.9066778,0.0172846
87,-0.089337245,0.11918458,"('unsuccessful', 'successful')",-0.0893372,0.1191846,0.2085218
88,-0.109977506,-0.036678977,"('low', 'eminent')",-0.1099775,-0.036679,0.0732985
