,pension_male,pension_female,tuple,average_male,average_female,female-male
76,-0.6127224,-0.6206826,"('anxious', 'daring')",-0.6127224,-0.6206826,-0.0079602
77,-1.1210346,-0.98639554,"('unmotivated', 'motivated')",-1.1210346,-0.9863955,0.1346391
78,-0.51160085,-0.5674627,"('nonresilient', 'resilient')",-0.5116009,-0.5674627,-0.0558618
79,0.6793749,0.6745812,"('wavering', 'unwavering')",0.6793749,0.6745812,-0.0047937
80,-0.9796998,-0.9809433,"('dominated', 'dominating')",-0.9796998,-0.9809433,-0.0012435
81,-0.86908984,-0.78818595,"('submissive', 'aggressive')",-0.8690898,-0.788186,0.0809038
82,4.950981,5.046047,"('poor', 'rich')",4.9509811,5.0460472,0.0950661
83,0.124672346,0.127376,"('powerless', 'powerful')",0.1246723,0.127376,0.0027037
84,0.13644858,0.09646694,"('inferior', 'superior')",0.1364486,0.0964669,-0.0399817
85,1.4434763,1.3709271,"('insignificant', 'prestigious')",1.4434763,1.3709271,-0.0725492
86,-0.004420452,-0.06546953,"('uninfluential', 'influential')",-0.0044205,-0.0654695,-0.061049
87,-0.42700613,-0.33812276,"('unsuccessful', 'successful')",-0.4270061,-0.3381228,0.0888833
88,0.17767863,0.19771515,"('low', 'eminent')",0.1776786,0.1977151,0.0200365
