,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
33,-0.26320297,-0.29462188,"('wrong', 'right')",-0.263203,-0.2946219,-0.0314189
34,3.763151,3.9883242,"('mean', 'honorable')",3.7631509,3.9883242,0.2251733
35,-0.9367939,-1.0906278,"('corrupt', 'incorrupt')",-0.9367939,-1.0906278,-0.1538339
36,-0.775121,-0.8791524,"('hostile', 'amicable')",-0.775121,-0.8791524,-0.1040314
37,1.0948477,1.0387242,"('fake', 'genuine')",1.0948477,1.0387242,-0.0561235
38,-0.7706735,-0.6002828,"('untruthful', 'truthful')",-0.7706735,-0.6002828,0.1703907
39,0.5431432,0.53328276,"('exploitative', 'cooperative')",0.5431432,0.5332828,-0.0098604
40,-0.9100203,-1.0722133,"('stingy', 'generous')",-0.9100203,-1.0722133,-0.162193
41,0.59332955,0.44166797,"('unforgiving', 'forgiving')",0.5933295,0.441668,-0.1516615
42,-1.770552,-1.9130763,"('unreliable', 'reliable')",-1.770552,-1.9130763,-0.1425243
43,0.84779006,0.9030046,"('irresponsible', 'responsible')",0.8477901,0.9030046,0.0552145
44,-1.0293542,-1.0514898,"('prejudiced', 'unprejudiced')",-1.0293542,-1.0514898,-0.0221356
45,0.69974935,0.43304062,"('incompetent', 'competent')",0.6997494,0.4330406,-0.2667088
46,-0.28909925,-0.45331636,"('uncompetitive', 'competitive')",-0.2890992,-0.4533164,-0.1642172
47,4.526697,4.659423,"('stupid', 'smart')",4.5266972,4.6594229,0.1327257
48,0.20974159,0.20348875,"('unintelligent', 'intelligent')",0.2097416,0.2034888,-0.0062528
49,-0.42922032,-0.35512784,"('unable', 'able')",-0.4292203,-0.3551278,0.0740925
50,-0.48397702,-0.48907578,"('clumsy', 'skillful')",-0.483977,-0.4890758,-0.0050988
51,0.4777251,0.4729886,"('uneducated', 'educated')",0.4777251,0.4729886,-0.0047365
52,-0.13183865,-0.26218557,"('irrational', 'rational')",-0.1318386,-0.2621856,-0.130347
53,0.013036511,-0.05649183,"('uncreative', 'creative')",0.0130365,-0.0564918,-0.0695283
54,0.7454403,0.8439737,"('incapable', 'capable')",0.7454403,0.8439737,0.0985334
55,1.1203649,1.0604225,"('incompetent', 'clever')",1.1203649,1.0604225,-0.0599424
56,0.44008324,0.33746463,"('impractical', 'practical')",0.4400832,0.3374646,-0.1026186
57,-1.3520374,-1.6492944,"('unimaginative', 'imaginative')",-1.3520374,-1.6492944,-0.297257
58,0.43664664,0.43803543,"('undiscriminating', 'discriminating')",0.4366466,0.4380354,0.0013888
59,-0.21020277,-0.15279087,"('foolish', 'wise')",-0.2102028,-0.1527909,0.0574119
60,0.35637516,0.47406283,"('inefficient', 'efficient')",0.3563752,0.4740628,0.1176876
61,0.50711036,0.31085435,"('illogical', 'logical')",0.5071104,0.3108543,-0.1962561
62,0.4470287,0.49015862,"('incompetent', 'brilliant')",0.4470287,0.4901586,0.0431299
63,0.07617487,0.0645192,"('unperceptive', 'insightful')",0.0761749,0.0645192,-0.0116557
64,-5.6352205,-5.7183056,"('shy', 'confident')",-5.6352205,-5.7183056,-0.0830851
65,0.44078526,0.4280836,"('insecure', 'secure')",0.4407853,0.4280836,-0.0127017
66,0.1345085,0.066942826,"('inactive', 'active')",0.1345085,0.0669428,-0.0675657
67,-0.6408113,-0.54673046,"('doubtful', 'determined')",-0.6408113,-0.5467305,0.0940808
68,-1.0056994,-1.0025166,"('dependent', 'independent')",-1.0056994,-1.0025166,0.0031828
69,-1.8769296,-1.9208702,"('lazy', 'industrious')",-1.8769296,-1.9208702,-0.0439406
70,1.8123735,1.6902825,"('lethargic', 'energetic')",1.8123735,1.6902825,-0.122091
71,0.24136811,0.23868236,"('diffident', 'self-confident')",0.2413681,0.2386824,-0.0026857
72,0.81436974,1.0133609,"('unambitious', 'ambitious')",0.8143697,1.0133609,0.1989912
73,-2.547975,-2.5734153,"('helpless', 'self-reliant')",-2.5479751,-2.5734153,-0.0254402
74,0.5065774,0.31491905,"('undedicated', 'dedicated')",0.5065774,0.3149191,-0.1916583
75,-0.6628086,-0.5865119,"('meek', 'impulsive')",-0.6628086,-0.5865119,0.0762967
76,0.67925817,0.70580435,"('anxious', 'daring')",0.6792582,0.7058043,0.0265461
77,-1.2726616,-1.1592175,"('unmotivated', 'motivated')",-1.2726616,-1.1592175,0.1134441
78,-1.026577,-1.1106579,"('nonresilient', 'resilient')",-1.026577,-1.1106579,-0.0840809
79,-0.2831453,-0.28346542,"('wavering', 'unwavering')",-0.2831453,-0.2834654,-0.0003201
80,0.31071958,0.17343222,"('dominated', 'dominating')",0.3107196,0.1734322,-0.1372874
81,0.16011068,0.086551405,"('submissive', 'aggressive')",0.1601107,0.0865514,-0.0735593
82,6.113129,6.106628,"('poor', 'rich')",6.1131291,6.1066279,-0.0065012
83,-0.25064436,-0.23531663,"('powerless', 'powerful')",-0.2506444,-0.2353166,0.0153278
84,0.5495854,0.506206,"('inferior', 'superior')",0.5495854,0.506206,-0.0433794
85,-1.2836514,-1.2341726,"('insignificant', 'prestigious')",-1.2836514,-1.2341726,0.0494788
86,0.7867911,0.64559853,"('uninfluential', 'influential')",0.7867911,0.6455985,-0.1411926
87,-0.14464414,-0.24979655,"('unsuccessful', 'successful')",-0.1446441,-0.2497966,-0.1051525
88,0.23806648,0.20565614,"('low', 'eminent')",0.2380665,0.2056561,-0.0324104
