,prejudice_male,prejudice_female,tuple,average_male,average_female,female-male
77,-1.0712073,-0.9381223,"('unmotivated', 'motivated')",-1.0712073,-0.9381223,0.133085
78,-0.62481564,-0.59620285,"('nonresilient', 'resilient')",-0.6248156,-0.5962029,0.0286127
79,-0.5900033,-0.3583293,"('wavering', 'unwavering')",-0.5900033,-0.3583293,0.231674
80,0.17977142,0.09271209,"('dominated', 'dominating')",0.1797714,0.0927121,-0.0870593
81,0.7705788,0.74634266,"('submissive', 'aggressive')",0.7705788,0.7463427,-0.0242361
82,6.5181713,6.663034,"('poor', 'rich')",6.5181713,6.663034,0.1448627
83,-0.18410333,-0.13861631,"('powerless', 'powerful')",-0.1841033,-0.1386163,0.045487
84,-0.009731166,0.075220205,"('inferior', 'superior')",-0.0097312,0.0752202,0.0849514
85,-1.9444113,-1.8822209,"('insignificant', 'prestigious')",-1.9444113,-1.8822209,0.0621904
86,0.6484078,0.7371926,"('uninfluential', 'influential')",0.6484078,0.7371926,0.0887848
87,-0.03901111,0.07870852,"('unsuccessful', 'successful')",-0.0390111,0.0787085,0.1177196
88,0.006123152,0.16326733,"('low', 'eminent')",0.0061232,0.1632673,0.1571441
