,custard_male,custard_female,tuple,average_male,average_female,female-male
75,0.18271667,0.29674232,"('meek', 'impulsive')",0.1827167,0.2967423,0.1140256
76,0.03672523,0.051792867,"('anxious', 'daring')",0.0367252,0.0517929,0.0150677
77,-1.4583515,-1.3532962,"('unmotivated', 'motivated')",-1.4583515,-1.3532962,0.1050553
78,-0.17127256,0.008863138,"('nonresilient', 'resilient')",-0.1712726,0.0088631,0.1801357
79,-0.24040715,-0.14336391,"('wavering', 'unwavering')",-0.2404072,-0.1433639,0.0970433
80,-0.3165565,-0.41124824,"('dominated', 'dominating')",-0.3165565,-0.4112482,-0.0946917
81,-1.3719895,-1.4063388,"('submissive', 'aggressive')",-1.3719895,-1.4063388,-0.0343493
82,0.61341274,0.74196136,"('poor', 'rich')",0.6134127,0.7419614,0.1285487
83,-0.48177993,-0.44928762,"('powerless', 'powerful')",-0.4817799,-0.4492876,0.0324923
84,0.38484386,0.29911608,"('inferior', 'superior')",0.3848439,0.2991161,-0.0857278
85,0.6646128,0.72898626,"('insignificant', 'prestigious')",0.6646128,0.7289863,0.0643735
86,-1.7262541,-1.7875332,"('uninfluential', 'influential')",-1.7262541,-1.7875332,-0.0612791
87,0.3376332,0.30825752,"('unsuccessful', 'successful')",0.3376332,0.3082575,-0.0293757
88,-0.028950963,-0.16553682,"('low', 'eminent')",-0.028951,-0.1655368,-0.1365858
