,basketball_male,basketball_female,tuple,average_male,average_female,female-male
71,0.9763006,0.99542797,"('diffident', 'self-confident')",0.9763006,0.995428,0.0191274
72,0.3663804,0.47900927,"('unambitious', 'ambitious')",0.3663804,0.4790093,0.1126289
73,-3.4048738,-3.3661888,"('helpless', 'self-reliant')",-3.4048738,-3.3661888,0.038685
74,0.24085836,0.20111178,"('undedicated', 'dedicated')",0.2408584,0.2011118,-0.0397466
75,-1.4749224,-1.3102719,"('meek', 'impulsive')",-1.4749224,-1.3102719,0.1646505
76,0.18987475,0.22940251,"('anxious', 'daring')",0.1898748,0.2294025,0.0395277
77,-0.9240026,-0.93341196,"('unmotivated', 'motivated')",-0.9240026,-0.933412,-0.0094094
78,-0.68903756,-0.6697979,"('nonresilient', 'resilient')",-0.6890376,-0.6697979,0.0192397
79,-0.623665,-0.53824294,"('wavering', 'unwavering')",-0.623665,-0.5382429,0.0854221
80,-0.35211346,-0.39649016,"('dominated', 'dominating')",-0.3521135,-0.3964902,-0.0443767
81,0.147262,0.15382108,"('submissive', 'aggressive')",0.147262,0.1538211,0.0065591
82,5.822552,5.978633,"('poor', 'rich')",5.8225522,5.9786329,0.1560807
83,-0.31508565,-0.38399637,"('powerless', 'powerful')",-0.3150856,-0.3839964,-0.0689108
84,0.3363619,0.30468473,"('inferior', 'superior')",0.3363619,0.3046847,-0.0316772
85,-0.6605433,-0.6660886,"('insignificant', 'prestigious')",-0.6605433,-0.6660886,-0.0055453
86,0.45424372,0.2579056,"('uninfluential', 'influential')",0.4542437,0.2579056,-0.1963381
87,0.46752197,0.49943134,"('unsuccessful', 'successful')",0.467522,0.4994313,0.0319093
88,0.120441355,0.10057071,"('low', 'eminent')",0.1204414,0.1005707,-0.0198707
