,deposition_male,deposition_female,tuple,average_male,average_female,female-male
75,-0.9894322,-1.0268074,"('meek', 'impulsive')",-0.9894322,-1.0268074,-0.0373752
76,0.43009305,0.5660988,"('anxious', 'daring')",0.4300931,0.5660988,0.1360057
77,-1.5117068,-1.3378179,"('unmotivated', 'motivated')",-1.5117068,-1.3378179,0.1738889
78,-0.9273721,-0.9973396,"('nonresilient', 'resilient')",-0.9273721,-0.9973396,-0.0699675
79,-0.34981441,-0.4894282,"('wavering', 'unwavering')",-0.3498144,-0.4894282,-0.1396138
80,-0.11723171,-0.17871699,"('dominated', 'dominating')",-0.1172317,-0.178717,-0.0614853
81,-0.27130443,-0.13529728,"('submissive', 'aggressive')",-0.2713044,-0.1352973,0.1360071
82,6.011686,5.9841,"('poor', 'rich')",6.0116858,5.9840999,-0.0275859
83,-0.6137662,-0.53883266,"('powerless', 'powerful')",-0.6137662,-0.5388327,0.0749335
84,0.74348974,0.67772335,"('inferior', 'superior')",0.7434897,0.6777233,-0.0657664
85,-0.8886306,-1.022089,"('insignificant', 'prestigious')",-0.8886306,-1.022089,-0.1334584
86,0.7395883,0.6506041,"('uninfluential', 'influential')",0.7395883,0.6506041,-0.0889842
87,-0.41201833,-0.38030466,"('unsuccessful', 'successful')",-0.4120183,-0.3803047,0.0317136
88,0.12503679,0.15280122,"('low', 'eminent')",0.1250368,0.1528012,0.0277644
