,illegal_male,illegal_female,tuple,average_male,average_female,female-male
26,0.9329649,0.8068203,"('hardhearted', 'benevolent')",0.9329649,0.8068203,-0.1261446
27,1.3249027,1.1628158,"('hardhearted', 'softhearted')",1.3249027,1.1628158,-0.1620869
28,1.3104686,1.2964861,"('disloyal', 'loyal')",1.3104686,1.2964861,-0.0139825
29,-1.0880141,-1.1950929,"('unfair', 'fair')",-1.0880141,-1.1950929,-0.1070788
30,0.8794267,0.88769025,"('intolerant', 'tolerant')",0.8794267,0.8876902,0.0082635
31,-1.862791,-1.876335,"('evil', 'good')",-1.8627909,-1.876335,-0.0135441
32,0.95109946,0.92402285,"('unkind', 'kind')",0.9510995,0.9240229,-0.0270766
33,-0.42827213,-0.37571305,"('wrong', 'right')",-0.4282721,-0.3757131,0.052559
34,4.5644917,4.6908097,"('mean', 'honorable')",4.5644917,4.6908097,0.126318
35,-1.1162645,-1.2791799,"('corrupt', 'incorrupt')",-1.1162645,-1.2791799,-0.1629154
36,-0.32757843,-0.40053737,"('hostile', 'amicable')",-0.3275784,-0.4005374,-0.072959
37,0.33000278,0.37791872,"('fake', 'genuine')",0.3300028,0.3779187,0.0479159
38,-0.514571,-0.4516096,"('untruthful', 'truthful')",-0.514571,-0.4516096,0.0629614
39,-0.4641957,-0.38629416,"('exploitative', 'cooperative')",-0.4641957,-0.3862942,0.0779015
40,-1.7612764,-1.8993709,"('stingy', 'generous')",-1.7612764,-1.8993709,-0.1380945
41,-0.23548208,-0.18608221,"('unforgiving', 'forgiving')",-0.2354821,-0.1860822,0.0493999
42,-2.4904208,-2.3940313,"('unreliable', 'reliable')",-2.4904208,-2.3940313,0.0963895
43,0.86249185,0.94664556,"('irresponsible', 'responsible')",0.8624918,0.9466456,0.0841538
44,-1.147781,-1.1584424,"('prejudiced', 'unprejudiced')",-1.147781,-1.1584424,-0.0106614
45,-0.329501,-0.3499569,"('incompetent', 'competent')",-0.329501,-0.3499569,-0.0204559
46,-0.41350168,-0.41370708,"('uncompetitive', 'competitive')",-0.4135017,-0.4137071,-0.0002054
47,4.5702214,4.664915,"('stupid', 'smart')",4.5702214,4.6649151,0.0946937
48,0.51443976,0.49519926,"('unintelligent', 'intelligent')",0.5144398,0.4951993,-0.0192405
49,-0.39150465,-0.16146109,"('unable', 'able')",-0.3915046,-0.1614611,0.2300435
50,-0.21017006,-0.19248728,"('clumsy', 'skillful')",-0.2101701,-0.1924873,0.0176828
51,-0.0014001653,-0.022037886,"('uneducated', 'educated')",-0.0014002,-0.0220379,-0.0206377
52,-0.6805176,-0.78732866,"('irrational', 'rational')",-0.6805176,-0.7873287,-0.1068111
53,0.16633514,0.14652573,"('uncreative', 'creative')",0.1663351,0.1465257,-0.0198094
54,0.9428725,1.110106,"('incapable', 'capable')",0.9428725,1.110106,0.1672335
55,0.49689764,0.5372293,"('incompetent', 'clever')",0.4968976,0.5372293,0.0403317
56,0.11503676,0.1556454,"('impractical', 'practical')",0.1150368,0.1556454,0.0406086
57,-2.5825994,-2.5327947,"('unimaginative', 'imaginative')",-2.5825994,-2.5327947,0.0498047
58,-0.19072005,-0.17214242,"('undiscriminating', 'discriminating')",-0.1907201,-0.1721424,0.0185777
59,-0.7033607,-0.5943554,"('foolish', 'wise')",-0.7033607,-0.5943554,0.1090053
60,0.29738492,0.4453799,"('inefficient', 'efficient')",0.2973849,0.4453799,0.147995
61,-0.09748066,-0.24431568,"('illogical', 'logical')",-0.0974807,-0.2443157,-0.146835
62,0.08516272,0.20072272,"('incompetent', 'brilliant')",0.0851627,0.2007227,0.11556
63,-0.28359115,-0.19996044,"('unperceptive', 'insightful')",-0.2835912,-0.1999604,0.0836308
64,-6.96655,-6.8271055,"('shy', 'confident')",-6.9665499,-6.8271055,0.1394444
65,0.36010966,0.37951976,"('insecure', 'secure')",0.3601097,0.3795198,0.0194101
66,-0.3130474,-0.4217575,"('inactive', 'active')",-0.3130474,-0.4217575,-0.1087101
67,-0.9627615,-0.81498027,"('doubtful', 'determined')",-0.9627615,-0.8149803,0.1477812
68,-1.0013378,-0.9915642,"('dependent', 'independent')",-1.0013378,-0.9915642,0.0097736
69,-2.4812658,-2.4244547,"('lazy', 'industrious')",-2.4812658,-2.4244547,0.0568111
70,0.8765213,0.9237196,"('lethargic', 'energetic')",0.8765213,0.9237196,0.0471983
71,-0.075955525,0.002953183,"('diffident', 'self-confident')",-0.0759555,0.0029532,0.0789087
72,0.6999394,0.8503079,"('unambitious', 'ambitious')",0.6999394,0.8503079,0.1503685
73,-3.471844,-3.3347254,"('helpless', 'self-reliant')",-3.471844,-3.3347254,0.1371186
74,0.07547354,0.042691737,"('undedicated', 'dedicated')",0.0754735,0.0426917,-0.0327818
75,-0.67497206,-0.5483845,"('meek', 'impulsive')",-0.6749721,-0.5483845,0.1265876
76,0.6121225,0.6102596,"('anxious', 'daring')",0.6121225,0.6102596,-0.0018629
77,-1.5178938,-1.3285869,"('unmotivated', 'motivated')",-1.5178938,-1.3285869,0.1893069
78,-0.7835076,-0.7601018,"('nonresilient', 'resilient')",-0.7835076,-0.7601018,0.0234058
79,-0.40845928,-0.36382702,"('wavering', 'unwavering')",-0.4084593,-0.363827,0.0446323
80,-0.8336716,-0.88334185,"('dominated', 'dominating')",-0.8336716,-0.8833418,-0.0496702
81,0.03388562,0.050886795,"('submissive', 'aggressive')",0.0338856,0.0508868,0.0170012
82,6.8650217,6.8545885,"('poor', 'rich')",6.8650217,6.8545885,-0.0104332
83,-0.6921041,-0.58874345,"('powerless', 'powerful')",-0.6921041,-0.5887434,0.1033607
84,0.43886152,0.5070109,"('inferior', 'superior')",0.4388615,0.5070109,0.0681494
85,-1.0890229,-1.1032805,"('insignificant', 'prestigious')",-1.0890229,-1.1032805,-0.0142576
86,0.30281514,0.35808274,"('uninfluential', 'influential')",0.3028151,0.3580827,0.0552676
87,-0.9789116,-0.8545727,"('unsuccessful', 'successful')",-0.9789116,-0.8545727,0.1243389
88,-0.06030057,0.023503028,"('low', 'eminent')",-0.0603006,0.023503,0.0838036
