,mascara_male,mascara_female,tuple,average_male,average_female,female-male
39,0.18456598,0.2255769,"('exploitative', 'cooperative')",0.184566,0.2255769,0.0410109
40,-1.1890876,-1.3644162,"('stingy', 'generous')",-1.1890876,-1.3644162,-0.1753286
41,0.27621186,0.18143748,"('unforgiving', 'forgiving')",0.2762119,0.1814375,-0.0947744
42,-1.56068,-1.6671052,"('unreliable', 'reliable')",-1.56068,-1.6671052,-0.1064252
43,0.98624057,1.0696656,"('irresponsible', 'responsible')",0.9862406,1.0696656,0.083425
44,-0.6992997,-0.67754495,"('prejudiced', 'unprejudiced')",-0.6992997,-0.677545,0.0217547
45,0.23605672,0.056079254,"('incompetent', 'competent')",0.2360567,0.0560793,-0.1799774
46,-0.19684994,-0.27265444,"('uncompetitive', 'competitive')",-0.1968499,-0.2726544,-0.0758045
47,4.655352,4.8324914,"('stupid', 'smart')",4.6553521,4.8324914,0.1771393
48,0.23033613,0.19494994,"('unintelligent', 'intelligent')",0.2303361,0.1949499,-0.0353862
49,-0.31164125,-0.06356187,"('unable', 'able')",-0.3116412,-0.0635619,0.2480793
50,-0.21141315,-0.22552527,"('clumsy', 'skillful')",-0.2114131,-0.2255253,-0.0141122
51,0.049741406,0.004274003,"('uneducated', 'educated')",0.0497414,0.004274,-0.0454674
52,-0.48919934,-0.5907463,"('irrational', 'rational')",-0.4891993,-0.5907463,-0.101547
53,-0.10891849,-0.021133753,"('uncreative', 'creative')",-0.1089185,-0.0211338,0.0877847
54,0.69335407,0.8576397,"('incapable', 'capable')",0.6933541,0.8576397,0.1642856
55,0.7019345,0.6982177,"('incompetent', 'clever')",0.7019345,0.6982177,-0.0037168
56,0.46266857,0.43176833,"('impractical', 'practical')",0.4626686,0.4317683,-0.0309003
57,-2.1987624,-2.3203864,"('unimaginative', 'imaginative')",-2.1987624,-2.3203864,-0.121624
58,0.13156639,0.08147783,"('undiscriminating', 'discriminating')",0.1315664,0.0814778,-0.0500886
59,-0.11970337,-0.16101904,"('foolish', 'wise')",-0.1197034,-0.161019,-0.0413156
60,0.6419907,0.805892,"('inefficient', 'efficient')",0.6419907,0.805892,0.1639013
61,0.121061474,0.02442018,"('illogical', 'logical')",0.1210615,0.0244202,-0.0966413
62,0.6836545,0.73490417,"('incompetent', 'brilliant')",0.6836545,0.7349042,0.0512497
63,0.14216718,0.14992075,"('unperceptive', 'insightful')",0.1421672,0.1499207,0.0077535
64,-5.3922343,-5.602888,"('shy', 'confident')",-5.3922343,-5.6028881,-0.2106538
65,0.80244166,0.7271903,"('insecure', 'secure')",0.8024417,0.7271903,-0.0752514
66,0.020688094,-0.17777425,"('inactive', 'active')",0.0206881,-0.1777743,-0.1984624
67,-0.61480755,-0.57666177,"('doubtful', 'determined')",-0.6148075,-0.5766618,0.0381457
68,-0.6649314,-0.6149446,"('dependent', 'independent')",-0.6649314,-0.6149446,0.0499868
69,-1.757603,-1.8073468,"('lazy', 'industrious')",-1.757603,-1.8073468,-0.0497438
70,1.4963285,1.3691589,"('lethargic', 'energetic')",1.4963285,1.3691589,-0.1271696
71,0.5318105,0.55864674,"('diffident', 'self-confident')",0.5318105,0.5586467,0.0268362
72,0.9679092,1.056199,"('unambitious', 'ambitious')",0.9679092,1.056199,0.0882898
73,-2.7347522,-2.6397762,"('helpless', 'self-reliant')",-2.7347522,-2.6397762,0.094976
74,0.10776719,0.04441736,"('undedicated', 'dedicated')",0.1077672,0.0444174,-0.0633498
75,-0.6152912,-0.53660226,"('meek', 'impulsive')",-0.6152912,-0.5366023,0.0786889
76,0.73610663,0.7683881,"('anxious', 'daring')",0.7361066,0.7683881,0.0322815
77,-1.3663678,-1.2240677,"('unmotivated', 'motivated')",-1.3663678,-1.2240677,0.1423001
78,-0.70950687,-0.6833656,"('nonresilient', 'resilient')",-0.7095069,-0.6833656,0.0261413
79,-0.4465291,-0.41289094,"('wavering', 'unwavering')",-0.4465291,-0.4128909,0.0336382
80,-0.1238478,-0.28720173,"('dominated', 'dominating')",-0.1238478,-0.2872017,-0.1633539
81,0.14392221,0.16852456,"('submissive', 'aggressive')",0.1439222,0.1685246,0.0246024
82,5.8316135,6.0881867,"('poor', 'rich')",5.8316135,6.0881867,0.2565732
83,-0.14653037,-0.17399825,"('powerless', 'powerful')",-0.1465304,-0.1739983,-0.0274679
84,0.07073273,0.14289375,"('inferior', 'superior')",0.0707327,0.1428937,0.072161
85,-1.0879029,-1.082666,"('insignificant', 'prestigious')",-1.0879029,-1.082666,0.0052369
86,0.32912037,0.22803959,"('uninfluential', 'influential')",0.3291204,0.2280396,-0.1010808
87,-0.44342646,-0.41586396,"('unsuccessful', 'successful')",-0.4434265,-0.415864,0.0275625
88,-0.04522946,0.031468265,"('low', 'eminent')",-0.0452295,0.0314683,0.0766978
