,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
21,-1.0691044,-1.2060006,"('immoral', 'moral')",-1.0691044,-1.2060006,-0.1368962
22,-1.7739424,-1.8031895,"('untrustworthy', 'trustworthy')",-1.7739424,-1.8031895,-0.0292471
23,0.6104693,0.31127226,"('insincere', 'sincere')",0.6104693,0.3112723,-0.299197
24,-0.66715986,-0.75995976,"('dishonest', 'honest')",-0.6671599,-0.7599598,-0.0927999
25,0.8910701,1.217858,"('egoistic', 'altruistic')",0.8910701,1.217858,0.3267879
26,1.8092164,1.4754373,"('hardhearted', 'benevolent')",1.8092164,1.4754373,-0.3337791
27,-0.3902895,-0.47197017,"('hardhearted', 'softhearted')",-0.3902895,-0.4719702,-0.0816807
28,0.017009586,-0.2779472,"('disloyal', 'loyal')",0.0170096,-0.2779472,-0.2949568
29,-1.2012385,-1.1892546,"('unfair', 'fair')",-1.2012385,-1.1892546,0.0119839
30,-0.20941201,-0.18268627,"('intolerant', 'tolerant')",-0.209412,-0.1826863,0.0267257
31,-0.86403084,-0.6029866,"('evil', 'good')",-0.8640308,-0.6029866,0.2610442
32,1.0591882,0.68940884,"('unkind', 'kind')",1.0591882,0.6894088,-0.3697794
33,-0.33163613,-0.15445808,"('wrong', 'right')",-0.3316361,-0.1544581,0.177178
34,1.0054069,0.8653511,"('mean', 'honorable')",1.0054069,0.8653511,-0.1400558
35,0.29011655,0.59692204,"('corrupt', 'incorrupt')",0.2901165,0.596922,0.3068055
36,0.8627689,1.0051986,"('hostile', 'amicable')",0.8627689,1.0051986,0.1424297
37,0.3642372,0.041952163,"('fake', 'genuine')",0.3642372,0.0419522,-0.322285
38,-0.5968994,-0.63883704,"('untruthful', 'truthful')",-0.5968994,-0.638837,-0.0419376
39,-1.5988222,-1.3504614,"('exploitative', 'cooperative')",-1.5988222,-1.3504614,0.2483608
40,0.9719808,0.8468507,"('stingy', 'generous')",0.9719808,0.8468507,-0.1251301
41,-0.6870422,-0.70487714,"('unforgiving', 'forgiving')",-0.6870422,-0.7048771,-0.0178349
42,0.23547956,0.41879624,"('unreliable', 'reliable')",0.2354796,0.4187962,0.1833166
43,-1.6422969,-1.9373941,"('irresponsible', 'responsible')",-1.6422969,-1.9373941,-0.2950972
44,-1.5796305,-1.3375301,"('prejudiced', 'unprejudiced')",-1.5796305,-1.3375301,0.2421004
45,-0.93564105,-1.3273416,"('incompetent', 'competent')",-0.9356411,-1.3273416,-0.3917005
46,-1.6156313,-2.0603201,"('uncompetitive', 'competitive')",-1.6156313,-2.0603201,-0.4446888
47,-0.9335058,-0.9717254,"('stupid', 'smart')",-0.9335058,-0.9717254,-0.0382196
48,-0.18161175,-0.4178727,"('unintelligent', 'intelligent')",-0.1816117,-0.4178727,-0.236261
49,-0.51994896,-0.11138204,"('unable', 'able')",-0.519949,-0.111382,0.408567
50,1.6553956,1.9102604,"('clumsy', 'skillful')",1.6553956,1.9102604,0.2548648
51,1.5032241,1.3070027,"('uneducated', 'educated')",1.5032241,1.3070027,-0.1962214
52,-1.283972,-0.8600455,"('irrational', 'rational')",-1.283972,-0.8600455,0.4239265
53,-0.06110292,-0.35595173,"('uncreative', 'creative')",-0.0611029,-0.3559517,-0.2948488
54,-0.02248292,0.38773677,"('incapable', 'capable')",-0.0224829,0.3877368,0.4102197
55,-0.7480463,-0.91618633,"('incompetent', 'clever')",-0.7480463,-0.9161863,-0.16814
56,0.8100394,0.3830653,"('impractical', 'practical')",0.8100394,0.3830653,-0.4269741
57,-0.9612312,-1.3794597,"('unimaginative', 'imaginative')",-0.9612312,-1.3794597,-0.4182285
58,-0.6145812,-1.1780941,"('undiscriminating', 'discriminating')",-0.6145812,-1.1780941,-0.5635129
59,0.0929732,0.6409328,"('foolish', 'wise')",0.0929732,0.6409328,0.5479596
60,-1.355019,-1.4993163,"('inefficient', 'efficient')",-1.355019,-1.4993163,-0.1442973
61,-2.084174,-2.2327604,"('illogical', 'logical')",-2.0841739,-2.2327604,-0.1485865
62,-0.9167407,-0.66972995,"('incompetent', 'brilliant')",-0.9167407,-0.6697299,0.2470108
63,-1.3168845,-1.3679876,"('unperceptive', 'insightful')",-1.3168845,-1.3679876,-0.0511031
64,-0.7652944,-0.8331881,"('shy', 'confident')",-0.7652944,-0.8331881,-0.0678937
65,-0.08313532,-0.5083383,"('insecure', 'secure')",-0.0831353,-0.5083383,-0.425203
66,1.9974079,1.4400012,"('inactive', 'active')",1.9974079,1.4400012,-0.5574067
67,-0.017605811,0.12081551,"('doubtful', 'determined')",-0.0176058,0.1208155,0.1384213
68,-1.8872641,-1.8142078,"('dependent', 'independent')",-1.8872641,-1.8142078,0.0730563
69,-0.47193542,-0.104049325,"('lazy', 'industrious')",-0.4719354,-0.1040493,0.3678861
70,-0.34675056,-0.5741509,"('lethargic', 'energetic')",-0.3467506,-0.5741509,-0.2274003
71,0.49624977,0.11034609,"('diffident', 'self-confident')",0.4962498,0.1103461,-0.3859037
72,0.79384243,0.7292195,"('unambitious', 'ambitious')",0.7938424,0.7292195,-0.0646229
73,1.5863394,1.7819959,"('helpless', 'self-reliant')",1.5863394,1.7819959,0.1956565
74,0.2023488,0.07469699,"('undedicated', 'dedicated')",0.2023488,0.074697,-0.1276518
75,1.0474184,1.2637538,"('meek', 'impulsive')",1.0474184,1.2637538,0.2163354
76,-0.6361917,-0.5498279,"('anxious', 'daring')",-0.6361917,-0.5498279,0.0863638
77,-1.4001689,-1.3545796,"('unmotivated', 'motivated')",-1.4001689,-1.3545796,0.0455893
78,-0.7980714,-0.91559213,"('nonresilient', 'resilient')",-0.7980714,-0.9155921,-0.1175207
79,1.3881589,1.2749972,"('wavering', 'unwavering')",1.3881589,1.2749972,-0.1131617
80,0.12247728,-0.16267706,"('dominated', 'dominating')",0.1224773,-0.1626771,-0.2851544
81,-1.5894964,-1.5912889,"('submissive', 'aggressive')",-1.5894964,-1.5912889,-0.0017925
82,2.2311275,2.0299592,"('poor', 'rich')",2.2311275,2.0299592,-0.2011683
83,0.2998715,-0.03230684,"('powerless', 'powerful')",0.2998715,-0.0323068,-0.3321783
84,0.9365035,0.9700097,"('inferior', 'superior')",0.9365035,0.9700097,0.0335062
85,1.3797016,1.2864528,"('insignificant', 'prestigious')",1.3797016,1.2864528,-0.0932488
86,-0.49599442,-0.8625314,"('uninfluential', 'influential')",-0.4959944,-0.8625314,-0.366537
87,-0.73345333,-0.97200847,"('unsuccessful', 'successful')",-0.7334533,-0.9720085,-0.2385552
88,0.70648783,0.44843787,"('low', 'eminent')",0.7064878,0.4484379,-0.2580499
