,manipulation_male,manipulation_female,tuple,average_male,average_female,female-male
26,0.7681081,0.7010511,"('hardhearted', 'benevolent')",0.7681081,0.7010511,-0.067057
27,1.228767,1.042581,"('hardhearted', 'softhearted')",1.228767,1.042581,-0.186186
28,0.9139083,0.8055961,"('disloyal', 'loyal')",0.9139083,0.8055961,-0.1083122
29,-1.2129437,-1.3214256,"('unfair', 'fair')",-1.2129437,-1.3214256,-0.1084819
30,1.1245897,0.9980627,"('intolerant', 'tolerant')",1.1245897,0.9980627,-0.126527
31,-2.5183928,-2.391086,"('evil', 'good')",-2.5183928,-2.3910861,0.1273067
32,0.9819523,0.90612155,"('unkind', 'kind')",0.9819523,0.9061216,-0.0758307
33,-0.40086073,-0.3415789,"('wrong', 'right')",-0.4008607,-0.3415789,0.0592818
34,4.859205,4.881169,"('mean', 'honorable')",4.8592048,4.8811688,0.021964
35,-1.6333957,-1.5634283,"('corrupt', 'incorrupt')",-1.6333957,-1.5634283,0.0699674
36,-1.0286671,-0.9124864,"('hostile', 'amicable')",-1.0286671,-0.9124864,0.1161807
37,0.016066426,-0.002950848,"('fake', 'genuine')",0.0160664,-0.0029508,-0.0190172
38,-0.17009686,-0.13458034,"('untruthful', 'truthful')",-0.1700969,-0.1345803,0.0355166
39,-0.6063606,-0.6906688,"('exploitative', 'cooperative')",-0.6063606,-0.6906688,-0.0843082
40,-2.49163,-2.650116,"('stingy', 'generous')",-2.4916301,-2.650116,-0.1584859
41,-0.29151556,-0.36274758,"('unforgiving', 'forgiving')",-0.2915156,-0.3627476,-0.071232
42,-2.3839755,-2.308626,"('unreliable', 'reliable')",-2.3839755,-2.3086259,0.0753496
43,1.2611172,1.1254964,"('irresponsible', 'responsible')",1.2611172,1.1254964,-0.1356208
44,-1.7421972,-1.6600903,"('prejudiced', 'unprejudiced')",-1.7421972,-1.6600903,0.0821069
45,-0.003023528,-0.05951297,"('incompetent', 'competent')",-0.0030235,-0.059513,-0.0564895
46,-0.23345879,-0.3389098,"('uncompetitive', 'competitive')",-0.2334588,-0.3389098,-0.105451
47,5.3500257,5.374929,"('stupid', 'smart')",5.3500257,5.374929,0.0249033
48,1.0922319,0.89390504,"('unintelligent', 'intelligent')",1.0922319,0.893905,-0.1983269
49,0.2627182,0.3622356,"('unable', 'able')",0.2627182,0.3622356,0.0995174
50,-0.06930157,-0.012924017,"('clumsy', 'skillful')",-0.0693016,-0.012924,0.0563776
51,0.35089713,0.28799337,"('uneducated', 'educated')",0.3508971,0.2879934,-0.0629037
52,-0.9493268,-0.9128048,"('irrational', 'rational')",-0.9493268,-0.9128048,0.036522
53,0.19930302,0.1577906,"('uncreative', 'creative')",0.199303,0.1577906,-0.0415124
54,0.9775161,1.0890776,"('incapable', 'capable')",0.9775161,1.0890776,0.1115615
55,1.2010927,1.0116324,"('incompetent', 'clever')",1.2010927,1.0116324,-0.1894603
56,1.029,0.9511086,"('impractical', 'practical')",1.029,0.9511086,-0.0778914
57,-2.7597516,-2.6605525,"('unimaginative', 'imaginative')",-2.7597516,-2.6605525,0.0991991
58,0.016210027,-0.07221871,"('undiscriminating', 'discriminating')",0.01621,-0.0722187,-0.0884287
59,-0.81295973,-0.6403481,"('foolish', 'wise')",-0.8129597,-0.6403481,0.1726116
60,1.2660433,1.0481471,"('inefficient', 'efficient')",1.2660433,1.0481471,-0.2178962
61,0.22774783,-0.08819963,"('illogical', 'logical')",0.2277478,-0.0881996,-0.3159474
62,1.2074351,1.1683291,"('incompetent', 'brilliant')",1.2074351,1.1683291,-0.039106
63,0.7416082,0.6290058,"('unperceptive', 'insightful')",0.7416082,0.6290058,-0.1126024
64,-6.541566,-6.4570556,"('shy', 'confident')",-6.5415659,-6.4570556,0.0845103
65,0.4694715,0.34557524,"('insecure', 'secure')",0.4694715,0.3455752,-0.1238963
66,-0.35730737,-0.31106663,"('inactive', 'active')",-0.3573074,-0.3110666,0.0462408
67,-0.5245373,-0.41202456,"('doubtful', 'determined')",-0.5245373,-0.4120246,0.1125127
68,-0.6036889,-0.65706444,"('dependent', 'independent')",-0.6036889,-0.6570644,-0.0533755
69,-2.4030712,-2.2739277,"('lazy', 'industrious')",-2.4030712,-2.2739277,0.1291435
70,1.1647749,1.1102008,"('lethargic', 'energetic')",1.1647749,1.1102008,-0.0545741
71,0.0058387807,0.044514805,"('diffident', 'self-confident')",0.0058388,0.0445148,0.038676
72,0.9138016,0.9715909,"('unambitious', 'ambitious')",0.9138016,0.9715909,0.0577893
73,-3.8175354,-3.6998093,"('helpless', 'self-reliant')",-3.8175354,-3.6998093,0.1177261
74,-0.25490248,-0.34496686,"('undedicated', 'dedicated')",-0.2549025,-0.3449669,-0.0900644
75,-0.759401,-0.48886198,"('meek', 'impulsive')",-0.759401,-0.488862,0.270539
76,0.7712175,0.66650385,"('anxious', 'daring')",0.7712175,0.6665038,-0.1047137
77,-0.87641406,-0.9201416,"('unmotivated', 'motivated')",-0.8764141,-0.9201416,-0.0437275
78,-0.08355202,-0.1492344,"('nonresilient', 'resilient')",-0.083552,-0.1492344,-0.0656824
79,-0.85367215,-0.6334735,"('wavering', 'unwavering')",-0.8536721,-0.6334735,0.2201986
80,-0.23024365,-0.26527163,"('dominated', 'dominating')",-0.2302437,-0.2652716,-0.0350279
81,0.3406886,0.2617103,"('submissive', 'aggressive')",0.3406886,0.2617103,-0.0789783
82,7.0048747,7.0811276,"('poor', 'rich')",7.0048747,7.0811276,0.0762529
83,-0.4910465,-0.48324722,"('powerless', 'powerful')",-0.4910465,-0.4832472,0.0077993
84,0.24256988,0.29509008,"('inferior', 'superior')",0.2425699,0.2950901,0.0525202
85,-1.514755,-1.4619842,"('insignificant', 'prestigious')",-1.514755,-1.4619842,0.0527708
86,0.55478007,0.489857,"('uninfluential', 'influential')",0.5547801,0.489857,-0.0649231
87,-0.4582494,-0.27373895,"('unsuccessful', 'successful')",-0.4582494,-0.273739,0.1845104
88,0.053386424,0.1314919,"('low', 'eminent')",0.0533864,0.1314919,0.0781055
