,disregard_male,disregard_female,tuple,average_male,average_female,female-male
77,-1.5471586,-1.3225739,"('unmotivated', 'motivated')",-1.5471586,-1.3225739,0.2245847
78,-0.9387311,-0.9474895,"('nonresilient', 'resilient')",-0.9387311,-0.9474895,-0.0087584
79,-0.24681279,-0.3287765,"('wavering', 'unwavering')",-0.2468128,-0.3287765,-0.0819637
80,-0.14532237,-0.17271343,"('dominated', 'dominating')",-0.1453224,-0.1727134,-0.027391
81,0.21796772,0.33876616,"('submissive', 'aggressive')",0.2179677,0.3387662,0.1207985
82,5.8509727,5.928976,"('poor', 'rich')",5.8509727,5.9289761,0.0780034
83,-0.39237314,-0.34828642,"('powerless', 'powerful')",-0.3923731,-0.3482864,0.0440867
84,0.3402087,0.34554932,"('inferior', 'superior')",0.3402087,0.3455493,0.0053406
85,-0.89112234,-1.008444,"('insignificant', 'prestigious')",-0.8911223,-1.008444,-0.1173217
86,0.15210316,0.12818137,"('uninfluential', 'influential')",0.1521032,0.1281814,-0.0239218
87,-0.79837316,-0.734904,"('unsuccessful', 'successful')",-0.7983732,-0.734904,0.0634692
88,0.15184094,0.16827817,"('low', 'eminent')",0.1518409,0.1682782,0.0164373
