,usher_male,usher_female,tuple,average_male,average_female,female-male
39,0.088040896,0.12277495,"('exploitative', 'cooperative')",0.0880409,0.122775,0.0347341
40,-1.0376303,-1.2547579,"('stingy', 'generous')",-1.0376303,-1.2547579,-0.2171276
41,0.22708246,0.20016462,"('unforgiving', 'forgiving')",0.2270825,0.2001646,-0.0269179
42,-1.4747027,-1.5480111,"('unreliable', 'reliable')",-1.4747027,-1.5480111,-0.0733084
43,0.825812,0.9763594,"('irresponsible', 'responsible')",0.825812,0.9763594,0.1505474
44,-0.7323432,-0.73424244,"('prejudiced', 'unprejudiced')",-0.7323432,-0.7342424,-0.0018992
45,0.3518577,0.20762268,"('incompetent', 'competent')",0.3518577,0.2076227,-0.144235
46,-0.6001414,-0.50169045,"('uncompetitive', 'competitive')",-0.6001414,-0.5016904,0.098451
47,4.423026,4.632044,"('stupid', 'smart')",4.4230261,4.6320438,0.2090177
48,0.4535248,0.4251172,"('unintelligent', 'intelligent')",0.4535248,0.4251172,-0.0284076
49,-0.23452938,0.0012900606,"('unable', 'able')",-0.2345294,0.0012901,0.2358195
50,0.09379182,0.0127922725,"('clumsy', 'skillful')",0.0937918,0.0127923,-0.0809995
51,-0.076120704,-0.073780894,"('uneducated', 'educated')",-0.0761207,-0.0737809,0.0023398
52,-0.050004963,-0.25968313,"('irrational', 'rational')",-0.050005,-0.2596831,-0.2096781
53,0.39414552,0.28220925,"('uncreative', 'creative')",0.3941455,0.2822092,-0.1119363
54,0.8658347,0.9744848,"('incapable', 'capable')",0.8658347,0.9744848,0.1086501
55,0.655417,0.7092335,"('incompetent', 'clever')",0.655417,0.7092335,0.0538165
56,0.19766453,0.22436292,"('impractical', 'practical')",0.1976645,0.2243629,0.0266984
57,-1.9646661,-2.0933304,"('unimaginative', 'imaginative')",-1.9646661,-2.0933304,-0.1286643
58,0.2696938,0.17722201,"('undiscriminating', 'discriminating')",0.2696938,0.177222,-0.0924718
59,0.07078153,0.061762255,"('foolish', 'wise')",0.0707815,0.0617623,-0.0090192
60,0.18166491,0.5073566,"('inefficient', 'efficient')",0.1816649,0.5073566,0.3256917
61,0.33718425,0.20865875,"('illogical', 'logical')",0.3371843,0.2086588,-0.1285255
62,0.47944793,0.64159155,"('incompetent', 'brilliant')",0.4794479,0.6415915,0.1621436
63,-0.075013176,0.056855623,"('unperceptive', 'insightful')",-0.0750132,0.0568556,0.1318688
64,-5.7513027,-5.673523,"('shy', 'confident')",-5.7513027,-5.6735229,0.0777798
65,0.5436335,0.67126334,"('insecure', 'secure')",0.5436335,0.6712633,0.1276298
66,0.24245186,0.080028325,"('inactive', 'active')",0.2424519,0.0800283,-0.1624236
67,-0.74271655,-0.60259646,"('doubtful', 'determined')",-0.7427166,-0.6025965,0.1401201
68,-0.8623988,-0.70190513,"('dependent', 'independent')",-0.8623988,-0.7019051,0.1604937
69,-1.6308496,-1.6669371,"('lazy', 'industrious')",-1.6308496,-1.6669371,-0.0360875
70,1.4151863,1.4219401,"('lethargic', 'energetic')",1.4151863,1.4219401,0.0067538
71,0.6740754,0.57959545,"('diffident', 'self-confident')",0.6740754,0.5795954,-0.09448
72,0.83344215,1.0117877,"('unambitious', 'ambitious')",0.8334422,1.0117877,0.1783455
73,-2.7531438,-2.7351365,"('helpless', 'self-reliant')",-2.7531438,-2.7351365,0.0180073
74,0.097520426,-0.062619254,"('undedicated', 'dedicated')",0.0975204,-0.0626193,-0.1601397
75,-0.5716623,-0.43872356,"('meek', 'impulsive')",-0.5716623,-0.4387236,0.1329387
76,0.66149116,0.7025408,"('anxious', 'daring')",0.6614912,0.7025408,0.0410496
77,-1.5036354,-1.2764112,"('unmotivated', 'motivated')",-1.5036354,-1.2764112,0.2272242
78,-0.6861343,-0.7139332,"('nonresilient', 'resilient')",-0.6861343,-0.7139332,-0.0277989
79,-0.14914754,-0.17657575,"('wavering', 'unwavering')",-0.1491475,-0.1765758,-0.0274283
80,-0.40497673,-0.45022497,"('dominated', 'dominating')",-0.4049767,-0.450225,-0.0452483
81,-0.2649808,-0.0894114,"('submissive', 'aggressive')",-0.2649808,-0.0894114,0.1755694
82,6.0189743,6.177464,"('poor', 'rich')",6.0189743,6.177464,0.1584897
83,-0.43635288,-0.37077102,"('powerless', 'powerful')",-0.4363529,-0.370771,0.0655819
84,0.18529451,0.19563985,"('inferior', 'superior')",0.1852945,0.1956398,0.0103453
85,-0.7238681,-0.9040694,"('insignificant', 'prestigious')",-0.7238681,-0.9040694,-0.1802013
86,0.32541233,0.28960368,"('uninfluential', 'influential')",0.3254123,0.2896037,-0.0358086
87,-0.48413116,-0.43359685,"('unsuccessful', 'successful')",-0.4841312,-0.4335968,0.0505344
88,-0.043594796,0.01584684,"('low', 'eminent')",-0.0435948,0.0158468,0.0594416
