,policeman_male,policeman_female,tuple,average_male,average_female,female-male
58,-0.043820664,0.10204762,"('undiscriminating', 'discriminating')",-0.0438207,0.1020476,0.1458683
59,-0.57262963,-0.54545516,"('foolish', 'wise')",-0.5726296,-0.5454552,0.0271744
60,0.54657763,0.6920971,"('inefficient', 'efficient')",0.5465776,0.6920971,0.1455195
61,-0.1426705,-0.097613566,"('illogical', 'logical')",-0.1426705,-0.0976136,0.0450569
62,0.062142216,0.27838075,"('incompetent', 'brilliant')",0.0621422,0.2783808,0.2162386
63,-0.45770806,-0.2489658,"('unperceptive', 'insightful')",-0.4577081,-0.2489658,0.2087423
64,-6.8898473,-6.67646,"('shy', 'confident')",-6.8898473,-6.6764598,0.2133875
65,0.112074375,0.25893277,"('insecure', 'secure')",0.1120744,0.2589328,0.1468584
66,-0.020368911,-0.027140751,"('inactive', 'active')",-0.0203689,-0.0271408,-0.0067719
67,-0.4659862,-0.41028535,"('doubtful', 'determined')",-0.4659862,-0.4102854,0.0557008
68,-0.9645624,-0.84682894,"('dependent', 'independent')",-0.9645624,-0.8468289,0.1177335
69,-2.13206,-2.280027,"('lazy', 'industrious')",-2.1320601,-2.2800269,-0.1479668
70,1.2009383,1.3002751,"('lethargic', 'energetic')",1.2009383,1.3002751,0.0993368
71,0.8415246,0.8828273,"('diffident', 'self-confident')",0.8415246,0.8828273,0.0413027
72,0.620891,0.78596807,"('unambitious', 'ambitious')",0.620891,0.7859681,0.1650771
73,-3.2340107,-3.1310518,"('helpless', 'self-reliant')",-3.2340107,-3.1310518,0.1029589
74,0.045374542,-0.06184969,"('undedicated', 'dedicated')",0.0453745,-0.0618497,-0.1072242
75,-0.9026483,-0.7362376,"('meek', 'impulsive')",-0.9026483,-0.7362376,0.1664107
76,0.3533623,0.6832598,"('anxious', 'daring')",0.3533623,0.6832598,0.3298975
77,-1.4919785,-1.2387496,"('unmotivated', 'motivated')",-1.4919785,-1.2387496,0.2532289
78,-0.8344687,-0.74188834,"('nonresilient', 'resilient')",-0.8344687,-0.7418883,0.0925804
79,-0.29921138,-0.4183863,"('wavering', 'unwavering')",-0.2992114,-0.4183863,-0.1191749
80,-0.31867588,-0.30019382,"('dominated', 'dominating')",-0.3186759,-0.3001938,0.0184821
81,-0.035964064,0.076235995,"('submissive', 'aggressive')",-0.0359641,0.076236,0.1122001
82,6.59451,6.5038223,"('poor', 'rich')",6.5945101,6.5038223,-0.0906878
83,-0.25709814,-0.25557807,"('powerless', 'powerful')",-0.2570981,-0.2555781,0.00152
84,0.5301329,0.65130115,"('inferior', 'superior')",0.5301329,0.6513011,0.1211682
85,-0.85980356,-0.8741919,"('insignificant', 'prestigious')",-0.8598036,-0.8741919,-0.0143883
86,0.38272557,0.25261703,"('uninfluential', 'influential')",0.3827256,0.252617,-0.1301086
87,-1.0824482,-0.9392132,"('unsuccessful', 'successful')",-1.0824482,-0.9392132,0.143235
88,-0.04882361,0.06364409,"('low', 'eminent')",-0.0488236,0.0636441,0.1124677
