,thermometer_male,thermometer_female,tuple,average_male,average_female,female-male
28,0.071082555,-0.13450846,"('disloyal', 'loyal')",0.0710826,-0.1345085,-0.2055911
29,-0.12544869,-0.1420469,"('unfair', 'fair')",-0.1254487,-0.1420469,-0.0165982
30,0.3990551,0.4127807,"('intolerant', 'tolerant')",0.3990551,0.4127807,0.0137256
31,-0.67902726,-0.71677786,"('evil', 'good')",-0.6790273,-0.7167779,-0.0377506
32,0.081759825,-0.037776977,"('unkind', 'kind')",0.0817598,-0.037777,-0.1195368
33,0.31877285,0.31587604,"('wrong', 'right')",0.3187729,0.315876,-0.0028969
34,1.4228228,1.5195968,"('mean', 'honorable')",1.4228228,1.5195968,0.096774
35,0.40045434,0.27134538,"('corrupt', 'incorrupt')",0.4004543,0.2713454,-0.1291089
36,-0.50090784,-0.65942293,"('hostile', 'amicable')",-0.5009078,-0.6594229,-0.1585151
37,-0.9368752,-0.93412155,"('fake', 'genuine')",-0.9368752,-0.9341215,0.0027537
38,0.4006924,0.36339426,"('untruthful', 'truthful')",0.4006924,0.3633943,-0.0372981
39,-0.10770511,0.07889834,"('exploitative', 'cooperative')",-0.1077051,0.0788983,0.1866034
40,-0.5469791,-0.5327392,"('stingy', 'generous')",-0.5469791,-0.5327392,0.0142399
41,0.17026511,0.1597786,"('unforgiving', 'forgiving')",0.1702651,0.1597786,-0.0104865
42,-1.0698998,-0.96296436,"('unreliable', 'reliable')",-1.0698998,-0.9629644,0.1069354
43,-0.27850276,-0.2893818,"('irresponsible', 'responsible')",-0.2785028,-0.2893818,-0.010879
44,-0.4650109,-0.35172927,"('prejudiced', 'unprejudiced')",-0.4650109,-0.3517293,0.1132816
45,-0.41263065,-0.41612768,"('incompetent', 'competent')",-0.4126306,-0.4161277,-0.0034971
46,-0.71363086,-0.5786623,"('uncompetitive', 'competitive')",-0.7136309,-0.5786623,0.1349686
47,1.9142085,1.8859737,"('stupid', 'smart')",1.9142085,1.8859737,-0.0282348
48,-0.07329123,-0.005259875,"('unintelligent', 'intelligent')",-0.0732912,-0.0052599,0.0680313
49,-0.6327846,-0.45817438,"('unable', 'able')",-0.6327846,-0.4581744,0.1746102
50,-0.35444146,-0.49857995,"('clumsy', 'skillful')",-0.3544415,-0.4985799,-0.1441384
51,-0.4062731,-0.39609444,"('uneducated', 'educated')",-0.4062731,-0.3960944,0.0101787
52,-0.59104335,-0.7532756,"('irrational', 'rational')",-0.5910434,-0.7532756,-0.1622322
53,-0.8834683,-1.000789,"('uncreative', 'creative')",-0.8834683,-1.000789,-0.1173207
54,-0.49960685,-0.5445882,"('incapable', 'capable')",-0.4996068,-0.5445882,-0.0449814
55,-0.13267912,0.0413524,"('incompetent', 'clever')",-0.1326791,0.0413524,0.1740315
56,0.37556446,0.46719664,"('impractical', 'practical')",0.3755645,0.4671966,0.0916321
57,-1.6068623,-1.7190154,"('unimaginative', 'imaginative')",-1.6068623,-1.7190154,-0.1121531
58,0.7963775,0.6994902,"('undiscriminating', 'discriminating')",0.7963775,0.6994902,-0.0968873
59,0.19926022,0.11691734,"('foolish', 'wise')",0.1992602,0.1169173,-0.0823429
60,0.10612986,0.40235808,"('inefficient', 'efficient')",0.1061299,0.4023581,0.2962282
61,-0.022335917,-0.046457477,"('illogical', 'logical')",-0.0223359,-0.0464575,-0.0241216
62,0.018971339,0.26392865,"('incompetent', 'brilliant')",0.0189713,0.2639287,0.2449574
63,-0.78583384,-0.7322593,"('unperceptive', 'insightful')",-0.7858338,-0.7322593,0.0535745
64,-1.8726058,-1.7632003,"('shy', 'confident')",-1.8726058,-1.7632003,0.1094055
65,-0.31136918,-0.21017836,"('insecure', 'secure')",-0.3113692,-0.2101784,0.1011908
66,-0.6096185,-0.8136122,"('inactive', 'active')",-0.6096185,-0.8136122,-0.2039937
67,0.36567983,0.36265633,"('doubtful', 'determined')",0.3656798,0.3626563,-0.0030235
68,-0.44968745,-0.24461356,"('dependent', 'independent')",-0.4496875,-0.2446136,0.2050739
69,1.0446936,1.037852,"('lazy', 'industrious')",1.0446936,1.037852,-0.0068416
70,-1.0366457,-1.0392389,"('lethargic', 'energetic')",-1.0366457,-1.0392389,-0.0025932
71,0.60857904,0.57582796,"('diffident', 'self-confident')",0.608579,0.575828,-0.032751
72,0.35489765,0.37881726,"('unambitious', 'ambitious')",0.3548976,0.3788173,0.0239197
73,-0.218124,-0.15235169,"('helpless', 'self-reliant')",-0.218124,-0.1523517,0.0657723
74,0.025165532,-0.01977876,"('undedicated', 'dedicated')",0.0251655,-0.0197788,-0.0449443
75,-0.37990734,-0.42671973,"('meek', 'impulsive')",-0.3799073,-0.4267197,-0.0468124
76,-0.48687696,-0.35062397,"('anxious', 'daring')",-0.486877,-0.350624,0.136253
77,-0.7257482,-0.5104671,"('unmotivated', 'motivated')",-0.7257482,-0.5104671,0.2152811
78,-0.329408,-0.32732564,"('nonresilient', 'resilient')",-0.329408,-0.3273256,0.0020824
79,-1.1940773,-1.3863633,"('wavering', 'unwavering')",-1.1940773,-1.3863633,-0.192286
80,0.41819584,0.52520275,"('dominated', 'dominating')",0.4181958,0.5252028,0.107007
81,-0.16027747,-0.021095276,"('submissive', 'aggressive')",-0.1602775,-0.0210953,0.1391822
82,0.66112864,0.6062821,"('poor', 'rich')",0.6611286,0.6062821,-0.0548465
83,0.22410516,0.17519784,"('powerless', 'powerful')",0.2241052,0.1751978,-0.0489074
84,0.8937772,0.9253199,"('inferior', 'superior')",0.8937772,0.9253199,0.0315427
85,0.37342477,0.19213946,"('insignificant', 'prestigious')",0.3734248,0.1921395,-0.1812853
86,-0.68693984,-0.8877006,"('uninfluential', 'influential')",-0.6869398,-0.8877006,-0.2007608
87,-0.0754967,-0.12456403,"('unsuccessful', 'successful')",-0.0754967,-0.124564,-0.0490673
88,0.15841478,0.038779546,"('low', 'eminent')",0.1584148,0.0387795,-0.1196353
