,angiosperm_male,angiosperm_female,tuple,average_male,average_female,female-male
22,-0.94382596,-1.063658,"('untrustworthy', 'trustworthy')",-0.943826,-1.063658,-0.119832
23,-0.8531198,-1.0925511,"('insincere', 'sincere')",-0.8531198,-1.0925511,-0.2394313
24,-1.3501691,-1.6263287,"('dishonest', 'honest')",-1.3501691,-1.6263287,-0.2761596
25,1.0409567,1.1164672,"('egoistic', 'altruistic')",1.0409567,1.1164672,0.0755105
26,1.7025903,1.5106454,"('hardhearted', 'benevolent')",1.7025903,1.5106454,-0.1919449
27,1.2298574,1.134504,"('hardhearted', 'softhearted')",1.2298574,1.134504,-0.0953534
28,-0.7301108,-0.93667716,"('disloyal', 'loyal')",-0.7301108,-0.9366772,-0.2065664
29,-0.50977325,-0.4628578,"('unfair', 'fair')",-0.5097733,-0.4628578,0.0469155
30,-0.91859174,-1.0580665,"('intolerant', 'tolerant')",-0.9185917,-1.0580665,-0.1394748
31,0.72859496,0.7852883,"('evil', 'good')",0.728595,0.7852883,0.0566933
32,0.28840205,0.053174295,"('unkind', 'kind')",0.2884021,0.0531743,-0.2352278
33,0.80524355,0.77970046,"('wrong', 'right')",0.8052436,0.7797005,-0.0255431
34,0.8960593,0.938068,"('mean', 'honorable')",0.8960593,0.938068,0.0420087
35,2.0046089,2.1207561,"('corrupt', 'incorrupt')",2.0046089,2.1207561,0.1161472
36,1.5361173,1.6445496,"('hostile', 'amicable')",1.5361173,1.6445496,0.1084323
37,-0.11821349,-0.24711412,"('fake', 'genuine')",-0.1182135,-0.2471141,-0.1289006
38,-0.6470146,-0.74039865,"('untruthful', 'truthful')",-0.6470146,-0.7403986,-0.093384
39,-0.59285456,-0.5377637,"('exploitative', 'cooperative')",-0.5928546,-0.5377637,0.0550909
40,0.43022478,0.45586067,"('stingy', 'generous')",0.4302248,0.4558607,0.0256359
41,-0.39470154,-0.44652,"('unforgiving', 'forgiving')",-0.3947015,-0.44652,-0.0518185
42,-0.6875332,-0.668398,"('unreliable', 'reliable')",-0.6875332,-0.668398,0.0191352
43,-2.475994,-2.640659,"('irresponsible', 'responsible')",-2.4759941,-2.6406591,-0.164665
44,0.64995253,0.81202924,"('prejudiced', 'unprejudiced')",0.6499525,0.8120292,0.1620767
45,-1.6627603,-1.8178884,"('incompetent', 'competent')",-1.6627603,-1.8178884,-0.1551281
46,-2.4297943,-2.598961,"('uncompetitive', 'competitive')",-2.4297943,-2.5989611,-0.1691668
47,0.7138163,0.6434478,"('stupid', 'smart')",0.7138163,0.6434478,-0.0703685
48,-0.35291117,-0.3698407,"('unintelligent', 'intelligent')",-0.3529112,-0.3698407,-0.0169295
49,-0.35401624,-0.23760831,"('unable', 'able')",-0.3540162,-0.2376083,0.1164079
50,0.16178295,0.13049169,"('clumsy', 'skillful')",0.161783,0.1304917,-0.0312913
51,-1.2841727,-1.3703066,"('uneducated', 'educated')",-1.2841727,-1.3703066,-0.0861339
52,0.4266532,0.4663443,"('irrational', 'rational')",0.4266532,0.4663443,0.0396911
53,0.041474216,-0.056936838,"('uncreative', 'creative')",0.0414742,-0.0569368,-0.098411
54,0.21705316,0.18063852,"('incapable', 'capable')",0.2170532,0.1806385,-0.0364147
55,-1.4788043,-1.5633664,"('incompetent', 'clever')",-1.4788043,-1.5633664,-0.0845621
56,-0.9096871,-1.0466946,"('impractical', 'practical')",-0.9096871,-1.0466946,-0.1370075
57,-1.072745,-1.2204409,"('unimaginative', 'imaginative')",-1.072745,-1.2204409,-0.1476959
58,-1.1526935,-1.2094436,"('undiscriminating', 'discriminating')",-1.1526935,-1.2094436,-0.0567501
59,0.4543825,0.5394332,"('foolish', 'wise')",0.4543825,0.5394332,0.0850507
60,-1.6037891,-1.6713649,"('inefficient', 'efficient')",-1.6037891,-1.6713649,-0.0675758
61,-0.96300995,-1.1291769,"('illogical', 'logical')",-0.96301,-1.1291769,-0.1661669
62,-1.1075407,-1.1426855,"('incompetent', 'brilliant')",-1.1075407,-1.1426855,-0.0351448
63,-1.6209031,-1.6816089,"('unperceptive', 'insightful')",-1.6209031,-1.6816089,-0.0607058
64,-2.0365841,-2.0455496,"('shy', 'confident')",-2.0365841,-2.0455496,-0.0089655
65,-1.3623121,-1.3599639,"('insecure', 'secure')",-1.3623121,-1.3599639,0.0023482
66,0.32155105,0.28754076,"('inactive', 'active')",0.3215511,0.2875408,-0.0340103
67,-0.5618544,-0.5977596,"('doubtful', 'determined')",-0.5618544,-0.5977596,-0.0359052
68,-0.89250636,-0.81170976,"('dependent', 'independent')",-0.8925064,-0.8117098,0.0807966
69,2.3710577,2.5375845,"('lazy', 'industrious')",2.3710577,2.5375845,0.1665268
70,-1.6871004,-1.805689,"('lethargic', 'energetic')",-1.6871004,-1.805689,-0.1185886
71,0.853164,0.92853916,"('diffident', 'self-confident')",0.853164,0.9285392,0.0753752
72,-0.6517564,-0.7393634,"('unambitious', 'ambitious')",-0.6517564,-0.7393634,-0.087607
73,-0.23207442,-0.16963923,"('helpless', 'self-reliant')",-0.2320744,-0.1696392,0.0624352
74,-0.5832813,-0.7492419,"('undedicated', 'dedicated')",-0.5832813,-0.7492419,-0.1659606
75,1.1409975,1.2500732,"('meek', 'impulsive')",1.1409975,1.2500732,0.1090757
76,-0.80551934,-0.80080426,"('anxious', 'daring')",-0.8055193,-0.8008043,0.004715
77,-1.796366,-1.7109697,"('unmotivated', 'motivated')",-1.796366,-1.7109697,0.0853963
78,0.07702813,0.15335369,"('nonresilient', 'resilient')",0.0770281,0.1533537,0.0763256
79,1.1201833,1.0772867,"('wavering', 'unwavering')",1.1201833,1.0772867,-0.0428966
80,-0.53092515,-0.5245015,"('dominated', 'dominating')",-0.5309252,-0.5245015,0.0064237
81,-1.8567898,-1.9499433,"('submissive', 'aggressive')",-1.8567898,-1.9499433,-0.0931535
82,0.52208835,0.41783375,"('poor', 'rich')",0.5220883,0.4178337,-0.1042546
83,-0.22268015,-0.24861246,"('powerless', 'powerful')",-0.2226802,-0.2486125,-0.0259323
84,0.47065943,0.5211341,"('inferior', 'superior')",0.4706594,0.5211341,0.0504747
85,1.2421266,1.3599988,"('insignificant', 'prestigious')",1.2421266,1.3599988,0.1178722
86,-1.638893,-1.9324253,"('uninfluential', 'influential')",-1.638893,-1.9324253,-0.2935323
87,-0.19282721,-0.22727492,"('unsuccessful', 'successful')",-0.1928272,-0.2272749,-0.0344477
88,0.23612314,0.07586479,"('low', 'eminent')",0.2361231,0.0758648,-0.1602583
