,grand_male,grand_female,tuple,average_male,average_female,female-male
78,-0.9233956,-0.8963285,"('nonresilient', 'resilient')",-0.9233956,-0.8963285,0.0270671
79,-0.38114595,-0.34964138,"('wavering', 'unwavering')",-0.381146,-0.3496414,0.0315046
80,-0.22535814,-0.37531352,"('dominated', 'dominating')",-0.2253581,-0.3753135,-0.1499554
81,-0.42467836,-0.268627,"('submissive', 'aggressive')",-0.4246784,-0.268627,0.1560514
82,6.0660605,6.190706,"('poor', 'rich')",6.0660605,6.1907058,0.1246453
83,-0.3795582,-0.3472285,"('powerless', 'powerful')",-0.3795582,-0.3472285,0.0323297
84,0.47342318,0.50902677,"('inferior', 'superior')",0.4734232,0.5090268,0.0356036
85,-0.76123583,-0.8337284,"('insignificant', 'prestigious')",-0.7612358,-0.8337284,-0.0724926
86,0.21499315,0.105397716,"('uninfluential', 'influential')",0.2149931,0.1053977,-0.1095954
87,-0.26723433,-0.32011324,"('unsuccessful', 'successful')",-0.2672343,-0.3201132,-0.0528789
88,-0.15080144,-0.10761948,"('low', 'eminent')",-0.1508014,-0.1076195,0.0431819
