,prairie_male,prairie_female,tuple,average_male,average_female,female-male
58,-0.0884339,-0.085882574,"('undiscriminating', 'discriminating')",-0.0884339,-0.0858826,0.0025513
59,-0.27852604,-0.31921345,"('foolish', 'wise')",-0.278526,-0.3192134,-0.0406874
60,0.5508927,0.7156224,"('inefficient', 'efficient')",0.5508927,0.7156224,0.1647297
61,0.17790094,0.042916946,"('illogical', 'logical')",0.1779009,0.0429169,-0.134984
62,0.4622554,0.5516429,"('incompetent', 'brilliant')",0.4622554,0.5516429,0.0893875
63,0.1492028,0.2002993,"('unperceptive', 'insightful')",0.1492028,0.2002993,0.0510965
64,-5.711357,-5.6901693,"('shy', 'confident')",-5.7113571,-5.6901693,0.0211878
65,0.54362196,0.6913807,"('insecure', 'secure')",0.543622,0.6913807,0.1477587
66,-0.05724936,-0.17155145,"('inactive', 'active')",-0.0572494,-0.1715515,-0.1143021
67,-0.33933914,-0.26135093,"('doubtful', 'determined')",-0.3393391,-0.2613509,0.0779882
68,-0.63988733,-0.6953929,"('dependent', 'independent')",-0.6398873,-0.6953929,-0.0555056
69,-2.1214533,-2.221452,"('lazy', 'industrious')",-2.1214533,-2.221452,-0.0999987
70,1.4910413,1.4829769,"('lethargic', 'energetic')",1.4910413,1.4829769,-0.0080644
71,0.7667695,0.7234411,"('diffident', 'self-confident')",0.7667695,0.7234411,-0.0433284
72,0.64379776,0.7765855,"('unambitious', 'ambitious')",0.6437978,0.7765855,0.1327877
73,-3.0902846,-3.0994813,"('helpless', 'self-reliant')",-3.0902846,-3.0994813,-0.0091967
74,0.06854317,-0.092107765,"('undedicated', 'dedicated')",0.0685432,-0.0921078,-0.160651
75,-1.1078033,-1.0346493,"('meek', 'impulsive')",-1.1078033,-1.0346493,0.073154
76,0.8240842,0.8668332,"('anxious', 'daring')",0.8240842,0.8668332,0.042749
77,-1.4704323,-1.2750286,"('unmotivated', 'motivated')",-1.4704323,-1.2750286,0.1954037
78,-0.66155857,-0.69447607,"('nonresilient', 'resilient')",-0.6615586,-0.6944761,-0.0329175
79,-0.46603233,-0.51709396,"('wavering', 'unwavering')",-0.4660323,-0.517094,-0.0510617
80,-0.10116375,-0.122181565,"('dominated', 'dominating')",-0.1011638,-0.1221816,-0.0210178
81,0.25145537,0.3606696,"('submissive', 'aggressive')",0.2514554,0.3606696,0.1092142
82,6.068714,6.1394825,"('poor', 'rich')",6.0687141,6.1394825,0.0707684
83,-0.29250345,-0.27216312,"('powerless', 'powerful')",-0.2925034,-0.2721631,0.0203403
84,0.46491635,0.45906958,"('inferior', 'superior')",0.4649163,0.4590696,-0.0058467
85,-0.49337518,-0.67676604,"('insignificant', 'prestigious')",-0.4933752,-0.676766,-0.1833908
86,0.26002127,0.19247192,"('uninfluential', 'influential')",0.2600213,0.1924719,-0.0675494
87,-0.5297463,-0.48736885,"('unsuccessful', 'successful')",-0.5297463,-0.4873689,0.0423774
88,0.1959674,0.16602959,"('low', 'eminent')",0.1959674,0.1660296,-0.0299378
