,tournament_male,tournament_female,tuple,average_male,average_female,female-male
36,-1.1326346,-1.1919533,"('hostile', 'amicable')",-1.1326346,-1.1919533,-0.0593187
37,1.2140731,1.2820245,"('fake', 'genuine')",1.2140731,1.2820245,0.0679514
38,0.3617912,0.31355557,"('untruthful', 'truthful')",0.3617912,0.3135556,-0.0482356
39,0.28306046,0.2391924,"('exploitative', 'cooperative')",0.2830605,0.2391924,-0.0438681
40,-1.7174754,-1.7054769,"('stingy', 'generous')",-1.7174754,-1.7054769,0.0119985
41,0.53061455,0.45096412,"('unforgiving', 'forgiving')",0.5306146,0.4509641,-0.0796505
42,-1.6404617,-1.6012319,"('unreliable', 'reliable')",-1.6404617,-1.6012319,0.0392298
43,2.120346,2.0739067,"('irresponsible', 'responsible')",2.1203461,2.0739067,-0.0464394
44,-1.4192392,-1.5807334,"('prejudiced', 'unprejudiced')",-1.4192392,-1.5807334,-0.1614942
45,1.0782332,1.1609846,"('incompetent', 'competent')",1.0782332,1.1609846,0.0827514
46,0.71377647,0.7694011,"('uncompetitive', 'competitive')",0.7137765,0.7694011,0.0556246
47,5.1650605,5.345171,"('stupid', 'smart')",5.1650605,5.345171,0.1801105
48,1.6664599,1.6478134,"('unintelligent', 'intelligent')",1.6664599,1.6478134,-0.0186465
49,0.62260765,0.7514729,"('unable', 'able')",0.6226076,0.7514729,0.1288653
50,0.008565312,0.08801422,"('clumsy', 'skillful')",0.0085653,0.0880142,0.0794489
51,0.927207,0.9146729,"('uneducated', 'educated')",0.927207,0.9146729,-0.0125341
52,-0.41661146,-0.45533937,"('irrational', 'rational')",-0.4166115,-0.4553394,-0.0387279
53,0.743612,0.79963064,"('uncreative', 'creative')",0.743612,0.7996306,0.0560186
54,1.764563,1.930027,"('incapable', 'capable')",1.764563,1.930027,0.165464
55,1.9458555,1.9829559,"('incompetent', 'clever')",1.9458555,1.9829559,0.0371004
56,1.344406,1.2928803,"('impractical', 'practical')",1.344406,1.2928803,-0.0515257
57,-1.8292103,-1.7892774,"('unimaginative', 'imaginative')",-1.8292103,-1.7892774,0.0399329
58,0.29476786,0.25519574,"('undiscriminating', 'discriminating')",0.2947679,0.2551957,-0.0395722
59,-0.6157942,-0.5141731,"('foolish', 'wise')",-0.6157942,-0.5141731,0.1016211
60,1.524196,1.508227,"('inefficient', 'efficient')",1.524196,1.508227,-0.015969
61,1.2073133,1.0536332,"('illogical', 'logical')",1.2073133,1.0536332,-0.1536801
62,2.0250254,2.1441965,"('incompetent', 'brilliant')",2.0250254,2.1441965,0.1191711
63,1.6227975,1.6574546,"('unperceptive', 'insightful')",1.6227975,1.6574546,0.0346571
64,-5.029282,-5.1106973,"('shy', 'confident')",-5.0292821,-5.1106973,-0.0814152
65,1.5569248,1.6032376,"('insecure', 'secure')",1.5569248,1.6032376,0.0463128
66,-0.30961454,-0.36806124,"('inactive', 'active')",-0.3096145,-0.3680612,-0.0584467
67,-0.42307505,-0.5468538,"('doubtful', 'determined')",-0.4230751,-0.5468538,-0.1237787
68,0.16546552,0.14273027,"('dependent', 'independent')",0.1654655,0.1427303,-0.0227352
69,-1.8172138,-1.8607563,"('lazy', 'industrious')",-1.8172138,-1.8607563,-0.0435425
70,1.7318752,1.839785,"('lethargic', 'energetic')",1.7318752,1.839785,0.1079098
71,0.566687,0.62849426,"('diffident', 'self-confident')",0.566687,0.6284943,0.0618073
72,0.8335455,0.8948586,"('unambitious', 'ambitious')",0.8335455,0.8948586,0.0613131
73,-3.5489173,-3.4760377,"('helpless', 'self-reliant')",-3.5489173,-3.4760377,0.0728796
74,0.51814914,0.41060296,"('undedicated', 'dedicated')",0.5181491,0.410603,-0.1075461
75,-1.0926061,-0.9610552,"('meek', 'impulsive')",-1.0926061,-0.9610552,0.1315509
76,1.2701051,1.2291409,"('anxious', 'daring')",1.2701051,1.2291409,-0.0409642
77,-0.31125876,-0.27684572,"('unmotivated', 'motivated')",-0.3112588,-0.2768457,0.0344131
78,-0.030592337,-0.043009438,"('nonresilient', 'resilient')",-0.0305923,-0.0430094,-0.0124171
79,-0.939297,-0.9136043,"('wavering', 'unwavering')",-0.939297,-0.9136043,0.0256927
80,0.39000458,0.3383032,"('dominated', 'dominating')",0.3900046,0.3383032,-0.0517014
81,0.89690113,0.9025268,"('submissive', 'aggressive')",0.8969011,0.9025268,0.0056257
82,6.028387,6.3375688,"('poor', 'rich')",6.0283871,6.3375688,0.3091817
83,-0.02353565,-0.13179792,"('powerless', 'powerful')",-0.0235357,-0.1317979,-0.1082622
84,0.21152312,0.20595972,"('inferior', 'superior')",0.2115231,0.2059597,-0.0055634
85,-1.7160811,-1.7083745,"('insignificant', 'prestigious')",-1.7160811,-1.7083745,0.0077066
86,1.0585853,1.0131423,"('uninfluential', 'influential')",1.0585853,1.0131423,-0.045443
87,0.7506822,0.8799125,"('unsuccessful', 'successful')",0.7506822,0.8799125,0.1292303
88,0.36588007,0.40403387,"('low', 'eminent')",0.3658801,0.4040339,0.0381538
