,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
21,-0.36860815,-0.3975727,"('immoral', 'moral')",-0.3686081,-0.3975727,-0.0289646
22,-1.0121406,-1.0653583,"('untrustworthy', 'trustworthy')",-1.0121406,-1.0653583,-0.0532177
23,7.3025436,7.2695312,"('insincere', 'sincere')",7.3025436,7.2695312,-0.0330124
24,1.7860343,1.6493887,"('dishonest', 'honest')",1.7860343,1.6493887,-0.1366456
25,1.1941276,1.1265736,"('egoistic', 'altruistic')",1.1941276,1.1265736,-0.067554
26,1.2289541,1.1732484,"('hardhearted', 'benevolent')",1.2289541,1.1732484,-0.0557057
27,1.8235402,1.7185113,"('hardhearted', 'softhearted')",1.8235402,1.7185113,-0.1050289
28,1.8556709,1.7537457,"('disloyal', 'loyal')",1.8556709,1.7537457,-0.1019252
29,-0.68682647,-0.724982,"('unfair', 'fair')",-0.6868265,-0.724982,-0.0381555
30,1.414384,1.3386215,"('intolerant', 'tolerant')",1.414384,1.3386215,-0.0757625
31,-1.0958111,-1.0133543,"('evil', 'good')",-1.0958111,-1.0133543,0.0824568
32,1.487014,1.3999488,"('unkind', 'kind')",1.4870141,1.3999488,-0.0870653
33,0.3701345,0.2849905,"('wrong', 'right')",0.3701345,0.2849905,-0.085144
34,5.5480094,5.5858097,"('mean', 'honorable')",5.5480094,5.5858097,0.0378003
35,-0.29457328,-0.35434592,"('corrupt', 'incorrupt')",-0.2945733,-0.3543459,-0.0597726
36,0.17381383,0.14721604,"('hostile', 'amicable')",0.1738138,0.147216,-0.0265978
37,0.91762567,0.9047422,"('fake', 'genuine')",0.9176257,0.9047422,-0.0128835
38,0.6202415,0.5708205,"('untruthful', 'truthful')",0.6202415,0.5708205,-0.049421
39,0.1298121,0.11329559,"('exploitative', 'cooperative')",0.1298121,0.1132956,-0.0165165
40,-1.8172449,-1.8918233,"('stingy', 'generous')",-1.8172449,-1.8918233,-0.0745784
41,0.4799568,0.36054718,"('unforgiving', 'forgiving')",0.4799568,0.3605472,-0.1194096
42,-3.2075858,-3.2018056,"('unreliable', 'reliable')",-3.2075858,-3.2018056,0.0057802
43,1.28166,1.2045242,"('irresponsible', 'responsible')",1.28166,1.2045242,-0.0771358
44,-2.191557,-2.1263404,"('prejudiced', 'unprejudiced')",-2.1915569,-2.1263404,0.0652165
45,-0.18916503,-0.20349357,"('incompetent', 'competent')",-0.189165,-0.2034936,-0.0143286
46,-1.4410508,-1.4992331,"('uncompetitive', 'competitive')",-1.4410508,-1.4992331,-0.0581823
47,6.198971,6.2017584,"('stupid', 'smart')",6.1989708,6.2017584,0.0027876
48,0.39100346,0.33027786,"('unintelligent', 'intelligent')",0.3910035,0.3302779,-0.0607256
49,-0.012685595,0.04062356,"('unable', 'able')",-0.0126856,0.0406236,0.0533092
50,-0.30790567,-0.3247449,"('clumsy', 'skillful')",-0.3079057,-0.3247449,-0.0168392
51,-0.16471899,-0.1381908,"('uneducated', 'educated')",-0.164719,-0.1381908,0.0265282
52,0.06942858,0.01762214,"('irrational', 'rational')",0.0694286,0.0176221,-0.0518065
53,0.38259336,0.37846506,"('uncreative', 'creative')",0.3825934,0.3784651,-0.0041283
54,1.3006834,1.3690518,"('incapable', 'capable')",1.3006834,1.3690518,0.0683684
55,0.15617308,0.16038154,"('incompetent', 'clever')",0.1561731,0.1603815,0.0042084
56,0.70100266,0.6984923,"('impractical', 'practical')",0.7010027,0.6984923,-0.0025104
57,-3.4524448,-3.3908947,"('unimaginative', 'imaginative')",-3.4524448,-3.3908947,0.0615501
58,0.39361328,0.39508584,"('undiscriminating', 'discriminating')",0.3936133,0.3950858,0.0014725
59,0.4673127,0.4670348,"('foolish', 'wise')",0.4673127,0.4670348,-0.0002779
60,0.5842086,0.5440438,"('inefficient', 'efficient')",0.5842086,0.5440438,-0.0401648
61,0.6652997,0.52245235,"('illogical', 'logical')",0.6652997,0.5224524,-0.1428473
62,0.29253176,0.31240264,"('incompetent', 'brilliant')",0.2925318,0.3124026,0.0198708
63,0.41520244,0.37607062,"('unperceptive', 'insightful')",0.4152024,0.3760706,-0.0391318
64,-7.3460073,-7.3386087,"('shy', 'confident')",-7.3460073,-7.3386087,0.0073986
65,-0.54389924,-0.5539133,"('insecure', 'secure')",-0.5438992,-0.5539133,-0.0100141
66,0.119598106,0.11239417,"('inactive', 'active')",0.1195981,0.1123942,-0.0072039
67,0.061467126,0.08620157,"('doubtful', 'determined')",0.0614671,0.0862016,0.0247345
68,-0.65963566,-0.6477745,"('dependent', 'independent')",-0.6596357,-0.6477745,0.0118612
69,-1.2235285,-1.2587306,"('lazy', 'industrious')",-1.2235285,-1.2587306,-0.0352021
70,0.25835726,0.26747817,"('lethargic', 'energetic')",0.2583573,0.2674782,0.0091209
71,0.8746971,0.88675445,"('diffident', 'self-confident')",0.8746971,0.8867545,0.0120574
72,0.48738456,0.4888652,"('unambitious', 'ambitious')",0.4873846,0.4888652,0.0014806
73,-3.6713686,-3.5968747,"('helpless', 'self-reliant')",-3.6713686,-3.5968747,0.0744939
74,0.022318143,-0.008301923,"('undedicated', 'dedicated')",0.0223181,-0.0083019,-0.03062
75,-1.2987158,-1.1401292,"('meek', 'impulsive')",-1.2987158,-1.1401292,0.1585866
76,0.17128181,0.18101998,"('anxious', 'daring')",0.1712818,0.18102,0.0097382
77,-1.0850711,-1.0656136,"('unmotivated', 'motivated')",-1.0850711,-1.0656136,0.0194575
78,-0.24389625,-0.32283556,"('nonresilient', 'resilient')",-0.2438962,-0.3228356,-0.0789394
79,0.5091852,0.5222493,"('wavering', 'unwavering')",0.5091852,0.5222493,0.0130641
80,-0.89352435,-0.92676145,"('dominated', 'dominating')",-0.8935243,-0.9267614,-0.0332371
81,-0.80874336,-0.7510674,"('submissive', 'aggressive')",-0.8087434,-0.7510674,0.057676
82,6.1360636,6.2874618,"('poor', 'rich')",6.1360636,6.2874618,0.1513982
83,-0.06499423,-0.08983303,"('powerless', 'powerful')",-0.0649942,-0.089833,-0.0248388
84,0.39420646,0.4382788,"('inferior', 'superior')",0.3942065,0.4382788,0.0440723
85,0.79297733,0.74777126,"('insignificant', 'prestigious')",0.7929773,0.7477713,-0.045206
86,0.41975564,0.3388548,"('uninfluential', 'influential')",0.4197556,0.3388548,-0.0809008
87,-0.32931367,-0.22559308,"('unsuccessful', 'successful')",-0.3293137,-0.2255931,0.1037206
88,0.42776728,0.4580912,"('low', 'eminent')",0.4277673,0.4580912,0.0303239
