,formation_male,formation_female,tuple,average_male,average_female,female-male
78,-0.7457616,-0.82862955,"('nonresilient', 'resilient')",-0.7457616,-0.8286296,-0.082868
79,-0.80446434,-0.66589177,"('wavering', 'unwavering')",-0.8044643,-0.6658918,0.1385725
80,0.30875504,0.016241364,"('dominated', 'dominating')",0.308755,0.0162414,-0.2925136
81,0.5418953,0.34438366,"('submissive', 'aggressive')",0.5418953,0.3443837,-0.1975116
82,6.3058195,6.3038435,"('poor', 'rich')",6.3058195,6.3038435,-0.001976
83,-0.29769373,-0.25077435,"('powerless', 'powerful')",-0.2976937,-0.2507744,0.0469193
84,-0.020938806,0.12158881,"('inferior', 'superior')",-0.0209388,0.1215888,0.1425276
85,-1.423064,-1.2356806,"('insignificant', 'prestigious')",-1.423064,-1.2356806,0.1873834
86,0.79661465,0.51818204,"('uninfluential', 'influential')",0.7966146,0.518182,-0.2784326
87,0.00783306,-0.08259401,"('unsuccessful', 'successful')",0.0078331,-0.082594,-0.0904271
88,0.28464413,0.106413625,"('low', 'eminent')",0.2846441,0.1064136,-0.1782305
