,plunger_male,plunger_female,tuple,average_male,average_female,female-male
42,-0.8186654,-0.7783682,"('unreliable', 'reliable')",-0.8186654,-0.7783682,0.0402972
43,0.7009347,0.5775359,"('irresponsible', 'responsible')",0.7009347,0.5775359,-0.1233988
44,-0.7940334,-0.65353674,"('prejudiced', 'unprejudiced')",-0.7940334,-0.6535367,0.1404967
45,0.61028403,0.4579291,"('incompetent', 'competent')",0.610284,0.4579291,-0.1523549
46,-0.0033535287,-0.0967102,"('uncompetitive', 'competitive')",-0.0033535,-0.0967102,-0.0933567
47,1.6377519,1.6066713,"('stupid', 'smart')",1.6377519,1.6066713,-0.0310806
48,-0.0045601614,-0.0045392886,"('unintelligent', 'intelligent')",-0.0045602,-0.0045393,2.09e-05
49,-0.7803477,-0.5669036,"('unable', 'able')",-0.7803477,-0.5669036,0.2134441
50,-0.2271466,-0.34792048,"('clumsy', 'skillful')",-0.2271466,-0.3479205,-0.1207739
51,-0.0876714,-0.16739258,"('uneducated', 'educated')",-0.0876714,-0.1673926,-0.0797212
52,-1.2445265,-1.3151674,"('irrational', 'rational')",-1.2445265,-1.3151674,-0.0706409
53,-1.3433611,-1.427805,"('uncreative', 'creative')",-1.3433611,-1.4278049,-0.0844438
54,-0.37213847,-0.42865282,"('incapable', 'capable')",-0.3721385,-0.4286528,-0.0565143
55,1.0918374,1.0779468,"('incompetent', 'clever')",1.0918374,1.0779468,-0.0138906
56,1.4154114,1.2792305,"('impractical', 'practical')",1.4154114,1.2792305,-0.1361809
57,-1.195667,-1.3501365,"('unimaginative', 'imaginative')",-1.195667,-1.3501365,-0.1544695
58,0.6902329,0.53987396,"('undiscriminating', 'discriminating')",0.6902329,0.539874,-0.1503589
59,-0.196958,-0.23835255,"('foolish', 'wise')",-0.196958,-0.2383526,-0.0413946
60,1.3754034,1.4032354,"('inefficient', 'efficient')",1.3754034,1.4032354,0.027832
61,0.10686217,-0.06834914,"('illogical', 'logical')",0.1068622,-0.0683491,-0.1752113
62,1.3188195,1.3349148,"('incompetent', 'brilliant')",1.3188195,1.3349148,0.0160953
63,0.14730762,0.2217957,"('unperceptive', 'insightful')",0.1473076,0.2217957,0.0744881
64,-1.9456891,-1.9543065,"('shy', 'confident')",-1.9456891,-1.9543065,-0.0086174
65,0.2841246,0.20798124,"('insecure', 'secure')",0.2841246,0.2079812,-0.0761434
66,-0.95365936,-1.0980787,"('inactive', 'active')",-0.9536594,-1.0980787,-0.1444193
67,0.87095886,0.8667892,"('doubtful', 'determined')",0.8709589,0.8667892,-0.0041697
68,-0.940007,-0.87780553,"('dependent', 'independent')",-0.940007,-0.8778055,0.0622015
69,-0.8494626,-0.82061875,"('lazy', 'industrious')",-0.8494626,-0.8206187,0.0288439
70,0.38369483,0.29236072,"('lethargic', 'energetic')",0.3836948,0.2923607,-0.0913341
71,-0.314928,-0.21856937,"('diffident', 'self-confident')",-0.314928,-0.2185694,0.0963586
72,0.28517216,0.16480935,"('unambitious', 'ambitious')",0.2851722,0.1648093,-0.1203629
73,-1.1847963,-1.1346312,"('helpless', 'self-reliant')",-1.1847963,-1.1346312,0.0501651
74,0.25077412,0.1228966,"('undedicated', 'dedicated')",0.2507741,0.1228966,-0.1278775
75,-0.5776695,-0.5315199,"('meek', 'impulsive')",-0.5776695,-0.5315199,0.0461496
76,0.16103055,0.18622181,"('anxious', 'daring')",0.1610305,0.1862218,0.0251913
77,-0.1928436,-0.14258797,"('unmotivated', 'motivated')",-0.1928436,-0.142588,0.0502556
78,-0.53232926,-0.5489978,"('nonresilient', 'resilient')",-0.5323293,-0.5489978,-0.0166685
79,-1.4294517,-1.4329667,"('wavering', 'unwavering')",-1.4294517,-1.4329667,-0.003515
80,0.7611832,0.68139404,"('dominated', 'dominating')",0.7611832,0.681394,-0.0797892
81,0.37829524,0.41570413,"('submissive', 'aggressive')",0.3782952,0.4157041,0.0374089
82,1.67182,1.5991604,"('poor', 'rich')",1.67182,1.5991604,-0.0726596
83,0.081164405,-0.027168479,"('powerless', 'powerful')",0.0811644,-0.0271685,-0.1083329
84,0.073775895,-0.022901496,"('inferior', 'superior')",0.0737759,-0.0229015,-0.0966774
85,-0.82279754,-0.75243884,"('insignificant', 'prestigious')",-0.8227975,-0.7524388,0.0703587
86,-0.22254658,-0.46198493,"('uninfluential', 'influential')",-0.2225466,-0.4619849,-0.2394383
87,0.14887595,0.099910975,"('unsuccessful', 'successful')",0.148876,0.099911,-0.048965
88,-0.16536425,-0.2522751,"('low', 'eminent')",-0.1653643,-0.2522751,-0.0869108
