,facsimile_male,facsimile_female,tuple,average_male,average_female,female-male
35,2.4237778,2.3446352,"('corrupt', 'incorrupt')",2.4237778,2.3446352,-0.0791426
36,2.5499485,2.2055562,"('hostile', 'amicable')",2.5499485,2.2055562,-0.3443923
37,-1.361048,-1.3231744,"('fake', 'genuine')",-1.361048,-1.3231744,0.0378736
38,-0.75622,-0.8349529,"('untruthful', 'truthful')",-0.75622,-0.8349529,-0.0787329
39,-0.28776738,-0.11568192,"('exploitative', 'cooperative')",-0.2877674,-0.1156819,0.1720855
40,0.8288766,0.6732707,"('stingy', 'generous')",0.8288766,0.6732707,-0.1556059
41,-0.48315963,-0.62959266,"('unforgiving', 'forgiving')",-0.4831596,-0.6295927,-0.1464331
42,0.19558924,0.2865243,"('unreliable', 'reliable')",0.1955892,0.2865243,0.0909351
43,-2.8897927,-2.7663722,"('irresponsible', 'responsible')",-2.8897927,-2.7663722,0.1234205
44,0.7493121,1.0128721,"('prejudiced', 'unprejudiced')",0.7493121,1.0128721,0.26356
45,-0.8195809,-0.8330907,"('incompetent', 'competent')",-0.8195809,-0.8330907,-0.0135098
46,-1.3928652,-1.4485998,"('uncompetitive', 'competitive')",-1.3928652,-1.4485998,-0.0557346
47,0.77827704,0.9251381,"('stupid', 'smart')",0.778277,0.9251381,0.1468611
48,-1.7854686,-1.9583054,"('unintelligent', 'intelligent')",-1.7854686,-1.9583054,-0.1728368
49,-0.4504993,-0.34111765,"('unable', 'able')",-0.4504993,-0.3411177,0.1093816
50,0.5611989,0.53752893,"('clumsy', 'skillful')",0.5611989,0.5375289,-0.02367
51,-0.6372771,-0.71394193,"('uneducated', 'educated')",-0.6372771,-0.7139419,-0.0766648
52,-0.41958982,-0.5148085,"('irrational', 'rational')",-0.4195898,-0.5148085,-0.0952187
53,0.31142494,0.10247354,"('uncreative', 'creative')",0.3114249,0.1024735,-0.2089514
54,-0.08943747,-0.08303132,"('incapable', 'capable')",-0.0894375,-0.0830313,0.0064062
55,-1.8481766,-1.7771019,"('incompetent', 'clever')",-1.8481766,-1.7771019,0.0710747
56,-1.334991,-1.2357996,"('impractical', 'practical')",-1.334991,-1.2357996,0.0991914
57,-1.1298864,-1.3199592,"('unimaginative', 'imaginative')",-1.1298864,-1.3199592,-0.1900728
58,-0.4355027,-0.5121004,"('undiscriminating', 'discriminating')",-0.4355027,-0.5121004,-0.0765977
59,0.1638668,0.1597285,"('foolish', 'wise')",0.1638668,0.1597285,-0.0041383
60,-2.536171,-2.2644973,"('inefficient', 'efficient')",-2.536171,-2.2644973,0.2716737
61,-0.25159281,-0.35874665,"('illogical', 'logical')",-0.2515928,-0.3587466,-0.1071538
62,-1.9816046,-1.8079125,"('incompetent', 'brilliant')",-1.9816046,-1.8079125,0.1736921
63,-0.781001,-0.774295,"('unperceptive', 'insightful')",-0.781001,-0.774295,0.006706
64,-1.479179,-1.320779,"('shy', 'confident')",-1.479179,-1.320779,0.1584
65,-0.7450813,-0.7118417,"('insecure', 'secure')",-0.7450813,-0.7118417,0.0332396
66,0.4044342,0.26149306,"('inactive', 'active')",0.4044342,0.2614931,-0.1429411
67,0.20164192,0.33273512,"('doubtful', 'determined')",0.2016419,0.3327351,0.1310932
68,-0.49061054,-0.3534479,"('dependent', 'independent')",-0.4906105,-0.3534479,0.1371626
69,2.0582259,2.1839674,"('lazy', 'industrious')",2.0582259,2.1839674,0.1257415
70,-0.18639228,-0.23870645,"('lethargic', 'energetic')",-0.1863923,-0.2387065,-0.0523142
71,0.01034135,0.055129774,"('diffident', 'self-confident')",0.0103413,0.0551298,0.0447885
72,-1.431151,-1.3663615,"('unambitious', 'ambitious')",-1.431151,-1.3663615,0.0647895
73,-0.7680124,-0.5512724,"('helpless', 'self-reliant')",-0.7680124,-0.5512724,0.21674
74,-1.6634363,-1.5992746,"('undedicated', 'dedicated')",-1.6634363,-1.5992746,0.0641617
75,1.1887398,1.184103,"('meek', 'impulsive')",1.1887398,1.184103,-0.0046368
76,-0.5939773,-0.4409335,"('anxious', 'daring')",-0.5939773,-0.4409335,0.1530438
77,-0.4853917,-0.50495183,"('unmotivated', 'motivated')",-0.4853917,-0.5049518,-0.0195601
78,-0.041005738,-0.122665934,"('nonresilient', 'resilient')",-0.0410057,-0.1226659,-0.0816602
79,0.7641748,0.5997021,"('wavering', 'unwavering')",0.7641748,0.5997021,-0.1644727
80,-0.07816237,0.08358019,"('dominated', 'dominating')",-0.0781624,0.0835802,0.1617426
81,-1.3856449,-1.2725456,"('submissive', 'aggressive')",-1.3856449,-1.2725456,0.1130993
82,0.5525269,0.5354461,"('poor', 'rich')",0.5525269,0.5354461,-0.0170808
83,-0.45063418,-0.43879092,"('powerless', 'powerful')",-0.4506342,-0.4387909,0.0118433
84,0.1362019,0.08230225,"('inferior', 'superior')",0.1362019,0.0823022,-0.0538997
85,0.69112045,0.50493246,"('insignificant', 'prestigious')",0.6911204,0.5049325,-0.1861879
86,-1.6774368,-1.9277673,"('uninfluential', 'influential')",-1.6774368,-1.9277673,-0.2503305
87,-0.6845561,-0.42182302,"('unsuccessful', 'successful')",-0.6845561,-0.421823,0.2627331
88,-0.36092964,-0.34082016,"('low', 'eminent')",-0.3609296,-0.3408202,0.0201094
