,veil_male,veil_female,tuple,average_male,average_female,female-male
79,0.07310411,-0.037747003,"('wavering', 'unwavering')",0.0731041,-0.037747,-0.1108511
80,0.4476575,0.3599247,"('dominated', 'dominating')",0.4476575,0.3599247,-0.0877328
81,0.5950265,0.5141201,"('submissive', 'aggressive')",0.5950265,0.5141201,-0.0809064
82,6.124759,6.5190187,"('poor', 'rich')",6.1247592,6.5190187,0.3942595
83,-0.5783761,-0.5458926,"('powerless', 'powerful')",-0.5783761,-0.5458926,0.0324835
84,-0.07351511,-0.011875596,"('inferior', 'superior')",-0.0735151,-0.0118756,0.0616395
85,-1.5519108,-1.491337,"('insignificant', 'prestigious')",-1.5519108,-1.4913369,0.0605739
86,0.6434447,0.6988806,"('uninfluential', 'influential')",0.6434447,0.6988806,0.0554359
87,0.11406856,0.38667727,"('unsuccessful', 'successful')",0.1140686,0.3866773,0.2726087
88,-0.006454123,0.12369175,"('low', 'eminent')",-0.0064541,0.1236918,0.1301459
