,premier_male,premier_female,tuple,average_male,average_female,female-male
47,4.9345536,5.216738,"('stupid', 'smart')",4.9345536,5.2167382,0.2821846
48,0.23892674,0.26803726,"('unintelligent', 'intelligent')",0.2389267,0.2680373,0.0291106
49,-0.08875745,0.09104334,"('unable', 'able')",-0.0887574,0.0910433,0.1798007
50,-0.2837823,-0.23203865,"('clumsy', 'skillful')",-0.2837823,-0.2320386,0.0517437
51,0.71812916,0.68704724,"('uneducated', 'educated')",0.7181292,0.6870472,-0.031082
52,-0.13599372,-0.18483268,"('irrational', 'rational')",-0.1359937,-0.1848327,-0.048839
53,0.05088056,0.037161484,"('uncreative', 'creative')",0.0508806,0.0371615,-0.0137191
54,0.9673526,1.1943521,"('incapable', 'capable')",0.9673526,1.1943521,0.2269995
55,0.6730497,0.6705322,"('incompetent', 'clever')",0.6730497,0.6705322,-0.0025175
56,0.17469186,0.23107147,"('impractical', 'practical')",0.1746919,0.2310715,0.0563796
57,-2.4903934,-2.656268,"('unimaginative', 'imaginative')",-2.4903934,-2.6562679,-0.1658745
58,0.45733172,0.4539219,"('undiscriminating', 'discriminating')",0.4573317,0.4539219,-0.0034098
59,0.26974458,0.39480433,"('foolish', 'wise')",0.2697446,0.3948043,0.1250597
60,0.2650343,0.4166716,"('inefficient', 'efficient')",0.2650343,0.4166716,0.1516373
61,0.4886424,0.34625718,"('illogical', 'logical')",0.4886424,0.3462572,-0.1423852
62,0.7482414,0.8430766,"('incompetent', 'brilliant')",0.7482414,0.8430766,0.0948352
63,0.36740285,0.5401458,"('unperceptive', 'insightful')",0.3674029,0.5401458,0.1727429
64,-6.4683537,-6.413307,"('shy', 'confident')",-6.4683537,-6.4133072,0.0550465
65,-0.31446227,-0.25528404,"('insecure', 'secure')",-0.3144623,-0.255284,0.0591783
66,-0.040519945,-0.07961329,"('inactive', 'active')",-0.0405199,-0.0796133,-0.0390934
67,-0.4743751,-0.3904066,"('doubtful', 'determined')",-0.4743751,-0.3904066,0.0839685
68,-0.7495816,-0.55757225,"('dependent', 'independent')",-0.7495816,-0.5575722,0.1920094
69,-1.6117125,-1.5340456,"('lazy', 'industrious')",-1.6117125,-1.5340456,0.0776669
70,1.2446337,1.1855869,"('lethargic', 'energetic')",1.2446337,1.1855869,-0.0590468
71,0.31668246,0.44202936,"('diffident', 'self-confident')",0.3166825,0.4420294,0.1253469
72,1.0641166,1.1595803,"('unambitious', 'ambitious')",1.0641166,1.1595803,0.0954637
73,-2.563234,-2.4582958,"('helpless', 'self-reliant')",-2.5632341,-2.4582958,0.1049383
74,0.2050673,0.084200695,"('undedicated', 'dedicated')",0.2050673,0.0842007,-0.1208666
75,-1.1632866,-1.0695778,"('meek', 'impulsive')",-1.1632866,-1.0695778,0.0937088
76,0.4070052,0.32818058,"('anxious', 'daring')",0.4070052,0.3281806,-0.0788246
77,-1.3189647,-1.1203418,"('unmotivated', 'motivated')",-1.3189647,-1.1203418,0.1986229
78,-1.0342218,-0.99645346,"('nonresilient', 'resilient')",-1.0342218,-0.9964535,0.0377683
79,-0.23983555,-0.087866366,"('wavering', 'unwavering')",-0.2398355,-0.0878664,0.1519691
80,0.18400002,-0.06235603,"('dominated', 'dominating')",0.184,-0.062356,-0.246356
81,-0.4487213,-0.4809231,"('submissive', 'aggressive')",-0.4487213,-0.4809231,-0.0322018
82,5.76744,5.9714937,"('poor', 'rich')",5.7674398,5.9714937,0.2040539
83,-0.086484626,-0.040674463,"('powerless', 'powerful')",-0.0864846,-0.0406745,0.0458101
84,0.50795394,0.59605896,"('inferior', 'superior')",0.5079539,0.596059,0.0881051
85,-0.3155932,-0.23879144,"('insignificant', 'prestigious')",-0.3155932,-0.2387914,0.0768018
86,0.8340596,0.7878929,"('uninfluential', 'influential')",0.8340596,0.7878929,-0.0461667
87,0.5958283,0.654427,"('unsuccessful', 'successful')",0.5958283,0.654427,0.0585987
88,0.33192194,0.3011475,"('low', 'eminent')",0.3319219,0.3011475,-0.0307744
