,assignment_male,assignment_female,tuple,average_male,average_female,female-male
37,0.41296968,0.4104966,"('fake', 'genuine')",0.4129697,0.4104966,-0.0024731
38,-0.20187873,-0.087925166,"('untruthful', 'truthful')",-0.2018787,-0.0879252,0.1139535
39,-0.24325515,-0.33195716,"('exploitative', 'cooperative')",-0.2432552,-0.3319572,-0.088702
40,-1.8783759,-2.1099243,"('stingy', 'generous')",-1.8783759,-2.1099243,-0.2315484
41,-0.163649,-0.10246065,"('unforgiving', 'forgiving')",-0.163649,-0.1024607,0.0611883
42,-2.232594,-2.2724454,"('unreliable', 'reliable')",-2.232594,-2.2724454,-0.0398514
43,1.6759126,1.6878779,"('irresponsible', 'responsible')",1.6759126,1.6878779,0.0119653
44,-1.6037599,-1.5825945,"('prejudiced', 'unprejudiced')",-1.6037599,-1.5825945,0.0211654
45,0.4840198,0.5230439,"('incompetent', 'competent')",0.4840198,0.5230439,0.0390241
46,0.11056037,0.07187067,"('uncompetitive', 'competitive')",0.1105604,0.0718707,-0.0386897
47,5.3249655,5.3931484,"('stupid', 'smart')",5.3249655,5.3931484,0.0681829
48,1.1408052,0.89745605,"('unintelligent', 'intelligent')",1.1408052,0.897456,-0.2433492
49,0.37467518,0.433018,"('unable', 'able')",0.3746752,0.433018,0.0583428
50,-0.11505455,-0.14652745,"('clumsy', 'skillful')",-0.1150545,-0.1465275,-0.031473
51,0.50346977,0.4273478,"('uneducated', 'educated')",0.5034698,0.4273478,-0.076122
52,-1.123943,-1.1610533,"('irrational', 'rational')",-1.123943,-1.1610533,-0.0371103
53,0.4267668,0.480551,"('uncreative', 'creative')",0.4267668,0.480551,0.0537842
54,0.7633911,0.8734648,"('incapable', 'capable')",0.7633911,0.8734648,0.1100737
55,1.1580192,1.0402373,"('incompetent', 'clever')",1.1580192,1.0402373,-0.1177819
56,1.5051358,1.5347883,"('impractical', 'practical')",1.5051358,1.5347883,0.0296525
57,-2.197559,-2.0831184,"('unimaginative', 'imaginative')",-2.1975591,-2.0831184,0.1144407
58,-0.0015438087,0.033868134,"('undiscriminating', 'discriminating')",-0.0015438,0.0338681,0.0354119
59,-0.6865851,-0.6275116,"('foolish', 'wise')",-0.6865851,-0.6275116,0.0590735
60,1.6457622,1.6287365,"('inefficient', 'efficient')",1.6457622,1.6287365,-0.0170257
61,0.42906603,0.15986007,"('illogical', 'logical')",0.429066,0.1598601,-0.2692059
62,1.6724424,1.6212372,"('incompetent', 'brilliant')",1.6724424,1.6212372,-0.0512052
63,1.0214078,0.989433,"('unperceptive', 'insightful')",1.0214078,0.989433,-0.0319748
64,-5.838661,-5.719184,"('shy', 'confident')",-5.8386612,-5.7191839,0.1194773
65,0.79348093,0.6440564,"('insecure', 'secure')",0.7934809,0.6440564,-0.1494245
66,-0.6281653,-0.6305112,"('inactive', 'active')",-0.6281653,-0.6305112,-0.0023459
67,-0.5529589,-0.39108112,"('doubtful', 'determined')",-0.5529589,-0.3910811,0.1618778
68,-0.15936178,-0.2676291,"('dependent', 'independent')",-0.1593618,-0.2676291,-0.1082673
69,-1.8724532,-1.7975414,"('lazy', 'industrious')",-1.8724532,-1.7975414,0.0749118
70,1.7024932,1.6316829,"('lethargic', 'energetic')",1.7024932,1.6316829,-0.0708103
71,0.10217913,0.109519795,"('diffident', 'self-confident')",0.1021791,0.1095198,0.0073407
72,1.3661108,1.4605998,"('unambitious', 'ambitious')",1.3661108,1.4605998,0.094489
73,-3.301863,-3.289165,"('helpless', 'self-reliant')",-3.301863,-3.289165,0.012698
74,-0.23204714,-0.19483574,"('undedicated', 'dedicated')",-0.2320471,-0.1948357,0.0372114
75,-0.88412344,-0.60766166,"('meek', 'impulsive')",-0.8841234,-0.6076617,0.2764617
76,0.49362758,0.34886527,"('anxious', 'daring')",0.4936276,0.3488653,-0.1447623
77,-0.4067451,-0.35524124,"('unmotivated', 'motivated')",-0.4067451,-0.3552412,0.0515039
78,-0.28235993,-0.40095422,"('nonresilient', 'resilient')",-0.2823599,-0.4009542,-0.1185943
79,-0.9924963,-0.93301046,"('wavering', 'unwavering')",-0.9924963,-0.9330105,0.0594858
80,-0.10631224,-0.15684521,"('dominated', 'dominating')",-0.1063122,-0.1568452,-0.050533
81,0.6311743,0.6215337,"('submissive', 'aggressive')",0.6311743,0.6215337,-0.0096406
82,7.136873,7.2059593,"('poor', 'rich')",7.1368728,7.2059593,0.0690865
83,-0.4198151,-0.38835552,"('powerless', 'powerful')",-0.4198151,-0.3883555,0.0314596
84,-0.15325306,-0.17499125,"('inferior', 'superior')",-0.1532531,-0.1749913,-0.0217382
85,-1.9400034,-2.0105245,"('insignificant', 'prestigious')",-1.9400034,-2.0105245,-0.0705211
86,0.8592864,0.9203467,"('uninfluential', 'influential')",0.8592864,0.9203467,0.0610603
87,-0.2724387,-0.19478902,"('unsuccessful', 'successful')",-0.2724387,-0.194789,0.0776497
88,0.22268647,0.2688982,"('low', 'eminent')",0.2226865,0.2688982,0.0462117
