,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
53,0.7764932,0.7645194,"('uncreative', 'creative')",0.61829495,0.62616116,0.6973941,0.6953403,0.0020538
73,0.77288103,0.7375501,"('helpless', 'self-reliant')",-3.3378499,-3.4415998,-1.2824844,-1.3520249,0.0695405
54,0.7619498,0.7265302,"('incapable', 'capable')",0.77699655,0.77079153,0.7694732,0.7486609,0.0208123
3,-0.72695136,-0.40969574,"('repellent', 'pleasant')",0.83319545,0.96841156,0.053122,0.2793579,-0.2262359
22,-0.71954304,-0.374422,"('untrustworthy', 'trustworthy')",-1.2185123,-1.0475848,-0.9690276,-0.7110034,-0.2580242
12,0.71309125,0.85115266,"('unsupportive', 'supportive')",-1.7997415,-1.7857966,-0.5433251,-0.467322,-0.0760031
86,0.6919086,0.84146404,"('uninfluential', 'influential')",-0.2264982,-0.13421442,0.2327052,0.3536248,-0.1209196
84,0.69050896,0.6194556,"('inferior', 'superior')",1.1345885,1.1085358,0.9125487,0.8639957,0.048553
82,-0.6845717,-0.87461245,"('poor', 'rich')",6.342187,6.230458,2.8288076,2.6779227,0.1508849
51,-0.6294036,-0.60155094,"('uneducated', 'educated')",0.7437369,0.646858,0.0571667,0.0226535,0.0345132
42,-0.6175393,-0.45610538,"('unreliable', 'reliable')",-3.4735343,-3.458177,-2.0455368,-1.9571413,-0.0883955
37,0.59233993,0.59204626,"('fake', 'genuine')",0.22546962,0.28735074,0.4089048,0.4396985,-0.0307937
55,-0.5511349,-0.38322613,"('incompetent', 'clever')",0.13361482,0.2618732,-0.20876,-0.0606765,-0.1480835
46,-0.53764045,-0.42148665,"('uncompetitive', 'competitive')",-0.85541064,-0.8518396,-0.6965256,-0.6366631,-0.0598625
14,-0.5301559,-0.41442436,"('antisocial', 'social')",-0.45187688,-0.31048337,-0.4910164,-0.3624539,-0.1285625
27,0.52612257,0.64908993,"('hardhearted', 'softhearted')",1.16255,1.3879638,0.8443363,1.0185268,-0.1741905
48,0.5088319,0.6636207,"('unintelligent', 'intelligent')",0.8810282,1.0127627,0.6949301,0.8381917,-0.1432616
16,-0.5052828,-0.6212528,"('unpopular', 'popular')",0.47663406,0.3925047,-0.0143244,-0.114374,0.1000496
19,0.46555635,0.4543001,"('inhospitable', 'hospitable')",-0.3081583,-0.31631315,0.078699,0.0689935,0.0097055
63,0.4529545,0.498377,"('unperceptive', 'insightful')",0.5432443,0.5574934,0.4980994,0.5279352,-0.0298358
72,0.45176464,0.60616666,"('unambitious', 'ambitious')",-0.8620041,-0.76775384,-0.2051197,-0.0807936,-0.1243261
32,0.43145525,0.6203815,"('unkind', 'kind')",0.8222355,1.0036858,0.6268454,0.8120337,-0.1851883
21,-0.39106992,-0.20505,"('immoral', 'moral')",-0.5900351,-0.4536401,-0.4905525,-0.329345,-0.1612075
28,-0.37761074,-0.18085465,"('disloyal', 'loyal')",1.1807876,1.1160562,0.4015884,0.4676008,-0.0660124
34,0.37297106,0.13504261,"('mean', 'honorable')",5.777851,5.645099,3.0754111,2.8900709,0.1853402
47,-0.36434713,-0.29851428,"('stupid', 'smart')",5.337308,5.1998224,2.4864805,2.450654,0.0358265
7,-0.35879952,-0.19835018,"('insensitive', 'sensitive')",0.4186142,0.42564297,0.0299073,0.1136464,-0.0837391
67,-0.35820496,-0.45389053,"('doubtful', 'determined')",-0.70344406,-0.64169806,-0.5308245,-0.5477943,0.0169698
62,0.3423809,0.45027846,"('incompetent', 'brilliant')",0.19537553,0.16405112,0.2688782,0.3071648,-0.0382866
35,0.33138952,-0.01043006,"('corrupt', 'incorrupt')",-0.14345378,-0.24845421,0.0939679,-0.1294421,0.22341
66,-0.32855886,-0.49744183,"('inactive', 'active')",0.691459,0.69412607,0.1814501,0.0983421,0.083108
15,-0.32273543,-0.25723696,"('boring', 'funny')",-0.35125,-0.16887163,-0.3369927,-0.2130543,-0.1239384
18,0.29707208,0.26059282,"('disagreeable', 'welcoming')",-0.34170634,-0.32629666,-0.0223171,-0.0328519,0.0105348
23,-0.26850623,-0.1787131,"('insincere', 'sincere')",6.021723,5.962938,2.8766084,2.8921123,-0.0155039
43,-0.25846508,-0.26704973,"('irresponsible', 'responsible')",0.22828549,0.20194861,-0.0150898,-0.0325506,0.0174608
59,0.25303695,0.28031722,"('foolish', 'wise')",0.29954645,0.30947697,0.2762917,0.2948971,-0.0186054
77,0.2461463,0.30626795,"('unmotivated', 'motivated')",-1.1004225,-1.0868082,-0.4271381,-0.3902701,-0.036868
52,-0.24243085,-0.08263408,"('irrational', 'rational')",-0.09246217,-0.015120849,-0.1674465,-0.0488775,-0.118569
24,0.23689482,0.42135233,"('dishonest', 'honest')",0.438313,0.47407168,0.3376039,0.447712,-0.1101081
30,-0.18555193,-0.03873363,"('intolerant', 'tolerant')",0.2943357,0.3233457,0.0543919,0.142306,-0.0879141
49,-0.18077,-0.27788144,"('unable', 'able')",-0.32864052,-0.2837039,-0.2547053,-0.2807927,0.0260874
87,-0.17322466,-0.29162782,"('unsuccessful', 'successful')",0.863066,0.9528851,0.3449207,0.3306286,0.0142921
20,0.16074419,0.19763431,"('rough', 'thoughtful')",1.0668743,1.1543489,0.6138092,0.6759916,-0.0621824
68,0.12796113,0.0026901886,"('dependent', 'independent')",-0.46914375,-0.38675568,-0.1705913,-0.1920327,0.0214414
60,-0.12285462,-0.04322788,"('inefficient', 'efficient')",-0.047856864,-0.05374788,-0.0853557,-0.0484879,-0.0368678
74,-0.0951104,0.054316312,"('undedicated', 'dedicated')",-0.374417,-0.44065717,-0.2347637,-0.1931704,-0.0415933
4,0.09496134,0.32115886,"('disliked', 'liked')",-6.7247677,-6.911957,-3.3149033,-3.295399,-0.0195043
38,0.092425145,0.034960598,"('untruthful', 'truthful')",-0.03691978,-0.28451097,0.0277527,-0.1247752,0.1525279
79,-0.080876485,-0.22130132,"('wavering', 'unwavering')",-0.2837553,-0.30249828,-0.1823159,-0.2618998,0.0795839
58,0.075357996,0.20514934,"('undiscriminating', 'discriminating')",0.24379843,0.17632005,0.1595782,0.1907347,-0.0311565
40,-0.06290697,0.176057,"('stingy', 'generous')",-1.5854679,-1.5114985,-0.8241875,-0.6677207,-0.1564668
88,0.06201911,0.31323746,"('low', 'eminent')",-0.1440092,-0.07,-0.040995,0.1216187,-0.1626137
41,0.04391145,0.55134565,"('unforgiving', 'forgiving')",-0.09150687,0.007167464,-0.0237977,0.2792566,-0.3030543
78,0.022276957,-0.108129546,"('nonresilient', 'resilient')",0.3879875,0.31688914,0.2051322,0.1043798,0.1007524
56,-0.020486414,-0.10277993,"('impractical', 'practical')",-0.79003745,-0.8090904,-0.4052619,-0.4559352,0.0506733
29,-0.015041564,-0.055070646,"('unfair', 'fair')",-0.26430103,-0.1370433,-0.1396713,-0.096057,-0.0436143
