,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
73,0.8624357,0.5401891,"('helpless', 'self-reliant')",0.09642225,-0.11567934,-3.2025216,-3.3036256,-0.7478878,-0.9597053,0.2118175
66,-0.85950714,-1.1131295,"('inactive', 'active')",-0.35827273,-0.51757544,0.82936925,0.7762397,-0.1294702,-0.2848217,0.1553515
49,-0.78350985,-0.457568,"('unable', 'able')",-0.6726687,-0.49455205,-0.23203334,-0.027689002,-0.5627373,-0.326603,-0.2361343
42,0.77127016,1.235409,"('unreliable', 'reliable')",0.7885925,0.91476953,-1.9442817,-1.8698885,-0.1281397,0.09343,-0.2215697
41,0.75712293,0.63062894,"('unforgiving', 'forgiving')",0.7052581,0.62267226,0.21608633,-0.059392806,0.5594891,0.3979694,0.1615197
68,-0.7508824,-0.63646805,"('dependent', 'independent')",-0.37417045,-0.30251715,-0.73843354,-0.6248449,-0.6211621,-0.5212767,-0.0998854
64,0.7230043,1.104977,"('shy', 'confident')",0.26113802,0.15013707,-5.4059033,-5.714063,-1.4739203,-1.4863164,0.0123961
32,0.7207087,0.9241751,"('unkind', 'kind')",0.94535094,1.0695692,1.3302114,1.3107251,0.998757,1.1014899,-0.1027329
86,0.6886739,1.110098,"('uninfluential', 'influential')",0.5084023,0.61235154,-0.24095863,-0.132911,0.3187059,0.5298462,-0.2111403
67,0.68463874,0.6028296,"('doubtful', 'determined')",0.90542626,0.8139424,-0.14552137,-0.10212451,0.4815145,0.4382158,0.0432987
3,0.59134245,0.90304047,"('repellent', 'pleasant')",0.803998,0.76579285,0.66194195,0.65576965,0.6857608,0.7748676,-0.0891068
58,-0.58339083,-0.6579046,"('undiscriminating', 'discriminating')",-0.19000563,-0.21343467,-0.32856655,-0.29735738,-0.367321,-0.3895655,0.0222445
71,0.54942715,0.16691999,"('diffident', 'self-confident')",2.4304852,2.2742534,0.21170908,0.2182886,1.0638738,0.8864873,0.1773865
47,0.538045,0.70076585,"('stupid', 'smart')",0.7846316,0.8492777,5.18117,5.590874,2.1679489,2.3803059,-0.212357
17,-0.50816005,-0.5786018,"('nasty', 'nice')",0.4606236,0.4107929,-0.42229608,-0.19034265,-0.1566108,-0.1193839,-0.0372269
88,-0.4854661,-0.5859963,"('low', 'eminent')",-0.59531164,-0.627118,-0.21758556,-0.28964698,-0.4327878,-0.5009204,0.0681326
61,0.45479828,0.6672311,"('illogical', 'logical')",0.17283799,0.25733057,-0.12575047,-0.2209666,0.1672953,0.2345317,-0.0672364
18,0.44731894,0.551896,"('disagreeable', 'welcoming')",0.26479816,0.2866012,-0.37184313,-0.42329395,0.1134246,0.1384011,-0.0249765
29,-0.4423803,-0.6148032,"('unfair', 'fair')",-0.6135782,-0.6786787,-0.68250906,-0.7521395,-0.5794892,-0.6818738,0.1023846
28,0.4246099,0.59229046,"('disloyal', 'loyal')",0.9119636,0.83847165,0.8841229,0.7591049,0.7402321,0.7299557,0.0102764
44,-0.39333656,-0.17817242,"('prejudiced', 'unprejudiced')",-0.8351558,-0.8306385,-1.051368,-1.007385,-0.7599535,-0.6720653,-0.0878882
1,-0.3907431,-0.66829467,"('unfriendly', 'friendly')",0.1810734,0.28641236,0.99799705,0.7660201,0.2627758,0.1280459,0.1347299
37,0.38624838,0.53693736,"('fake', 'genuine')",0.5698052,0.5027657,0.2774464,0.40885642,0.4111667,0.4828532,-0.0716865
78,-0.3322805,-0.040070776,"('nonresilient', 'resilient')",1.4714344,1.5848502,0.43517536,0.41998082,0.5247764,0.6549201,-0.1301437
51,0.31142706,0.6827875,"('uneducated', 'educated')",-0.15098038,-0.1226801,0.0051281024,0.09994614,0.0551916,0.2200178,-0.1648262
82,0.286899,0.6661126,"('poor', 'rich')",0.24313618,0.47218436,5.7563095,6.1315465,2.0954482,2.4232812,-0.327833
77,0.25190148,0.82041794,"('unmotivated', 'motivated')",0.8712796,0.7343117,-0.7187593,-0.7961608,0.1348073,0.2528563,-0.118049
27,-0.2513692,-0.4289707,"('hardhearted', 'softhearted')",1.077458,1.2021699,0.98036104,1.0796847,0.60215,0.617628,-0.015478
84,0.23941004,0.14326745,"('inferior', 'superior')",-1.9586741,-1.8855346,0.27791727,0.22567463,-0.4804489,-0.5055308,0.0250819
2,0.22517274,0.24437603,"('unlikable', 'likable')",0.33036247,0.23008898,0.52395344,0.38629937,0.3598295,0.2869215,0.072908
20,-0.22432819,-0.16896403,"('rough', 'thoughtful')",0.15216476,0.13499725,0.8346225,0.6432132,0.254153,0.2030821,0.0510709
83,-0.13087142,-0.015629612,"('powerless', 'powerful')",-0.23451483,-0.15811722,-1.0981754,-1.104478,-0.4878539,-0.4260749,-0.061779
34,-0.13043588,-0.089102305,"('mean', 'honorable')",1.1106575,1.2451496,5.9736023,6.337025,2.3179413,2.4976908,-0.1797495
53,0.10921947,0.20019339,"('uncreative', 'creative')",0.62867326,0.6505489,1.1145545,0.9746829,0.6174824,0.608475,0.0090074
15,0.09316771,-0.17837138,"('boring', 'funny')",0.14486803,0.16475542,0.4420297,0.4080798,0.2266885,0.1314879,0.0952006
26,0.087268725,-0.07587605,"('hardhearted', 'benevolent')",0.41547978,0.4565973,1.1576236,0.9125914,0.5534574,0.4311042,0.1223532
38,0.07880008,-0.043205377,"('untruthful', 'truthful')",0.69145733,0.7343091,0.14062543,0.18191336,0.3036276,0.2910057,0.0126219
9,0.07511328,-0.17682725,"('unaffectionate', 'caring')",0.95104164,0.95807076,0.6245197,0.7173059,0.5502249,0.4995165,0.0507084
87,-0.07159632,0.21197188,"('unsuccessful', 'successful')",1.1274815,1.1699001,0.35544658,0.29515728,0.4704439,0.5590098,-0.0885659
40,0.058119256,0.1093429,"('stingy', 'generous')",1.0554105,1.014934,-1.2244198,-1.4806281,-0.0369633,-0.1187838,0.0818205
33,0.042997755,-0.22618656,"('wrong', 'right')",0.35171658,0.18206863,-1.0904757,-1.1921135,-0.2319204,-0.4120771,0.1801567
72,0.016285986,0.2353454,"('unambitious', 'ambitious')",0.48585317,0.45843455,-1.1360555,-1.0241076,-0.2113054,-0.1101092,-0.1011962
54,-0.014286127,-0.011752183,"('incapable', 'capable')",-0.5160974,-0.5136775,0.53954136,0.8268625,0.0030526,0.1004776,-0.097425
