,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
47,-0.49721205,-0.30772752,"('stupid', 'smart')",5.239075,5.012623,2.3709316,2.3524477,0.0184839
67,0.49035522,0.4180228,"('doubtful', 'determined')",-0.28652057,-0.2293556,0.1019173,0.0943336,0.0075837
63,-0.45429644,-0.74582887,"('unperceptive', 'insightful')",0.8847904,0.5325199,0.215247,-0.1066545,0.3219015
3,-0.4509338,-0.42136475,"('repellent', 'pleasant')",0.95079434,0.9770656,0.2499303,0.2778504,-0.0279201
88,-0.39479166,-0.36969402,"('low', 'eminent')",-0.49732068,-0.5460609,-0.4460562,-0.4578775,0.0118213
68,-0.36359003,-0.33212253,"('dependent', 'independent')",-0.64626014,-0.63190734,-0.5049251,-0.482015,-0.0229101
56,-0.34287733,-0.32429034,"('impractical', 'practical')",0.053560693,-0.103903204,-0.1446583,-0.2140968,0.0694385
34,-0.33509701,-0.3107587,"('mean', 'honorable')",5.171755,4.9307632,2.418329,2.3100023,0.1083267
48,-0.3279258,-0.046459235,"('unintelligent', 'intelligent')",0.9120207,0.96640515,0.2920474,0.4599729,-0.1679255
59,0.32116276,0.3205752,"('foolish', 'wise')",-0.34286577,-0.13235392,-0.0108515,0.0941106,-0.1049621
55,-0.3204938,-0.15819173,"('incompetent', 'clever')",0.8030674,0.5664932,0.2412868,0.2041507,0.0371361
22,-0.30391294,-0.2789976,"('untrustworthy', 'trustworthy')",-0.8249408,-1.0651037,-0.5644269,-0.6720506,0.1076237
61,-0.26090965,-0.058712907,"('illogical', 'logical')",0.5890103,0.47490543,0.1640503,0.2080963,-0.044046
40,-0.25334978,0.036293432,"('stingy', 'generous')",-1.947579,-2.013754,-1.1004643,-0.9887303,-0.111734
17,-0.2495289,-0.0715238,"('nasty', 'nice')",-0.8694558,-0.53138983,-0.5594923,-0.3014568,-0.2580355
18,-0.24327293,-0.020476997,"('disagreeable', 'welcoming')",-0.68140113,-0.6767572,-0.462337,-0.3486171,-0.1137199
4,-0.23971583,-0.097674154,"('disliked', 'liked')",-6.7641673,-6.4334416,-3.5019417,-3.265558,-0.2363837
85,0.21859698,0.3972117,"('insignificant', 'prestigious')",-0.78791827,-0.58351165,-0.2846606,-0.09315,-0.1915106
60,0.21682447,0.5055636,"('inefficient', 'efficient')",0.7075422,0.68416065,0.4621833,0.5948621,-0.1326788
71,-0.21001622,-0.2489415,"('diffident', 'self-confident')",0.10670978,0.029842548,-0.0516532,-0.1095495,0.0578963
65,0.20243952,0.31872633,"('insecure', 'secure')",0.23537065,0.03962684,0.2189051,0.1791766,0.0397285
81,-0.17255643,0.094455704,"('submissive', 'aggressive')",0.1234099,0.08916387,-0.0245733,0.0918098,-0.1163831
72,0.16326332,0.50240517,"('unambitious', 'ambitious')",-0.51554304,-0.44391516,-0.1761399,0.029245,-0.2053849
16,-0.16159779,-0.021736559,"('unpopular', 'popular')",0.07945984,0.36628178,-0.041069,0.1722726,-0.2133416
49,-0.15985845,0.04424715,"('unable', 'able')",-0.5709919,-0.30966738,-0.3654252,-0.1327101,-0.2327151
32,-0.14760563,-0.14696288,"('unkind', 'kind')",0.62105685,0.55238414,0.2367256,0.2027106,0.034015
58,0.1473068,0.0684374,"('undiscriminating', 'discriminating')",0.28376454,0.025028266,0.2155357,0.0467328,0.1688029
64,-0.13821992,0.023598142,"('shy', 'confident')",-5.8741417,-5.4361362,-3.0061808,-2.706269,-0.2999118
83,-0.13745183,0.19024296,"('powerless', 'powerful')",-0.9548572,-0.9520037,-0.5461545,-0.3808804,-0.1652741
74,-0.13198432,-0.20639777,"('undedicated', 'dedicated')",-0.24213913,-0.4235933,-0.1870617,-0.3149955,0.1279338
70,-0.12495924,-0.31296614,"('lethargic', 'energetic')",0.7676947,0.4436359,0.3213677,0.0653349,0.2560328
27,-0.1224526,-0.20604217,"('hardhearted', 'softhearted')",1.0515765,0.91746104,0.4645619,0.3557094,0.1088525
30,-0.11825391,0.24487603,"('intolerant', 'tolerant')",1.0738058,1.2857556,0.477776,0.7653158,-0.2875398
37,-0.11729164,-0.5330905,"('fake', 'genuine')",0.02890145,-0.34036964,-0.0441951,-0.4367301,0.392535
52,0.11367685,0.17388277,"('irrational', 'rational')",-0.7421243,-0.5731387,-0.3142237,-0.199628,-0.1145957
15,0.11332073,0.24989928,"('boring', 'funny')",-0.1732038,-0.031010851,-0.0299415,0.1094442,-0.1393857
66,-0.07743748,-0.13611306,"('inactive', 'active')",-0.048752934,0.15208976,-0.0630952,0.0079883,-0.0710835
20,0.075564176,0.1528211,"('rough', 'thoughtful')",0.595482,0.6080314,0.3355231,0.3804262,-0.0449031
14,0.06587087,0.27920064,"('antisocial', 'social')",0.42406258,0.40398902,0.2449667,0.3415948,-0.0966281
80,0.050056808,0.095100224,"('dominated', 'dominating')",-0.43032932,-0.5695743,-0.1901363,-0.237237,0.0471007
29,0.03635871,0.05795352,"('unfair', 'fair')",-0.5310647,-0.53642815,-0.247353,-0.2392373,-0.0081157
87,0.028529674,0.0729299,"('unsuccessful', 'successful')",0.8549678,0.92093074,0.4417487,0.4969303,-0.0551816
33,-0.027575042,0.17923672,"('wrong', 'right')",-0.93178785,-0.7477739,-0.4796814,-0.2842686,-0.1954128
26,-0.026493058,-0.011689823,"('hardhearted', 'benevolent')",1.2319516,1.158475,0.6027293,0.5733926,0.0293367
