,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
52,-0.39410418,-0.45841995,"('irrational', 'rational')",-0.1008829,-0.20038183,-0.2474935,-0.3294009,0.0819074
21,-0.3872935,-0.42661273,"('immoral', 'moral')",-0.35354936,-0.38927194,-0.3704214,-0.4079424,0.037521
87,-0.38685584,-0.339458,"('unsuccessful', 'successful')",0.54422987,0.5469612,0.078687,0.1037516,-0.0250646
3,-0.37629315,-0.45434552,"('repellent', 'pleasant')",0.46970537,0.032458037,0.0467061,-0.2109437,0.2576498
65,-0.3423027,-0.66018224,"('insecure', 'secure')",0.062783085,-0.080881715,-0.1397598,-0.370532,0.2307722
32,0.33622038,0.453887,"('unkind', 'kind')",0.9007979,1.0922099,0.6185092,0.7730485,-0.1545393
64,0.30082598,0.21131411,"('shy', 'confident')",-6.172179,-6.420022,-2.9356766,-3.1043539,0.1686773
88,-0.29423025,-0.053527016,"('low', 'eminent')",0.40209857,0.6477794,0.0539342,0.2971262,-0.243192
80,0.27959487,0.09440703,"('dominated', 'dominating')",-1.3334261,-1.4818825,-0.5269156,-0.6937377,0.1668221
67,0.2790743,0.46035165,"('doubtful', 'determined')",-0.56787366,-0.56478524,-0.1443997,-0.0522168,-0.0921829
20,0.27833462,0.042580232,"('rough', 'thoughtful')",1.0853888,1.1537005,0.6818617,0.5981404,0.0837213
47,-0.24784173,-0.26288736,"('stupid', 'smart')",5.352016,5.4080625,2.5520871,2.5725875,-0.0205004
85,0.22985187,0.33971858,"('insignificant', 'prestigious')",0.38988057,0.58132607,0.3098662,0.4605223,-0.1506561
78,0.22651424,0.21381798,"('nonresilient', 'resilient')",0.24213798,0.32805783,0.2343261,0.2709379,-0.0366118
72,0.21684593,0.09768301,"('unambitious', 'ambitious')",-0.7166035,-0.678429,-0.2498788,-0.290373,0.0404942
2,0.21153994,0.5092609,"('unlikable', 'likable')",0.5186032,0.70638835,0.3650716,0.6078246,-0.242753
59,0.18581061,0.47262624,"('foolish', 'wise')",-0.039589383,0.2518587,0.0731106,0.3622425,-0.2891319
77,-0.18380213,-0.41752833,"('unmotivated', 'motivated')",-0.8457773,-0.92097914,-0.5147897,-0.6692537,0.154464
17,-0.17678386,0.037512936,"('nasty', 'nice')",-0.60931265,-0.43563002,-0.3930483,-0.1990585,-0.1939898
5,-0.1767439,0.16569065,"('distant', 'outgoing')",-0.43877995,-0.2169269,-0.3077619,-0.0256181,-0.2821438
26,-0.15766835,-0.07283941,"('hardhearted', 'benevolent')",1.6967204,2.0124075,0.769526,0.9697841,-0.2002581
48,-0.14004458,-0.33703732,"('unintelligent', 'intelligent')",0.83796227,0.7974596,0.3489588,0.2302111,0.1187477
54,-0.13642882,0.05505395,"('incapable', 'capable')",1.2974619,1.4081537,0.5805165,0.7316038,-0.1510873
40,0.13074243,-0.038749848,"('stingy', 'generous')",-1.9620111,-1.8286831,-0.9156343,-0.9337165,0.0180822
14,-0.12626305,-0.26807147,"('antisocial', 'social')",-0.14446294,-0.3056227,-0.135363,-0.2868471,0.1514841
16,-0.11980926,-0.11787908,"('unpopular', 'popular')",0.40490454,0.34190422,0.1425476,0.1120126,0.030535
4,-0.1180496,-0.010987897,"('disliked', 'liked')",-6.5371737,-6.446707,-3.3276117,-3.2288473,-0.0987644
42,0.11196532,0.24458972,"('unreliable', 'reliable')",-3.134596,-2.9560194,-1.5113153,-1.3557148,-0.1556005
74,-0.110136785,0.023128722,"('undedicated', 'dedicated')",0.0762911,0.2610878,-0.0169228,0.1421083,-0.1590311
49,0.104352534,0.16694787,"('unable', 'able')",0.1466451,0.05504806,0.1254988,0.110998,0.0145008
18,0.0985163,0.128124,"('disagreeable', 'welcoming')",-0.3914983,-0.1890285,-0.146491,-0.0304523,-0.1160387
62,-0.06943948,-0.025819307,"('incompetent', 'brilliant')",0.39670023,0.39489743,0.1636304,0.1845391,-0.0209087
29,-0.057957046,-0.04113865,"('unfair', 'fair')",-0.77096504,-0.8568524,-0.414461,-0.4489955,0.0345345
60,0.018739767,0.020964958,"('inefficient', 'efficient')",0.6086406,0.74632293,0.3136902,0.383644,-0.0699538
83,-0.015826304,-0.049581636,"('powerless', 'powerful')",-0.8036337,-0.8224362,-0.40973,-0.4360089,0.0262789
15,-0.010719124,0.07020654,"('boring', 'funny')",0.3692107,0.37408003,0.1792458,0.2221433,-0.0428975
