,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
52,-0.31483585,-0.11472318,"('irrational', 'rational')",-0.23211679,-0.10780753,-0.2734763,-0.1112654,-0.1622109
67,0.30916882,0.3567953,"('doubtful', 'determined')",-0.31531996,-0.33041704,-0.0030756,0.0131891,-0.0162647
42,0.30712986,0.17225407,"('unreliable', 'reliable')",-3.0575054,-3.1316676,-1.3751878,-1.4797068,0.104519
47,0.30628315,0.27059618,"('stupid', 'smart')",5.156489,5.1261153,2.7313859,2.6983557,0.0330302
7,-0.28353453,-0.33863458,"('insensitive', 'sensitive')",0.1856762,0.058818243,-0.0489292,-0.1399082,0.090979
36,0.2827147,0.59221816,"('hostile', 'amicable')",-0.14054793,0.0509174,0.0710834,0.3215678,-0.2504844
83,-0.22986756,-0.259765,"('powerless', 'powerful')",-1.2613336,-1.2637992,-0.7456006,-0.7617821,0.0161815
29,-0.22312665,-0.27186307,"('unfair', 'fair')",-0.4482547,-0.54958194,-0.3356907,-0.4107225,0.0750318
50,0.21302566,0.5240816,"('clumsy', 'skillful')",-0.16257569,-0.004415646,0.025225,0.259833,-0.234608
75,-0.20720242,-0.22332999,"('meek', 'impulsive')",-0.6366557,-0.6561173,-0.4219291,-0.4397237,0.0177946
45,-0.19576728,-0.30329815,"('incompetent', 'competent')",-0.13333449,-0.2783315,-0.1645509,-0.2908148,0.1262639
39,0.18734021,0.22334841,"('exploitative', 'cooperative')",0.48121515,0.5572312,0.3342777,0.3902898,-0.0560121
2,-0.17126942,-0.17137027,"('unlikable', 'likable')",0.5664202,0.73867047,0.1975754,0.2836501,-0.0860747
14,-0.17043358,-0.3026228,"('antisocial', 'social')",-0.57069767,-0.5535959,-0.3705656,-0.4281093,0.0575437
41,0.16003095,0.2580234,"('unforgiving', 'forgiving')",0.093517445,0.26405564,0.1267742,0.2610395,-0.1342653
20,0.14105235,-0.0006705187,"('rough', 'thoughtful')",0.6148764,0.65066814,0.3779644,0.3249988,0.0529656
12,-0.13293353,-0.19936766,"('unsupportive', 'supportive')",-2.0072873,-2.024611,-1.0701104,-1.1119894,0.041879
84,0.131657,0.16107568,"('inferior', 'superior')",0.18773451,0.22767875,0.1596958,0.1943772,-0.0346814
56,0.12123051,-0.17754287,"('impractical', 'practical')",-0.14451861,-0.3646753,-0.0116441,-0.2711091,0.259465
24,-0.09165309,-0.09449151,"('dishonest', 'honest')",0.93160313,0.9439692,0.419975,0.4247388,-0.0047638
66,-0.08717778,0.019188419,"('inactive', 'active')",0.26180887,0.442576,0.0873155,0.2308822,-0.1435667
31,-0.07937525,0.1613365,"('evil', 'good')",-0.8378974,-0.7621996,-0.4586363,-0.3004315,-0.1582048
44,0.0071574114,-0.14336786,"('prejudiced', 'unprejudiced')",-1.0825931,-1.1839999,-0.5377178,-0.6636839,0.1259661
