,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,-0.4165486,-0.29946485,"('diffident', 'self-confident')",0.59056145,0.62134624,0.0870064,0.1609407,-0.0739343
45,0.4038996,0.27976346,"('incompetent', 'competent')",-0.29483232,-0.24521215,0.0545336,0.0172757,0.0372579
64,0.3911919,0.4615067,"('shy', 'confident')",-6.5952435,-6.5422215,-3.1020257,-3.0403574,-0.0616683
58,-0.38498077,-0.4709452,"('undiscriminating', 'discriminating')",0.11982681,0.29938042,-0.132577,-0.0857824,-0.0467946
34,0.36822918,0.37326518,"('mean', 'honorable')",5.988673,5.8455143,3.1784513,3.1093898,0.0690615
18,-0.36282963,-0.31295502,"('disagreeable', 'welcoming')",-0.31979287,-0.18557978,-0.3413112,-0.2492674,-0.0920438
73,0.35422397,0.27268362,"('helpless', 'self-reliant')",-2.7546017,-2.6767,-1.2001889,-1.2020082,0.0018193
26,0.32129642,0.40796915,"('hardhearted', 'benevolent')",1.8950524,2.15975,1.1081744,1.2838596,-0.1756852
29,-0.30663416,-0.29742566,"('unfair', 'fair')",-0.6996055,-0.6900811,-0.5031198,-0.4937534,-0.0093664
44,0.30170274,0.25558427,"('prejudiced', 'unprejudiced')",-1.0076845,-1.1710212,-0.3529909,-0.4577185,0.1047276
57,-0.27714145,-0.41660374,"('unimaginative', 'imaginative')",-2.575504,-2.292345,-1.4263227,-1.3544744,-0.0718483
47,0.2524842,0.1902512,"('stupid', 'smart')",5.510191,5.0427036,2.8813376,2.6164775,0.2648601
68,0.24866904,0.32548052,"('dependent', 'independent')",-0.49904788,-0.40272835,-0.1251894,-0.0386239,-0.0865655
83,0.18699235,0.07932004,"('powerless', 'powerful')",-0.6458587,-0.7634874,-0.2294332,-0.3420837,0.1126505
51,0.17262286,0.2117157,"('uneducated', 'educated')",0.22985017,0.38619545,0.2012365,0.2989556,-0.0977191
17,-0.13642147,-0.09857857,"('nasty', 'nice')",-0.300092,-0.19935638,-0.2182567,-0.1489675,-0.0692892
27,0.13120726,0.09716557,"('hardhearted', 'softhearted')",1.4215025,1.7487515,0.7763548,0.9229586,-0.1466038
77,-0.11692007,-0.0572756,"('unmotivated', 'motivated')",-1.1756437,-1.0507035,-0.6462819,-0.5539896,-0.0922923
28,0.112710014,0.03824775,"('disloyal', 'loyal')",0.9752697,0.91330534,0.5439898,0.4757766,0.0682132
54,-0.108617306,-0.010727869,"('incapable', 'capable')",1.168334,1.1760372,0.5298584,0.5826547,-0.0527963
40,0.10232367,-0.068619795,"('stingy', 'generous')",-1.732976,-1.3825226,-0.8153262,-0.7255712,-0.089755
24,0.09216949,0.13773748,"('dishonest', 'honest')",0.70582074,0.67034066,0.3989951,0.4040391,-0.005044
78,0.07063465,0.13448933,"('nonresilient', 'resilient')",-0.06691196,0.39427978,0.0018613,0.2643846,-0.2625233
50,-0.07059716,-0.017300518,"('clumsy', 'skillful')",-0.09089239,0.033609092,-0.0807448,0.0081543,-0.0888991
87,-0.0013359115,-0.117377184,"('unsuccessful', 'successful')",0.81579024,0.7404544,0.4072272,0.3115386,0.0956886
