,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
58,-0.23722178,-0.058619887,"('undiscriminating', 'discriminating')",-0.5177053,-0.5510252,0.22198787,0.22938202,-0.1776464,-0.1267544,-0.050892
13,0.21220346,0.105407886,"('impolite', 'polite')",0.030384077,-0.07119797,-0.37786856,-0.29718548,-0.0450937,-0.0876585,0.0425648
38,-0.20621519,-0.3187251,"('untruthful', 'truthful')",-0.82378024,-1.0426311,-0.04645167,-0.04272287,-0.3588157,-0.4680264,0.1092107
28,-0.20108452,-0.14474255,"('disloyal', 'loyal')",-1.3832707,-1.4665725,0.9135863,0.8260357,-0.2235896,-0.2617598,0.0381702
83,-0.19994614,-0.21559638,"('powerless', 'powerful')",-0.40844494,-0.40663505,-1.1172773,-1.0980234,-0.5752228,-0.5734183,-0.0018045
17,0.19127785,0.541563,"('nasty', 'nice')",-0.73352593,-0.57662517,-0.85440636,-0.656994,-0.4655515,-0.2306854,-0.2348661
73,0.17884691,0.3238836,"('helpless', 'self-reliant')",0.35031682,0.2329444,-2.9122987,-3.0888262,-0.7943783,-0.8439994,0.0496211
19,-0.1653493,0.054603714,"('inhospitable', 'hospitable')",-1.0661749,-1.0680276,-0.07289746,-0.03086985,-0.4348072,-0.3480979,-0.0867093
45,0.120454326,0.12671506,"('incompetent', 'competent')",-0.3278205,-0.3303716,-0.0076827817,0.09474516,-0.071683,-0.0363038,-0.0353792
1,-0.10825492,0.21639973,"('unfriendly', 'friendly')",-1.555916,-1.5290397,2.082075,1.9693679,0.1393014,0.2189093,-0.0796079
47,-0.10280112,-0.16914365,"('stupid', 'smart')",0.84079385,0.9028048,5.2752542,5.4231596,2.0044157,2.0522736,-0.0478579
42,-0.102008715,-0.11333713,"('unreliable', 'reliable')",0.5257695,0.4049657,-2.7582517,-2.9603937,-0.7781636,-0.8895884,0.1114248
80,-0.09271388,-0.33474728,"('dominated', 'dominating')",0.91323745,0.9430376,-1.3029042,-1.3310671,-0.1607936,-0.2409256,0.080132
25,0.08445931,0.14254285,"('egoistic', 'altruistic')",0.36527014,0.44190416,1.7520049,1.7985,0.7339114,0.7943157,-0.0604043
77,0.044793744,-0.099870324,"('unmotivated', 'motivated')",-0.20695002,-0.24514708,-1.2593037,-1.2892566,-0.47382,-0.544758,0.070938
82,-0.041037157,-0.26341087,"('poor', 'rich')",-0.9361124,-1.0106454,6.1391563,6.081646,1.720669,1.6025298,0.1181392
67,-0.032774467,0.16008773,"('doubtful', 'determined')",0.8612305,0.9041267,-0.77921623,-0.7170786,0.0164133,0.1157119,-0.0992986
84,0.008141534,0.051536266,"('inferior', 'superior')",-0.36907518,-0.30545694,0.8323108,0.88219875,0.1571257,0.209426,-0.0523003
57,-0.0023643002,0.36629355,"('unimaginative', 'imaginative')",-1.2085028,-1.2664225,-2.19391,-2.3037996,-1.1349257,-1.0679762,-0.0669495
