,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
39,0.45303935,0.046714336,"('exploitative', 'cooperative')",0.58770156,0.48014924,0.5203705,0.2634318,0.2569387
67,0.4504492,0.5218194,"('doubtful', 'determined')",-0.12109314,-0.07463494,0.164678,0.2235922,-0.0589142
9,0.4278585,0.2060481,"('unaffectionate', 'caring')",1.0785085,1.2459823,0.7531835,0.7260152,0.0271683
7,-0.40341222,-0.48464456,"('insensitive', 'sensitive')",-0.30347875,-0.2565312,-0.3534455,-0.3705879,0.0171424
1,0.3700016,0.29075405,"('unfriendly', 'friendly')",1.065769,1.1306674,0.7178853,0.7107108,0.0071745
16,-0.35763067,-0.46289712,"('unpopular', 'popular')",-0.0019379705,-0.16731368,-0.1797843,-0.3151054,0.1353211
50,0.3573097,0.008497728,"('clumsy', 'skillful')",0.03352026,-0.110754594,0.195415,-0.0511284,0.2465434
8,0.34704188,0.27594656,"('unaffectionate', 'affectionate')",0.50923055,0.72817373,0.4281362,0.5020602,-0.073924
74,0.34663862,0.4235093,"('undedicated', 'dedicated')",-0.063845694,-0.23068997,0.1413965,0.0964097,0.0449868
32,-0.32214096,-0.48407826,"('unkind', 'kind')",0.989296,0.8433238,0.3335775,0.1796228,0.1539547
18,-0.26149794,-0.3423491,"('disagreeable', 'welcoming')",-1.2045062,-0.9992447,-0.7330021,-0.6707969,-0.0622052
54,-0.2574466,-0.415338,"('incapable', 'capable')",0.6790093,0.6898766,0.2107814,0.1372693,0.0735121
37,0.22988051,0.33916843,"('fake', 'genuine')",0.2452832,0.4138019,0.2375818,0.3764852,-0.1389034
31,0.22264217,0.049334574,"('evil', 'good')",-1.1986779,-0.8854561,-0.4880179,-0.4180607,-0.0699572
29,-0.21333592,-0.19364974,"('unfair', 'fair')",-0.73510224,-0.41035098,-0.4742191,-0.3020003,-0.1722188
49,-0.17692843,-0.3963215,"('unable', 'able')",-0.31944388,-0.35642993,-0.2481862,-0.3763757,0.1281895
83,-0.17668192,-0.03700702,"('powerless', 'powerful')",-1.1671922,-1.0283045,-0.671937,-0.5326557,-0.1392813
75,-0.1757011,-0.16319376,"('meek', 'impulsive')",-0.5228647,-0.5791704,-0.3492829,-0.3711821,0.0218992
24,-0.1712421,-0.026362903,"('dishonest', 'honest')",0.7584904,1.0264593,0.2936241,0.5000482,-0.2064241
14,-0.16710752,-0.1826907,"('antisocial', 'social')",-0.45793778,-0.714516,-0.3125226,-0.4486033,0.1360807
66,-0.16286898,-0.3326783,"('inactive', 'active')",-0.03916722,0.10637186,-0.1010181,-0.1131532,0.0121351
56,0.15248263,0.16683099,"('impractical', 'practical')",0.4572869,0.1513493,0.3048848,0.1590901,0.1457947
79,-0.1518311,-0.4724006,"('wavering', 'unwavering')",-0.4023056,-0.47860584,-0.2770683,-0.4755032,0.1984349
47,0.1335853,0.103196375,"('stupid', 'smart')",5.010373,5.1668844,2.5719793,2.6350403,-0.063061
52,-0.12700328,-0.32724217,"('irrational', 'rational')",-0.2511329,-0.35105,-0.1890681,-0.3391461,0.150078
44,-0.12641606,-0.059511755,"('prejudiced', 'unprejudiced')",-1.0781363,-1.2476293,-0.6022762,-0.6535705,0.0512943
27,0.12352424,0.5855141,"('hardhearted', 'softhearted')",0.40441048,0.8921999,0.2639674,0.738857,-0.4748896
41,-0.12020827,0.29999676,"('unforgiving', 'forgiving')",0.21980852,0.116611406,0.0498001,0.2083041,-0.158504
88,-0.11524786,-0.7285764,"('low', 'eminent')",-0.13809723,-0.71483225,-0.1266725,-0.7217044,0.5950319
2,-0.11465737,-0.26015976,"('unlikable', 'likable')",0.6815273,0.644366,0.283435,0.1921031,0.0913319
80,0.08082514,0.21702413,"('dominated', 'dominating')",-0.61349887,-0.7046803,-0.2663369,-0.2438281,-0.0225088
84,-0.062259145,0.08732733,"('inferior', 'superior')",0.2134878,0.4233166,0.0756143,0.255322,-0.1797077
20,-0.057175234,0.05177563,"('rough', 'thoughtful')",0.5157224,0.4566185,0.2292736,0.2541971,-0.0249235
40,-0.015606007,0.3998015,"('stingy', 'generous')",-2.9742582,-2.6129432,-1.4949321,-1.1065708,-0.3883613
42,0.0017517656,0.2782965,"('unreliable', 'reliable')",-3.0035827,-3.052633,-1.5009155,-1.3871683,-0.1137472
