,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
32,-0.23469673,-0.69219106,"('unkind', 'kind')",-0.16826235,-0.29949394,-0.6496813,-0.7057728,-0.3508801,-0.5658193,0.2149392
12,0.23073064,0.24157886,"('unsupportive', 'supportive')",-1.0761063,-1.0542126,0.37839237,0.46797517,-0.1556611,-0.1148862,-0.0407749
27,-0.22944161,-0.29678175,"('hardhearted', 'softhearted')",-1.6209573,-1.457286,-0.61899096,-0.40702823,-0.82313,-0.7203654,-0.1027646
80,0.20536995,0.51742494,"('dominated', 'dominating')",-1.3151153,-1.1676666,-0.09211057,-0.00021449476,-0.4006186,-0.2168187,-0.1837999
77,-0.20442922,-0.14347094,"('unmotivated', 'motivated')",-0.6383786,-0.59680223,0.3263205,0.36218417,-0.1721625,-0.1260297,-0.0461328
55,0.1767348,0.1700491,"('incompetent', 'clever')",-1.4694761,-1.4289082,-1.0631229,-1.0299525,-0.785288,-0.7629372,-0.0223508
19,-0.16141498,-0.020690195,"('inhospitable', 'hospitable')",0.30686748,0.46354204,-0.38551316,-0.2501556,-0.0800202,0.0642321,-0.1442523
74,-0.14346579,-0.316219,"('undedicated', 'dedicated')",-0.24711218,-0.24311677,-0.47714567,-0.6014458,-0.2892412,-0.3869272,0.097686
75,0.10710304,0.19972649,"('meek', 'impulsive')",0.6404082,0.7337388,0.3510009,0.3426879,0.3661707,0.4253844,-0.0592137
59,0.094392955,-0.1354086,"('foolish', 'wise')",1.2274282,0.9352259,0.18722406,0.039208166,0.5030151,0.2796752,0.2233399
79,-0.0892355,-0.23920919,"('wavering', 'unwavering')",0.8874226,0.8106729,0.023650676,-0.14651912,0.2739459,0.1416482,0.1322977
88,0.08335686,-0.11822035,"('low', 'eminent')",-0.027639361,-0.20602646,-0.7311433,-0.9043791,-0.2251419,-0.409542,0.1844001
34,-0.07715849,-0.0059269937,"('mean', 'honorable')",-0.6543341,-0.64419633,0.11403645,0.21026504,-0.2058187,-0.1466194,-0.0591993
50,-0.07198977,-0.23113173,"('clumsy', 'skillful')",0.81398976,0.6553754,0.46594754,0.2678917,0.4026492,0.2307118,0.1719374
46,0.06881191,0.046382755,"('uncompetitive', 'competitive')",-1.3321098,-1.3833938,-0.25062534,-0.26961988,-0.5046411,-0.5355436,0.0309025
72,0.058124997,-0.047931302,"('unambitious', 'ambitious')",-0.8509061,-0.7885953,0.12634268,0.043657616,-0.2221461,-0.2642897,0.0421436
30,-0.05282844,-0.046937883,"('intolerant', 'tolerant')",-1.7329009,-1.7464283,-0.5209082,-0.4200383,-0.7688792,-0.7378015,-0.0310777
9,-0.04971502,-0.11056217,"('unaffectionate', 'caring')",-0.77120614,-0.560076,-0.43990695,-0.3385345,-0.420276,-0.3363909,-0.0838851
11,0.043168377,-0.018571544,"('unhelpful', 'helpful')",-2.0008674,-2.0136123,-0.5636598,-0.45183387,-0.8404529,-0.8280059,-0.012447
37,0.04188341,0.116632566,"('fake', 'genuine')",-0.981773,-0.88363785,-0.119803265,0.0038872361,-0.353231,-0.2543727,-0.0988583
45,0.03529931,0.24108598,"('incompetent', 'competent')",-2.2211854,-1.9940836,-0.37008816,-0.23202857,-0.8519914,-0.6616754,-0.190316
81,-0.024548508,-0.13682583,"('submissive', 'aggressive')",-1.364509,-1.5485518,-0.28489453,-0.18215212,-0.557984,-0.6225099,0.0645259
70,-0.022102565,0.029678717,"('lethargic', 'energetic')",-1.0586658,-0.96515113,-0.51991624,-0.44143206,-0.5335615,-0.4589682,-0.0745933
66,0.016645014,0.11742273,"('inactive', 'active')",1.4174235,1.4309314,0.39049226,0.42580932,0.6081869,0.6580545,-0.0498676
68,0.008920461,0.07148186,"('dependent', 'independent')",-1.1642128,-1.2089279,-0.855385,-0.7598027,-0.6702258,-0.6324162,-0.0378096
84,-0.0055797547,0.021086603,"('inferior', 'superior')",-0.06051719,0.05394917,0.0070527643,0.07108635,-0.0196814,0.0487074,-0.0683888
58,-0.0038408656,0.3437187,"('undiscriminating', 'discriminating')",-0.03126756,0.2199685,-0.010603227,0.19497974,-0.0152372,0.252889,-0.2681262
54,0.0015372261,-0.5651514,"('incapable', 'capable')",0.4048335,0.17391317,0.76676464,0.49785823,0.3910451,0.03554,0.3555051
5,-0.00064818,0.14829463,"('distant', 'outgoing')",0.6858038,0.92660224,0.21287267,0.35173503,0.2993428,0.4755439,-0.1762011
