,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
63,-0.95242155,-0.3080537,"('unperceptive', 'insightful')",0.84749514,1.199515,-0.0524632,0.4457306,-0.4981938
56,-0.87761253,-0.26934174,"('impractical', 'practical')",-0.61878324,-0.11884514,-0.7481979,-0.1940934,-0.5541045
51,-0.8626896,-0.57814187,"('uneducated', 'educated')",0.70568943,0.8294843,-0.0785001,0.1256712,-0.2041713
73,0.8342511,1.3845578,"('helpless', 'self-reliant')",-3.1450217,-2.7192469,-1.1553853,-0.6673445,-0.4880408
6,-0.78845847,-0.69377834,"('distant', 'open')",0.35968152,0.35195613,-0.2143885,-0.1709111,-0.0434774
78,-0.78562695,-0.6885309,"('nonresilient', 'resilient')",0.41741726,0.42876196,-0.1841048,-0.1298845,-0.0542203
11,-0.78330255,-0.27169102,"('unhelpful', 'helpful')",1.4026655,2.0275657,0.3096815,0.8779373,-0.5682558
39,0.73567915,0.77003497,"('exploitative', 'cooperative')",-0.020983541,-0.0014392985,0.3573478,0.3842978,-0.02695
24,-0.68546844,-0.60868937,"('dishonest', 'honest')",0.94107443,1.0914308,0.127803,0.2413707,-0.1135677
83,0.68150544,0.5581032,"('powerless', 'powerful')",-0.79503715,-1.0579375,-0.0567659,-0.2499171,0.1931512
8,-0.6779267,-0.8821775,"('unaffectionate', 'affectionate')",0.95188487,0.6628672,0.1369791,-0.1096551,0.2466342
62,-0.66685253,0.07456804,"('incompetent', 'brilliant')",0.02628149,0.729617,-0.3202855,0.4020925,-0.722378
0,-0.6211634,-0.78349507,"('unsociable', 'sociable')",-0.7070954,-0.8723034,-0.6641294,-0.8278992,0.1637698
32,-0.6004645,-0.2376599,"('unkind', 'kind')",0.8125183,0.9066612,0.1060269,0.3345007,-0.2284738
84,0.5967875,0.34771705,"('inferior', 'superior')",1.1450667,0.9334359,0.8709271,0.6405765,0.2303506
71,0.5899724,0.6712039,"('diffident', 'self-confident')",0.6617531,0.40323782,0.6258627,0.5372208,0.0886419
18,-0.5835684,-0.70738244,"('disagreeable', 'welcoming')",-0.22193673,-0.22334988,-0.4027526,-0.4653662,0.0626136
47,-0.57883346,-0.26913363,"('stupid', 'smart')",5.063904,5.4623814,2.2425351,2.5966239,-0.3540888
64,-0.5629858,-0.2986246,"('shy', 'confident')",-7.0673113,-6.8247013,-3.8151486,-3.5616629,-0.2534857
7,-0.551154,-0.37575942,"('insensitive', 'sensitive')",0.85573393,0.9819683,0.15229,0.3031044,-0.1508144
60,-0.54872185,-0.067048594,"('inefficient', 'efficient')",-0.5065472,0.1713868,-0.5276345,0.0521691,-0.5798036
65,-0.5279522,-0.4873736,"('insecure', 'secure')",-0.753369,-0.5211082,-0.6406606,-0.5042409,-0.1364197
61,-0.52456766,-0.35031518,"('illogical', 'logical')",0.24343224,0.19855985,-0.1405677,-0.0758777,-0.06469
48,0.5162598,0.19949451,"('unintelligent', 'intelligent')",0.8749744,0.58955586,0.6956171,0.3945252,0.3010919
21,-0.49957073,-0.2947333,"('immoral', 'moral')",-0.88363683,-0.74584186,-0.6916038,-0.5202876,-0.1713162
41,-0.47368658,-0.6072103,"('unforgiving', 'forgiving')",0.10877563,-0.2583926,-0.1824555,-0.4328014,0.2503459
20,-0.45790097,-0.5807116,"('rough', 'thoughtful')",0.9565272,0.8166554,0.2493131,0.1179719,0.1313412
14,-0.4350867,-0.42806798,"('antisocial', 'social')",-0.79597765,-0.9277536,-0.6155322,-0.6779108,0.0623786
77,-0.433078,-0.47834507,"('unmotivated', 'motivated')",-1.402487,-1.1869084,-0.9177825,-0.8326267,-0.0851558
19,-0.41706792,-0.32995665,"('inhospitable', 'hospitable')",0.5911918,0.61348456,0.087062,0.141764,-0.054702
54,-0.407637,-0.2985622,"('incapable', 'capable')",1.1015751,1.428754,0.3469691,0.5650959,-0.2181268
38,-0.40707144,0.07295912,"('untruthful', 'truthful')",0.17403637,0.6486341,-0.1165175,0.3607966,-0.4773141
23,-0.3995178,-0.19694886,"('insincere', 'sincere')",6.0577073,6.323485,2.8290946,3.0632679,-0.2341733
76,-0.38090226,-0.10006622,"('anxious', 'daring')",-0.23001099,0.17728163,-0.3054566,0.0386077,-0.3440643
35,0.3701498,0.09036765,"('corrupt', 'incorrupt')",0.31335405,-0.091867715,0.3417519,-0.00075,0.3425019
80,-0.34748292,-0.09071339,"('dominated', 'dominating')",-1.3409812,-1.2425538,-0.8442321,-0.6666336,-0.1775985
5,-0.33937854,-0.12900624,"('distant', 'outgoing')",-0.10818243,0.028314754,-0.2237805,-0.0503457,-0.1734348
3,-0.31593433,-0.58509773,"('repellent', 'pleasant')",0.33508936,0.034914453,0.0095775,-0.2750916,0.2846691
1,-0.30499446,-0.58990395,"('unfriendly', 'friendly')",2.3621523,2.092983,1.028579,0.7515395,0.2770395
50,-0.27830768,0.037984267,"('clumsy', 'skillful')",0.2945925,0.43127725,0.0081424,0.2346308,-0.2264884
74,-0.25555378,-0.05145935,"('undedicated', 'dedicated')",-0.049244627,-0.05193831,-0.1523992,-0.0516988,-0.1007004
2,0.24495444,0.54346305,"('unlikable', 'likable')",0.5088801,0.66717523,0.3769172,0.6053191,-0.2284019
37,-0.24267083,-0.27689415,"('fake', 'genuine')",0.40262845,0.5244134,0.0799788,0.1237596,-0.0437808
26,0.23347604,0.011484075,"('hardhearted', 'benevolent')",1.4814382,1.1927347,0.8574571,0.6021094,0.2553477
17,0.19804448,0.036356814,"('nasty', 'nice')",-0.2761564,-0.40392128,-0.039056,-0.1837822,0.1447262
88,-0.1970807,-0.15927283,"('low', 'eminent')",0.16975203,0.20562539,-0.0136643,0.0231763,-0.0368406
52,0.18114266,-0.088014856,"('irrational', 'rational')",0.21776798,0.007998368,0.1994553,-0.0400082,0.2394635
59,-0.18101132,0.0013264641,"('foolish', 'wise')",0.45990682,0.5084242,0.1394477,0.2548753,-0.1154276
49,-0.16277044,-0.15479103,"('unable', 'able')",-0.17010719,-0.14412333,-0.1664388,-0.1494572,-0.0169816
12,-0.15577042,0.3196241,"('unsupportive', 'supportive')",-1.6917437,-1.4976646,-0.9237571,-0.5890203,-0.3347368
16,0.15339263,0.32992372,"('unpopular', 'popular')",0.36437565,0.43603796,0.2588841,0.3829808,-0.1240967
25,0.13271542,0.14009184,"('egoistic', 'altruistic')",1.5381302,1.4267266,0.8354228,0.7834092,0.0520136
72,-0.121039376,0.06282934,"('unambitious', 'ambitious')",-0.60332394,-0.6210791,-0.3621817,-0.2791249,-0.0830568
36,0.10933837,-0.4234084,"('hostile', 'amicable')",0.5640999,-0.054607272,0.3367192,-0.2390078,0.575727
27,-0.10837531,-0.39282557,"('hardhearted', 'softhearted')",1.8664249,1.3984601,0.8790248,0.5028173,0.3762075
34,0.09918567,0.28013122,"('mean', 'honorable')",6.035298,6.4373345,3.0672417,3.3587329,-0.2914912
58,0.08957684,0.064287096,"('undiscriminating', 'discriminating')",0.49765047,0.27128637,0.2936137,0.1677867,0.125827
9,-0.0852167,-0.12332134,"('unaffectionate', 'caring')",1.3176197,1.1461713,0.6162015,0.511425,0.1047765
79,-0.08378446,0.2345511,"('wavering', 'unwavering')",0.29156923,0.39679527,0.1038924,0.3156732,-0.2117808
67,-0.07898752,0.19993845,"('doubtful', 'determined')",-0.88529915,-0.5047677,-0.4821433,-0.1524146,-0.3297287
30,-0.07633206,0.12921153,"('intolerant', 'tolerant')",0.62986594,1.0449872,0.276767,0.5870994,-0.3103324
66,-0.068054885,-0.042050585,"('inactive', 'active')",0.89245754,0.7027542,0.4122013,0.3303518,0.0818495
29,0.055573255,-0.14443739,"('unfair', 'fair')",0.067971416,-0.38099676,0.0617723,-0.2627171,0.3244894
4,0.04954739,0.43632832,"('disliked', 'liked')",-6.418697,-6.377774,-3.1845748,-2.9707227,-0.2138521
44,-0.043327108,0.05399865,"('prejudiced', 'unprejudiced')",-2.102464,-1.7230048,-1.0728955,-0.8345031,-0.2383924
15,0.036064714,-0.24758844,"('boring', 'funny')",0.79516655,0.43069565,0.4156156,0.0915536,0.324062
40,-0.035209756,-0.005562499,"('stingy', 'generous')",-1.1807547,-1.4361902,-0.6079822,-0.7208764,0.1128942
31,0.03440731,-0.17685044,"('evil', 'good')",-0.33640894,-1.0041721,-0.1510008,-0.5905113,0.4395105
75,-0.031564847,0.14417337,"('meek', 'impulsive')",-0.23695138,-0.1580061,-0.1342581,-0.0069164,-0.1273417
87,0.010313023,0.32111052,"('unsuccessful', 'successful')",0.5853177,0.79626524,0.2978154,0.5586879,-0.2608725
