,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
61,-0.54341674,-0.70805913,"('illogical', 'logical')",0.69809264,0.47591567,0.6073482,0.5288902,0.254008,0.0989156,0.1550924
44,0.5267803,0.39537683,"('prejudiced', 'unprejudiced')",-0.42827302,-0.38480908,-1.3892837,-1.4321681,-0.4302588,-0.4738668,0.043608
77,-0.47898144,-0.32710072,"('unmotivated', 'motivated')",0.89665914,0.8799178,-1.3555378,-1.4210254,-0.31262,-0.2894028,-0.0232172
58,-0.42468855,-0.19709879,"('undiscriminating', 'discriminating')",0.09518975,0.2715812,-0.043616924,0.03522753,-0.1243719,0.03657,-0.1609419
88,0.37711805,0.5073949,"('low', 'eminent')",0.43668932,0.43341494,-0.6643301,-0.5481289,0.0498257,0.1308936,-0.0810679
80,-0.35864264,-0.70463485,"('dominated', 'dominating')",0.7505811,0.5820685,-0.21221259,-0.4966088,0.0599086,-0.2063917,0.2663003
87,0.32680944,-0.0076401755,"('unsuccessful', 'successful')",0.5939436,0.4582766,1.2419252,1.1671662,0.7208927,0.5392675,0.1816252
64,-0.3232092,-0.30815604,"('shy', 'confident')",-0.5194112,-0.58301383,-6.387586,-6.384647,-2.4100688,-2.4252723,0.0152035
5,0.3145412,0.46328825,"('distant', 'outgoing')",-0.8355436,-0.7577786,-0.96019256,-0.7897179,-0.4937317,-0.3614028,-0.1323289
20,-0.3048686,-0.114251435,"('rough', 'thoughtful')",1.0634891,1.2717046,0.73154604,0.85108477,0.4967222,0.6695126,-0.1727904
39,-0.28635275,-0.535288,"('exploitative', 'cooperative')",0.8683085,0.6662007,0.7381192,0.66638654,0.440025,0.2657664,0.1742586
49,-0.27701595,-0.38295725,"('unable', 'able')",0.8831647,0.7281019,-0.28623316,-0.44060874,0.1066385,-0.0318214,0.1384599
40,-0.25371033,0.039505146,"('stingy', 'generous')",0.18060674,0.35495016,-1.7491918,-1.627215,-0.6074318,-0.4109199,-0.1965119
17,0.21448965,0.21869673,"('nasty', 'nice')",-0.6727522,-0.57440287,-0.6228739,-0.57465833,-0.3603788,-0.3101215,-0.0502573
19,0.20959881,0.19353269,"('inhospitable', 'hospitable')",-0.40731466,-0.3747504,-0.62812704,-0.44400686,-0.275281,-0.2084082,-0.0668728
8,-0.17186895,0.009050362,"('unaffectionate', 'affectionate')",0.38945657,0.5128414,0.67805666,0.92457575,0.2985481,0.4821558,-0.1836077
15,0.16578747,0.3447504,"('boring', 'funny')",0.014990956,0.07054918,0.05662609,0.19557072,0.0791348,0.2036234,-0.1244886
78,-0.15808263,-0.082034454,"('nonresilient', 'resilient')",1.5220833,1.5726042,0.340094,0.3386318,0.5680315,0.6097338,-0.0417023
18,-0.14897437,0.014044255,"('disagreeable', 'welcoming')",0.34213126,0.39835358,-0.60316664,-0.5349841,-0.1366699,-0.0408621,-0.0958078
84,0.067522764,0.1388767,"('inferior', 'superior')",0.3395677,0.3347112,0.91066444,0.9580604,0.4392516,0.4772161,-0.0379645
54,-0.033361763,0.020651866,"('incapable', 'capable')",0.1473664,0.18773764,0.7575304,0.8720909,0.2905117,0.3601601,-0.0696484
6,0.0069318153,0.2110315,"('distant', 'open')",-1.2579477,-1.2013983,-0.7593313,-0.5456418,-0.6701157,-0.5120029,-0.1581128
67,-0.0032271445,-0.049059108,"('doubtful', 'determined')",-0.30080074,-0.49009305,-0.9327177,-0.97742873,-0.4122485,-0.5055269,0.0932784
83,-0.0005077943,-0.015799947,"('powerless', 'powerful')",0.085518986,0.04456202,-1.1173676,-1.1090374,-0.3441188,-0.3600918,0.015973
