,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,0.5585445,0.763068,"('hostile', 'amicable')",-0.38196415,-0.5358463,0.0882902,0.1136109,-0.0253207
2,0.5533946,0.74106354,"('unlikable', 'likable')",0.67684543,1.0685192,0.6151201,0.9047914,-0.2896713
42,-0.5307398,-0.62728846,"('unreliable', 'reliable')",-2.810421,-2.7977147,-1.6705804,-1.7125015,0.0419211
27,-0.4998329,-0.7181346,"('hardhearted', 'softhearted')",1.177009,0.73875475,0.3385881,0.0103101,0.328278
34,-0.48508382,-0.34535053,"('mean', 'honorable')",5.1072707,4.8136134,2.3110933,2.2341313,0.076962
16,0.4785319,0.4254453,"('unpopular', 'popular')",0.36101878,0.36809117,0.4197753,0.3967682,0.0230071
54,-0.44724914,-0.14509328,"('incapable', 'capable')",0.42848706,0.43192905,-0.009381,0.1434179,-0.1527989
78,-0.44543344,-0.7579197,"('nonresilient', 'resilient')",0.16144013,-0.2089261,-0.1419967,-0.4834229,0.3414262
30,-0.4089397,-0.17326453,"('intolerant', 'tolerant')",0.73634815,1.1463988,0.1637042,0.4865671,-0.3228629
38,-0.36763883,-0.27750462,"('untruthful', 'truthful')",-0.32671416,-0.21427833,-0.3471765,-0.2458915,-0.101285
5,0.34116006,0.3776865,"('distant', 'outgoing')",-0.73540807,-0.7532416,-0.197124,-0.1877775,-0.0093465
64,-0.3293442,-0.29138038,"('shy', 'confident')",-5.941999,-5.340572,-3.1356716,-2.8159761,-0.3196955
83,-0.32689545,-0.2548714,"('powerless', 'powerful')",-0.8278333,-0.9606975,-0.5773644,-0.6077845,0.0304201
4,-0.3249816,-0.5194873,"('disliked', 'liked')",-6.386774,-6.192176,-3.3558779,-3.3558316,-4.63e-05
74,-0.32251504,-0.18670383,"('undedicated', 'dedicated')",-0.44607806,-0.46717167,-0.3842965,-0.3269377,-0.0573588
66,-0.3215019,-0.22440353,"('inactive', 'active')",0.65588504,0.47242144,0.1671916,0.124009,0.0431826
53,-0.29694217,-0.0057738833,"('uncreative', 'creative')",0.27060902,0.06737268,-0.0131666,0.0307994,-0.043966
29,-0.29016647,-0.5074153,"('unfair', 'fair')",-0.43100816,-0.58714354,-0.3605873,-0.5472794,0.1866921
17,-0.2899231,-0.29722056,"('nasty', 'nice')",-0.6375555,-0.36823246,-0.4637393,-0.3327265,-0.1310128
12,-0.28943223,-0.14870922,"('unsupportive', 'supportive')",-1.8187793,-1.7262375,-1.0541058,-0.9374734,-0.1166324
15,0.28324604,0.32656044,"('boring', 'funny')",-0.41200075,-0.44409797,-0.0643774,-0.0587688,-0.0056086
58,-0.27976194,-0.49999,"('undiscriminating', 'discriminating')",0.05487834,-0.17373432,-0.1124418,-0.3368621,0.2244203
84,0.27666482,0.10933563,"('inferior', 'superior')",0.8855301,0.8622179,0.5810975,0.4857768,0.0953207
48,-0.22090879,-0.100319676,"('unintelligent', 'intelligent')",0.8203502,0.7941891,0.2997207,0.3469347,-0.047214
6,0.1999121,0.24782257,"('distant', 'open')",-0.7153333,-0.9644896,-0.2577106,-0.3583335,0.1006229
67,-0.18690039,-0.2520779,"('doubtful', 'determined')",-0.28896517,-0.1515499,-0.2379328,-0.2018139,-0.0361189
40,0.18131499,0.13874097,"('stingy', 'generous')",-1.7566018,-1.8436432,-0.7876434,-0.8524511,0.0648077
88,0.15757279,0.570033,"('low', 'eminent')",-0.55373234,-0.474157,-0.1980798,0.047938,-0.2460178
32,-0.15572923,0.1965761,"('unkind', 'kind')",0.5229833,0.49119133,0.183627,0.3438837,-0.1602567
44,0.14694272,-0.06339406,"('prejudiced', 'unprejudiced')",-1.3125885,-1.1450143,-0.5828229,-0.6042042,0.0213813
1,-0.14035803,-0.13274582,"('unfriendly', 'friendly')",1.1964386,0.81913173,0.5280403,0.343193,0.1848473
61,0.09528234,0.33658496,"('illogical', 'logical')",0.7734557,0.73325455,0.434369,0.5349197,-0.1005507
9,0.082099505,0.13534057,"('unaffectionate', 'caring')",0.9761598,0.58262986,0.5291297,0.3589852,0.1701445
18,-0.0707456,0.30076116,"('disagreeable', 'welcoming')",-0.6162674,-0.40152317,-0.3435065,-0.050381,-0.2931255
26,0.06613571,0.07701623,"('hardhearted', 'benevolent')",1.4668541,1.4000126,0.7664949,0.7385144,0.0279805
24,-0.039898615,0.10075031,"('dishonest', 'honest')",0.5718985,0.4250186,0.2659999,0.2628845,0.0031154
87,-0.008562304,-0.10016734,"('unsuccessful', 'successful')",1.2007678,1.1863556,0.5961027,0.5430941,0.0530086
