,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
32,0.3838242,0.85733855,"('unkind', 'kind')",1.0614177,1.1900618,1.4036064,1.1550648,0.9496161,1.0674884,-0.1178723
66,0.3811038,0.4895181,"('inactive', 'active')",0.20074677,-0.17317158,0.47149017,0.27596483,0.3511136,0.1974371,0.1536765
63,0.3803189,0.67196596,"('unperceptive', 'insightful')",0.53158814,0.8244726,0.72238463,0.8787558,0.5447639,0.7917314,-0.2469675
61,-0.36824298,-0.15287623,"('illogical', 'logical')",0.32608572,0.34235302,0.62515336,0.5717864,0.194332,0.2537544,-0.0594224
13,-0.36614883,0.7421389,"('impolite', 'polite')",0.3657058,0.72708035,-0.15922421,0.12820515,-0.0532224,0.5324748,-0.5856972
37,0.34187227,0.36225143,"('fake', 'genuine')",0.009838035,-0.26955456,0.31137276,-4.6061352e-05,0.2210277,0.0308836,0.1901441
43,0.3392281,1.1130661,"('irresponsible', 'responsible')",0.9421262,1.1050994,1.1155486,1.0816352,0.7989677,1.0999335,-0.3009658
39,0.32311893,1.1065707,"('exploitative', 'cooperative')",0.8068996,1.2002263,0.07773871,0.16248217,0.4025857,0.8230931,-0.4205074
74,0.31672043,0.6252282,"('undedicated', 'dedicated')",0.3230693,0.35730124,-0.032053314,-0.374367,0.2025788,0.2027208,-0.000142
0,-0.30252057,0.2490963,"('unsociable', 'sociable')",-0.35203603,-0.30498686,0.057626724,0.24462035,-0.1989766,0.0629099,-0.2618865
60,0.28548697,1.3415662,"('inefficient', 'efficient')",0.5971505,1.0656826,0.45987424,0.8714332,0.4475039,1.0928941,-0.6453902
86,-0.28430426,-0.18874127,"('uninfluential', 'influential')",-0.7088957,-0.7111169,-0.19222283,-0.008004885,-0.3951409,-0.302621,-0.0925199
9,0.28154767,-0.0098016225,"('unaffectionate', 'caring')",0.5134276,0.31598896,1.1642479,0.87169546,0.6530744,0.3926276,0.2604468
1,-0.27920184,-1.0018878,"('unfriendly', 'friendly')",-0.13138917,-0.60441494,1.4482031,0.54749066,0.3458707,-0.3529374,0.6988081
3,0.27611226,0.26988247,"('repellent', 'pleasant')",0.31376126,0.5172002,0.9512799,1.1175497,0.5137178,0.6348774,-0.1211596
83,0.2645472,0.4539151,"('powerless', 'powerful')",0.79931986,0.8519359,-0.8457507,-0.6286585,0.0727055,0.2257308,-0.1530253
75,0.25367945,-0.4805608,"('meek', 'impulsive')",0.03811436,-0.34885237,-0.7668927,-0.8088597,-0.1583663,-0.546091,0.3877247
15,0.24489915,0.04560589,"('boring', 'funny')",0.25285584,0.07314071,-0.3140314,-0.38043457,0.0612412,-0.0872293,0.1484705
17,-0.23934735,-0.57241094,"('nasty', 'nice')",0.37573418,0.4623907,-0.82410514,-0.7306262,-0.2292394,-0.2802155,0.0509761
25,0.20880733,-0.5305776,"('egoistic', 'altruistic')",-0.51934654,-0.5679537,0.5596329,0.44777277,0.0830312,-0.2169195,0.2999507
2,0.19144177,0.87047917,"('unlikable', 'likable')",1.9984443,2.1579473,0.6976428,0.61504626,0.9625096,1.2144909,-0.2519813
34,-0.19058216,0.006626725,"('mean', 'honorable')",0.69875515,0.7164143,5.864871,5.8411393,2.124348,2.1880601,-0.0637121
59,0.17568335,0.107732594,"('foolish', 'wise')",0.22184646,0.17151153,-0.23267183,-0.4460408,0.0549527,-0.0555989,0.1105516
8,0.17412892,-0.5078093,"('unaffectionate', 'affectionate')",-0.21669021,-0.58916605,0.3898943,-0.062125634,0.1157777,-0.386367,0.5021447
21,-0.16949435,0.8891612,"('immoral', 'moral')",0.4066258,0.84515464,-0.56981534,0.3171909,-0.1108946,0.6838356,-0.7947302
67,0.14957817,0.94888365,"('doubtful', 'determined')",0.69709176,0.7044153,-0.2161412,-0.20854735,0.2101762,0.4815839,-0.2714077
79,0.1266564,-0.33662394,"('wavering', 'unwavering')",-0.14850834,-0.22785264,-0.5256574,-0.6447058,-0.1825031,-0.4030608,0.2205577
44,0.11646621,0.18150933,"('prejudiced', 'unprejudiced')",-0.055741597,-0.13439725,-1.2526302,-1.097939,-0.3973019,-0.3502756,-0.0470263
30,0.1151369,0.773994,"('intolerant', 'tolerant')",1.2319069,1.3977014,0.5974731,0.604129,0.6481723,0.9252748,-0.2771025
48,-0.111430176,0.20413695,"('unintelligent', 'intelligent')",-0.33499512,-0.06495036,0.7387082,0.98046297,0.0974276,0.3732165,-0.2757889
73,0.108833924,0.1281981,"('helpless', 'self-reliant')",0.4068732,0.39698273,-4.049667,-3.8699903,-1.1779866,-1.1149365,-0.0630501
23,-0.0973666,0.52863395,"('insincere', 'sincere')",1.5871689,1.6709466,6.8772216,6.789695,2.7890078,2.996425,-0.2074172
57,0.0862924,-0.535475,"('unimaginative', 'imaginative')",0.44988483,0.18093193,-2.5994773,-2.8819156,-0.6877667,-1.0788196,0.3910529
47,0.08167109,0.47730815,"('stupid', 'smart')",0.069372885,0.15073377,5.56202,5.7156286,1.9043546,2.1145568,-0.2102022
41,-0.07431808,-0.21827167,"('unforgiving', 'forgiving')",1.0028825,1.0701783,0.10902584,-0.32121602,0.3458634,0.1768969,0.1689665
29,-0.056449115,-0.022094756,"('unfair', 'fair')",-0.2813773,-0.244322,-0.29682046,-0.46543297,-0.211549,-0.2439499,0.0324009
68,0.056189753,0.54276645,"('dependent', 'independent')",-1.838736,-1.737416,-1.4069247,-1.0321943,-1.063157,-0.7422813,-0.3208757
38,-0.024250876,-0.060438864,"('untruthful', 'truthful')",0.48392746,0.46123043,-0.07840603,-0.3642669,0.1270902,0.0121749,0.1149153
27,-0.012293611,-0.06271653,"('hardhearted', 'softhearted')",0.46137545,0.32867002,0.8767055,0.5599293,0.4419291,0.2752943,0.1666348
11,3.3333898e-05,0.7160333,"('unhelpful', 'helpful')",0.65491045,0.9070163,2.818654,2.824065,1.1578659,1.4823715,-0.3245056
