,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
88,0.42606062,0.35993356,"('low', 'eminent')",0.36125723,0.2700671,-0.4837493,-0.6214407,0.1011895,0.0028533,0.0983362
52,0.38640043,0.13419557,"('irrational', 'rational')",-0.49813902,-0.7404563,-0.11866768,-0.32711738,-0.0768021,-0.311126,0.2343239
44,0.30633715,0.3429952,"('prejudiced', 'unprejudiced')",-0.5277861,-0.4391494,-1.5534668,-1.4810845,-0.5916386,-0.5257462,-0.0658924
49,-0.30061263,-0.3247543,"('unable', 'able')",1.0157166,1.1070652,-0.27709645,-0.059926208,0.1460025,0.2407949,-0.0947924
54,-0.2923263,-0.33131793,"('incapable', 'capable')",-0.021731297,-0.065378554,0.49352702,0.7020318,0.0598231,0.1017784,-0.0419553
58,-0.27013057,-0.45174527,"('undiscriminating', 'discriminating')",0.10095156,-0.07817752,0.017251458,-0.21513547,-0.0506425,-0.2483527,0.1977102
64,-0.2681117,-0.068433404,"('shy', 'confident')",-0.38462946,-0.21119733,-5.643091,-5.3552012,-2.0986109,-1.8782773,-0.2203336
15,0.26460594,0.08043418,"('boring', 'funny')",-0.10542375,-0.18304642,0.13653056,0.16107473,0.0985709,0.0194875,0.0790834
5,0.2619188,0.096029356,"('distant', 'outgoing')",-0.9878215,-0.8948472,-0.7460845,-0.781318,-0.4906624,-0.5267119,0.0360495
8,-0.26027957,-0.5366072,"('unaffectionate', 'affectionate')",-0.04135851,-0.26894346,0.15792543,-0.14716372,-0.0479042,-0.3175715,0.2696673
78,-0.24983448,-0.18620795,"('nonresilient', 'resilient')",1.5406555,1.7078203,0.38341275,0.47384626,0.5580779,0.6651529,-0.107075
67,0.21726139,0.22047378,"('doubtful', 'determined')",0.08307032,0.0766474,-0.5114593,-0.53050816,-0.0703759,-0.0777957,0.0074198
84,0.18013424,0.21247756,"('inferior', 'superior')",0.3890576,0.43904898,1.1362258,1.2107353,0.5684725,0.620754,-0.0522815
20,-0.13625684,-0.22582328,"('rough', 'thoughtful')",1.0717984,1.021675,0.7318089,0.61872804,0.5557835,0.4715266,0.0842569
83,0.1252145,0.06941825,"('powerless', 'powerful')",0.34851605,0.41429538,-0.96147716,-0.90708846,-0.1625822,-0.1411249,-0.0214573
18,-0.08682405,-0.07853485,"('disagreeable', 'welcoming')",0.13329801,0.12076636,-0.50878364,-0.52591276,-0.1541032,-0.1612271,0.0071239
40,0.054662533,0.14449313,"('stingy', 'generous')",0.23326258,0.338351,-1.4899943,-1.6523322,-0.4006897,-0.3898294,-0.0108603
19,-0.033850066,-0.1677148,"('inhospitable', 'hospitable')",-0.80260247,-0.9350929,-0.6763615,-0.6814045,-0.5042713,-0.5947374,0.0904661
6,0.024964347,-0.14640011,"('distant', 'open')",-1.6156677,-1.593427,-0.9833212,-1.1015487,-0.8580082,-0.9471253,0.0891171
17,0.016868295,-0.08386923,"('nasty', 'nice')",-0.81453913,-0.82408464,-0.56764406,-0.57394147,-0.455105,-0.4939651,0.0388601
87,-0.0138203055,-0.059136435,"('unsuccessful', 'successful')",0.5549965,0.5506288,1.0186344,1.1801788,0.5199369,0.5572237,-0.0372868
