,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
51,-0.382846,-0.45338094,"('uneducated', 'educated')",-0.8949359,-0.74304986,1.0661649,1.0067447,0.8122394,0.7520395,0.1501556,0.1405884,0.0095672
14,0.36345637,0.067488045,"('antisocial', 'social')",-0.01761765,0.1537465,1.0357271,1.029534,-0.8795117,-0.78626055,0.1255135,0.116127,0.0093865
22,0.34333882,0.18778546,"('untrustworthy', 'trustworthy')",-0.7370181,-0.6650116,1.0953469,1.0422252,-1.0208598,-0.99541277,-0.079798,-0.1076034,0.0278054
50,-0.34105253,-0.28750074,"('clumsy', 'skillful')",0.19562206,0.23431957,-0.025011633,0.08109321,0.3186522,0.15119857,0.0370525,0.0447777,-0.0077252
53,0.33761102,0.3090918,"('uncreative', 'creative')",0.7743181,0.62213594,0.1056119,0.18522155,1.4799944,1.3616922,0.6743839,0.6195354,0.0548485
3,0.32657862,0.20859812,"('repellent', 'pleasant')",-0.38497975,-0.23055294,0.9009406,0.8790525,0.49815324,0.31500497,0.3351732,0.2930257,0.0421475
34,0.31945932,0.4346379,"('mean', 'honorable')",0.29814562,0.5070852,-0.348212,-0.07080421,6.221793,6.11018,1.6227965,1.7452747,-0.1224782
75,-0.31242114,-0.28636026,"('meek', 'impulsive')",0.06563764,0.09929677,-1.293499,-1.1504719,-0.5605639,-0.58444124,-0.5252116,-0.4804941,-0.0447175
17,-0.29151392,-0.2697109,"('nasty', 'nice')",-0.1362791,-0.064628124,-1.2653356,-1.3597943,-0.80860656,-0.8182149,-0.6254338,-0.628087,0.0026532
71,0.29011616,0.4025283,"('diffident', 'self-confident')",1.0115187,1.0521498,-0.23574667,-0.15726885,0.5100634,0.41509372,0.3939879,0.4281257,-0.0341378
54,0.28976884,0.4245417,"('incapable', 'capable')",-0.27956104,-0.12768215,-0.19098403,-0.118560076,0.73311,0.65409964,0.1380834,0.2080998,-0.0700164
79,-0.2731057,-0.14769438,"('wavering', 'unwavering')",-0.51303273,-0.7136127,-1.8654323,-1.771053,-0.15068576,-0.28201023,-0.7005641,-0.7285926,0.0280285
58,0.26093042,-0.16062096,"('undiscriminating', 'discriminating')",0.8084839,0.4917231,0.90517753,0.7472484,0.14153853,0.06301102,0.5290326,0.2853404,0.2436922
87,0.25016654,0.15237185,"('unsuccessful', 'successful')",0.23777027,0.114873745,2.1949754,1.9592036,0.89520067,0.71208686,0.8945282,0.734634,0.1598942
47,-0.24850784,-0.16091774,"('stupid', 'smart')",-0.0043659434,0.18672752,0.8802168,1.0484205,5.6552315,5.260393,1.5706437,1.5836558,-0.0130121
69,-0.24815202,-0.22451642,"('lazy', 'industrious')",1.3600641,1.1353519,0.4354504,0.28876054,-0.9522027,-0.9518368,0.14879,0.0619398,0.0868502
2,0.22397783,0.4491635,"('unlikable', 'likable')",0.33396393,0.5434001,1.3006324,1.5233974,0.49968207,0.75404596,0.5895641,0.8175018,-0.2279377
32,-0.21910289,0.05896381,"('unkind', 'kind')",-0.29002628,-0.08201038,0.56705004,0.5862806,0.9901865,1.047449,0.2620268,0.4026707,-0.1406439
41,0.20864822,0.28666908,"('unforgiving', 'forgiving')",-1.1556435,-1.0339943,0.5391551,0.5345846,0.30041403,0.3536759,-0.0268565,0.0352338,-0.0620903
33,0.18072969,0.24767052,"('wrong', 'right')",1.2847372,1.0789229,0.1251726,0.0071187913,-0.6765466,-0.6753461,0.2285233,0.1645915,0.0639318
38,-0.1616391,-0.013554113,"('untruthful', 'truthful')",0.006678488,0.14503726,-0.84270537,-0.6805092,-0.010065323,0.29760835,-0.2519328,-0.0628544,-0.1890784
25,-0.16011122,-0.06368937,"('egoistic', 'altruistic')",0.8527069,0.6784968,-0.64798903,-0.6533444,1.1215547,0.9988812,0.2915404,0.2400861,0.0514543
13,0.14843905,0.4284552,"('impolite', 'polite')",0.0051084794,0.45994797,0.41927123,0.7299995,-0.023070134,0.20204431,0.1374371,0.4551117,-0.3176746
66,0.14583747,-0.18193346,"('inactive', 'active')",0.17637789,-0.13416825,0.9546787,0.7868721,1.0782437,0.7406907,0.5887845,0.3028653,0.2859192
29,-0.14289308,-0.24024865,"('unfair', 'fair')",-0.25078282,-0.32466477,-0.65565634,-0.69317067,-0.8342685,-0.87623805,-0.4709002,-0.5335805,0.0626803
0,0.129352,-0.26642305,"('unsociable', 'sociable')",-0.70221287,-0.73536134,0.6194596,0.31215787,-0.384046,-0.52955174,-0.0843618,-0.3047945,0.2204327
64,0.11542169,0.06260001,"('shy', 'confident')",0.7208744,0.7639169,1.2238076,1.2172273,-6.1998596,-5.873287,-1.0349391,-0.9573857,-0.0775534
49,-0.109618224,0.05415372,"('unable', 'able')",-0.6472034,-0.3737972,-0.63640916,-0.5599373,-0.41284117,-0.3910806,-0.451518,-0.3176653,-0.1338527
83,0.105867505,0.0021053478,"('powerless', 'powerful')",0.028222118,0.06678861,-0.5163431,-0.4586756,-0.8605872,-0.9560489,-0.3107102,-0.3364576,0.0257474
78,-0.07090046,-0.37712035,"('nonresilient', 'resilient')",0.043482065,-0.19823074,0.7699285,0.3959172,0.56412125,0.24946915,0.3266578,0.0175088,0.309149
59,-0.044907883,0.37605417,"('foolish', 'wise')",0.70686686,0.60004395,-1.0293716,-1.1284907,0.06476533,0.006758878,-0.0756618,-0.0364084,-0.0392534
63,0.021389553,0.21276256,"('unperceptive', 'insightful')",0.3193871,0.34322822,1.3243067,1.3806615,1.4845608,1.3136475,0.7874111,0.812575,-0.0251639
1,-0.013201276,0.2736368,"('unfriendly', 'friendly')",0.47587126,0.13253772,-0.32166725,-0.5114576,1.3294492,1.3447925,0.367613,0.3098773,0.0577357
61,-0.008753795,-0.11440827,"('illogical', 'logical')",0.07477492,0.14486435,0.42866802,0.192807,0.23256086,0.12766968,0.1818125,0.0877332,0.0940793
15,0.006269317,-0.18161955,"('boring', 'funny')",0.36987633,0.463505,-1.2618289,-1.169002,0.096714765,0.10701242,-0.1972421,-0.195026,-0.0022161
