,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
50,0.5277489,0.5838231,"('clumsy', 'skillful')",0.45911232,0.3042589,0.45553488,0.35424495,0.4807987,0.414109,0.0666897
9,-0.5127758,-1.0121183,"('unaffectionate', 'caring')",0.06360765,-0.3498901,1.3872921,1.4206091,0.312708,0.0195336,0.2931744
84,0.50638324,0.46387008,"('inferior', 'superior')",0.27193704,0.2984439,1.0578432,0.92594624,0.6120545,0.5627534,0.0493011
16,-0.48114982,-0.5987299,"('unpopular', 'popular')",-0.6330447,-0.9246464,0.4886592,0.24580066,-0.2085118,-0.4258585,0.2173467
47,-0.46005884,-0.075151324,"('stupid', 'smart')",0.4361566,0.69640726,4.6903243,5.270562,1.555474,1.9639393,-0.4084653
18,-0.4537178,-0.68319726,"('disagreeable', 'welcoming')",-0.06570849,-0.2599223,0.0016193315,-0.22272272,-0.1726023,-0.3886141,0.2160118
52,0.45229897,-0.08923662,"('irrational', 'rational')",-0.71569484,-1.0792536,0.41926384,0.3242515,0.051956,-0.2814129,0.3333689
11,-0.4514771,-0.14698005,"('unhelpful', 'helpful')",0.8174281,0.9209886,1.3684615,1.4895923,0.5781375,0.7545336,-0.1763961
78,-0.44389394,-0.51696813,"('nonresilient', 'resilient')",1.2649435,1.146768,0.3823758,0.011462832,0.4011418,0.2137542,0.1873876
8,-0.40021223,-0.7802515,"('unaffectionate', 'affectionate')",-0.06551804,-0.43410265,1.2567438,1.2667997,0.2636712,0.0174818,0.2461894
14,0.3935588,0.14918697,"('antisocial', 'social')",1.7548321,1.8073806,-0.9396538,-1.0031512,0.4029124,0.3178054,0.085107
27,-0.37177375,-0.26526338,"('hardhearted', 'softhearted')",0.23559393,0.107284516,1.5671295,1.6752973,0.4769832,0.5057728,-0.0287896
72,-0.37167448,-0.35315678,"('unambitious', 'ambitious')",-0.04290673,-0.055198453,-1.165907,-0.9712012,-0.5268294,-0.4598521,-0.0669773
22,-0.3702973,-0.3389263,"('untrustworthy', 'trustworthy')",-0.18515077,-0.17501861,-0.895673,-0.8520171,-0.483707,-0.4553207,-0.0283863
3,-0.35795015,-0.34120676,"('repellent', 'pleasant')",0.5351249,0.44921333,0.23640227,0.23334779,0.137859,0.1137848,0.0240742
41,-0.3577155,-0.8071045,"('unforgiving', 'forgiving')",-0.78204155,-1.016135,0.29046145,-0.07384954,-0.2830985,-0.632363,0.3492645
28,-0.3521604,-1.003426,"('disloyal', 'loyal')",0.50630087,-0.10024686,1.035491,0.90092295,0.3965438,-0.0675833,0.4641271
4,-0.3519308,-0.80205566,"('disliked', 'liked')",-0.93330836,-0.9151465,-5.731133,-6.179356,-2.3387907,-2.6321861,0.2933954
37,0.33745968,0.42904225,"('fake', 'genuine')",-0.14704674,-0.22432168,0.5020859,0.70548344,0.230833,0.3034013,-0.0725683
64,-0.33568072,-0.64925045,"('shy', 'confident')",-0.24368073,-0.35704905,-6.5695777,-6.8880224,-2.3829797,-2.6314406,0.2484609
49,-0.3244689,0.0056112073,"('unable', 'able')",0.36198497,0.54913867,-0.21235338,0.03297988,-0.0582791,0.1959099,-0.254189
35,0.3104908,0.11170848,"('corrupt', 'incorrupt')",-1.0062698,-1.3052967,0.28625515,0.18447025,-0.136508,-0.3363726,0.1998646
17,0.2926666,0.09127732,"('nasty', 'nice')",-0.60346985,-0.78537595,-0.54755586,-0.6411278,-0.2861197,-0.4450755,0.1589558
13,-0.2830397,-0.4224501,"('impolite', 'polite')",0.34103173,0.2851147,-0.9147927,-0.7321834,-0.2856002,-0.2898396,0.0042394
67,0.27391177,0.5842859,"('doubtful', 'determined')",-0.46907622,-0.04733344,-1.0958375,-0.99263245,-0.430334,-0.1518933,-0.2784407
15,0.27329746,0.050805487,"('boring', 'funny')",-0.40549418,-0.34069908,0.51466525,0.620705,0.1274895,0.1102705,0.017219
62,-0.25977618,-0.005841274,"('incompetent', 'brilliant')",1.3570206,1.5568665,-0.6393746,-0.28538683,0.1526233,0.4218795,-0.2692562
56,-0.2555493,-0.31712028,"('impractical', 'practical')",0.3383354,0.5865528,-1.2833663,-1.063011,-0.4001934,-0.2645262,-0.1356672
2,-0.24395815,-0.23048256,"('unlikable', 'likable')",0.26524794,0.15039551,0.34345642,0.3827711,0.1215821,0.1008947,0.0206874
76,-0.22992772,0.3381174,"('anxious', 'daring')",0.42816457,0.84610283,-0.40726575,-0.1016139,-0.0696763,0.3608688,-0.4305451
25,-0.16674578,-0.3883966,"('egoistic', 'altruistic')",0.02798621,-0.24717301,2.1849926,2.0983891,0.6820776,0.4876065,0.1944711
31,-0.16649151,-0.61147374,"('evil', 'good')",-1.1665434,-1.5023237,-0.29968956,-0.60857064,-0.5442415,-0.907456,0.3632145
87,0.1627613,0.14122826,"('unsuccessful', 'successful')",0.8963001,0.9508833,0.66065514,0.6397503,0.5732388,0.5772873,-0.0040485
55,-0.161727,-0.39243248,"('incompetent', 'clever')",1.3248962,1.0802811,-0.36488947,-0.43322474,0.2660933,0.0848746,0.1812187
30,-0.1612708,-0.34323448,"('intolerant', 'tolerant')",1.3837432,1.1996739,0.7603332,0.7523944,0.6609352,0.5362779,0.1246573
59,0.15497875,0.11553457,"('foolish', 'wise')",-0.22066647,-0.54170704,0.47916338,0.4116068,0.1378252,-0.0048552,0.1426804
44,0.14789444,0.9484878,"('prejudiced', 'unprejudiced')",-0.29558676,0.42765942,-1.2722882,-1.1301451,-0.4733268,0.0820007,-0.5553275
33,0.13356258,-0.34091744,"('wrong', 'right')",0.3261298,0.1343196,-0.047961023,-0.3024237,0.1372438,-0.1696738,0.3069176
7,0.13031891,-0.12013278,"('insensitive', 'sensitive')",0.75179243,0.73517543,0.9760965,0.9977794,0.6194026,0.5376074,0.0817952
60,0.107774734,0.09194536,"('inefficient', 'efficient')",1.770765,1.8459172,-0.97066516,-0.7220721,0.3026248,0.4052635,-0.1026387
29,0.105288886,0.007685546,"('unfair', 'fair')",-0.9588052,-0.9939665,-0.39001113,-0.3851325,-0.4145091,-0.4571378,0.0426287
36,-0.0960947,-0.72168547,"('hostile', 'amicable')",-0.79213935,-1.2918293,1.059713,0.72522247,0.0571597,-0.4294308,0.4865905
42,-0.091741264,0.22738704,"('unreliable', 'reliable')",-1.4106028,-1.0644608,-3.0879653,-2.8187797,-1.530103,-1.2186178,-0.3114852
85,-0.09144954,-0.60543114,"('insignificant', 'prestigious')",-0.054677136,-0.37581402,1.3208663,0.98173183,0.3915799,0.0001622,0.3914177
40,0.06221141,-0.27151868,"('stingy', 'generous')",-0.015621558,-0.16882056,-0.9499718,-1.3287636,-0.3011273,-0.5897009,0.2885736
75,-0.04874361,0.38999504,"('meek', 'impulsive')",-0.40487832,-0.14229792,-0.121851705,-0.06993776,-0.1918245,0.0592531,-0.2510776
71,0.047433153,-0.14548115,"('diffident', 'self-confident')",0.52417207,0.53436095,0.50870395,0.55045205,0.3601031,0.3131106,0.0469925
65,-0.0294191,-0.046502613,"('insecure', 'secure')",0.20156108,0.21884775,-0.9602007,-0.7653063,-0.2626863,-0.1976537,-0.0650326
80,-0.02777876,0.34486404,"('dominated', 'dominating')",0.6060681,0.8050546,-1.4760294,-1.239301,-0.2992467,-0.0297941,-0.2694526
12,-0.022181313,-0.35087585,"('unsupportive', 'supportive')",0.4963643,0.3512753,-1.5233711,-1.7458484,-0.3497294,-0.5818163,0.2320869
74,-0.010415604,-0.44859236,"('undedicated', 'dedicated')",0.24835134,0.08180344,0.16242722,-0.0021846658,0.1334543,-0.1229912,0.2564455
