,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
78,0.26833832,0.23960333,"('nonresilient', 'resilient')",0.5866146,0.4486598,0.4274765,0.3441316,0.0833449
71,-0.26281577,-0.32236052,"('diffident', 'self-confident')",0.31810528,0.16349493,0.0276448,-0.0794328,0.1070776
10,-0.2590029,-0.19728076,"('unsympathetic', 'sympathetic')",-0.60201335,-0.55523187,-0.4305081,-0.3762563,-0.0542518
86,-0.24856988,-0.5904293,"('uninfluential', 'influential')",0.2062774,0.126599,-0.0211462,-0.2319151,0.2107689
69,0.22251552,-0.2355192,"('lazy', 'industrious')",0.131596,-0.34512246,0.1770558,-0.2903208,0.4673766
22,0.22175194,0.18507439,"('untrustworthy', 'trustworthy')",-1.1511092,-1.0161227,-0.4646786,-0.4155242,-0.0491544
87,0.2211483,0.26405013,"('unsuccessful', 'successful')",0.990122,1.0178226,0.6056352,0.6409364,-0.0353012
46,0.20194145,0.52449894,"('uncompetitive', 'competitive')",-0.71709913,-0.5050793,-0.2575788,0.0097098,-0.2672886
34,-0.20092276,0.10776581,"('mean', 'honorable')",5.319224,5.564974,2.5591505,2.8363698,-0.2772193
57,-0.1788656,-0.3953035,"('unimaginative', 'imaginative')",-2.242091,-2.3802211,-1.2104783,-1.3877623,0.177284
30,0.15997621,0.40417436,"('intolerant', 'tolerant')",0.692308,0.96431804,0.4261421,0.6842462,-0.2581041
65,0.15288824,0.5384715,"('insecure', 'secure')",-0.93847495,-0.41950667,-0.3927934,0.0594824,-0.4522758
0,0.14525823,0.05752155,"('unsociable', 'sociable')",-0.6888207,-0.6452378,-0.2717812,-0.2938581,0.0220769
40,-0.12565215,-0.54234105,"('stingy', 'generous')",-1.0423651,-1.2824448,-0.5840086,-0.912393,0.3283844
13,0.12496664,0.54790473,"('impolite', 'polite')",-0.9217629,-0.579004,-0.3983981,-0.0155496,-0.3828485
32,-0.106632456,0.21380371,"('unkind', 'kind')",0.6771599,0.87290835,0.2852637,0.5433561,-0.2580924
7,0.102099046,0.13243763,"('insensitive', 'sensitive')",0.52032375,0.69139796,0.3112114,0.4119178,-0.1007064
63,0.0905098,0.18035927,"('unperceptive', 'insightful')",0.8419701,1.047798,0.4662399,0.6140786,-0.1478387
27,0.082088426,-0.16927421,"('hardhearted', 'softhearted')",1.9792995,1.6060984,1.030694,0.7184121,0.3122819
68,-0.08020453,-0.10953154,"('dependent', 'independent')",-0.28014633,-0.2599907,-0.1801754,-0.1847611,0.0045857
56,0.079930276,0.8338015,"('impractical', 'practical')",-1.3097315,-0.8252926,-0.6149006,0.0042545,-0.6191551
41,0.07794189,-0.36290404,"('unforgiving', 'forgiving')",0.30864024,-0.029703137,0.1932911,-0.1963036,0.3895947
70,-0.07484781,0.42677876,"('lethargic', 'energetic')",0.16237,0.43179885,0.0437611,0.4292888,-0.3855277
11,0.07084337,0.52824324,"('unhelpful', 'helpful')",0.8724497,1.3077,0.4716465,0.9179716,-0.4463251
47,-0.05952411,0.4368039,"('stupid', 'smart')",4.536591,4.9376116,2.2385335,2.6872077,-0.4486742
64,-0.055996593,-0.11661592,"('shy', 'confident')",-6.4308343,-6.528835,-3.2434154,-3.3227253,0.0793099
33,-0.052433133,-0.40714365,"('wrong', 'right')",-0.32502657,-0.42734137,-0.1887299,-0.4172425,0.2285126
88,-0.048040308,-0.104932606,"('low', 'eminent')",0.19462541,0.23970182,0.0732926,0.0673846,0.005908
51,0.047574185,-0.006549053,"('uneducated', 'educated')",0.7509582,0.6622888,0.3992662,0.3278699,0.0713963
77,0.04593517,-0.034188844,"('unmotivated', 'motivated')",-1.2317715,-1.0122229,-0.5929182,-0.5232059,-0.0697123
62,-0.04057516,0.6731732,"('incompetent', 'brilliant')",-0.72449833,0.008413329,-0.3825367,0.3407933,-0.72333
76,-0.023190327,0.8102934,"('anxious', 'daring')",-0.6402349,-0.09069021,-0.3317126,0.3598016,-0.6915142
44,0.007949802,0.13241813,"('prejudiced', 'unprejudiced')",-1.5769583,-1.5274061,-0.7845042,-0.697494,-0.0870102
