,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,male-female
49,-0.7896106,-0.8604535,"('unable', 'able')",-0.61506104,-0.6877089,-0.7023358,-0.7740812,0.0717454
57,-0.7744794,-0.49268043,"('unimaginative', 'imaginative')",-3.464769,-3.475817,-2.1196241,-1.9842486,-0.1353755
23,0.7743058,0.3822397,"('insincere', 'sincere')",6.1403217,6.117135,3.4573138,3.2496874,0.2076264
74,0.75704,0.8159748,"('undedicated', 'dedicated')",-0.16213086,-0.2386077,0.2974546,0.2886835,0.0087711
48,0.74767077,0.50602156,"('unintelligent', 'intelligent')",-0.2992841,-0.28455988,0.2241933,0.1107308,0.1134625
46,0.72885746,0.57648015,"('uncompetitive', 'competitive')",-1.1171658,-1.1233089,-0.1941542,-0.2734144,0.0792602
27,0.71295357,0.5093924,"('hardhearted', 'softhearted')",0.81797487,0.68772995,0.7654642,0.5985612,0.166903
65,0.6996579,0.4123659,"('insecure', 'secure')",0.040220313,-0.30533218,0.3699391,0.0535169,0.3164222
4,-0.69956833,-0.53358006,"('disliked', 'liked')",-7.415584,-7.5146537,-4.0575762,-4.024117,-0.0334592
10,0.6964944,0.8077369,"('unsympathetic', 'sympathetic')",-0.25455937,-0.16375583,0.2209675,0.3219905,-0.101023
52,-0.6929899,-0.6385753,"('irrational', 'rational')",-0.16422203,-0.33695507,-0.428606,-0.4877652,0.0591592
12,0.69125444,0.6070895,"('unsupportive', 'supportive')",-2.0533526,-2.0288358,-0.6810491,-0.7108731,0.029824
83,0.68308693,0.6189948,"('powerless', 'powerful')",-1.0352541,-0.8685833,-0.1760836,-0.1247943,-0.0512893
63,0.6815338,0.64349437,"('unperceptive', 'insightful')",-0.15080518,-0.18128777,0.2653643,0.2311033,0.034261
42,0.6641439,0.60304266,"('unreliable', 'reliable')",-3.0544403,-3.227093,-1.1951482,-1.3120252,0.116877
55,0.634471,0.49305004,"('incompetent', 'clever')",0.069054686,-0.26568952,0.3517628,0.1136803,0.2380825
70,0.6292135,0.89084345,"('lethargic', 'energetic')",0.21592405,0.26839113,0.4225688,0.5796173,-0.1570485
64,-0.6141959,-0.430193,"('shy', 'confident')",-6.203784,-6.418231,-3.4089899,-3.424212,0.0152221
80,0.60609776,0.60531235,"('dominated', 'dominating')",-0.6119872,-0.59773374,-0.0029447,0.0037893,-0.006734
82,-0.57120466,-0.802917,"('poor', 'rich')",5.9834814,5.9276505,2.7061384,2.5623667,0.1437717
32,0.55113906,0.40324673,"('unkind', 'kind')",0.82748544,0.85621727,0.6893122,0.629732,0.0595802
72,0.54642284,0.43870908,"('unambitious', 'ambitious')",-0.13875435,-0.077491745,0.2038342,0.1806087,0.0232255
79,-0.5254084,-0.3874449,"('wavering', 'unwavering')",-0.5331152,-0.3190432,-0.5292618,-0.3532441,-0.1760177
44,-0.48523676,-0.7535081,"('prejudiced', 'unprejudiced')",-0.9584476,-1.1059371,-0.7218422,-0.9297226,0.2078804
19,-0.4797612,-0.4941443,"('inhospitable', 'hospitable')",-0.5672794,-0.5496938,-0.5235203,-0.5219191,-0.0016012
59,-0.47908923,-0.34039307,"('foolish', 'wise')",0.08757307,0.25653422,-0.1957581,-0.0419294,-0.1538287
5,-0.4666819,-0.36312237,"('distant', 'outgoing')",-0.4208168,-0.46695837,-0.4437494,-0.4150404,-0.028709
73,-0.44764787,-0.3964069,"('helpless', 'self-reliant')",-3.071125,-3.2283468,-1.7593864,-1.8123769,0.0529905
13,0.43943417,0.34149075,"('impolite', 'polite')",-0.48213822,-0.72462595,-0.021352,-0.1915676,0.1702156
88,-0.4256827,-0.41947883,"('low', 'eminent')",-0.6147982,-0.5843078,-0.5202404,-0.5018933,-0.0183471
30,0.41563886,0.4825676,"('intolerant', 'tolerant')",0.5840238,0.5080576,0.4998313,0.4953126,0.0045187
77,-0.40943924,-0.49151325,"('unmotivated', 'motivated')",-1.2132194,-1.3927497,-0.8113293,-0.9421315,0.1308022
61,0.3967206,0.26770553,"('illogical', 'logical')",0.01559676,-0.14123859,0.2061587,0.0632335,0.1429252
29,-0.38976586,-0.42700255,"('unfair', 'fair')",-0.51895976,-0.49563843,-0.4543628,-0.4613205,0.0069577
43,0.38175353,0.18190616,"('irresponsible', 'responsible')",0.5925106,0.5993397,0.4871321,0.3906229,0.0965092
45,0.36035934,0.48756295,"('incompetent', 'competent')",-0.24363026,-0.35665977,0.0583645,0.0654516,-0.0070871
41,0.33583435,0.31091297,"('unforgiving', 'forgiving')",0.3432096,0.20583206,0.339522,0.2583725,0.0811495
47,0.32669124,0.20170777,"('stupid', 'smart')",5.3308153,5.4178905,2.8287532,2.8097992,0.018954
40,0.32483867,0.3582638,"('stingy', 'generous')",-2.302111,-2.340521,-0.9886361,-0.9911287,0.0024926
18,0.2818144,-0.021872513,"('disagreeable', 'welcoming')",-0.63724947,-0.71705884,-0.1777175,-0.3694657,0.1917482
78,-0.26288006,-0.3537406,"('nonresilient', 'resilient')",-0.4576517,-0.40642422,-0.3602659,-0.3800824,0.0198165
15,-0.2548349,-0.12499352,"('boring', 'funny')",0.059902303,0.06915428,-0.0974663,-0.0279196,-0.0695467
85,-0.2522489,-0.3910963,"('insignificant', 'prestigious')",-0.5509911,-0.5792119,-0.40162,-0.4851541,0.0835341
0,0.25001016,0.23677737,"('unsociable', 'sociable')",-0.2878357,-0.5418957,-0.0189128,-0.1525592,0.1336464
54,-0.24666804,-0.27235958,"('incapable', 'capable')",0.7182329,0.7102146,0.2357824,0.2189275,0.0168549
38,-0.24180122,-0.27565718,"('untruthful', 'truthful')",0.013584396,0.11943384,-0.1141084,-0.0781117,-0.0359967
34,0.22512996,0.04132974,"('mean', 'honorable')",5.4125795,5.5010185,2.8188548,2.7711742,0.0476806
1,0.19675353,-0.0034385659,"('unfriendly', 'friendly')",1.5452468,1.4565696,0.8710002,0.7265655,0.1444347
66,-0.19610332,-0.004104838,"('inactive', 'active')",0.13245308,0.31061724,-0.0318251,0.1532562,-0.1850813
17,-0.18660063,0.0010398664,"('nasty', 'nice')",-0.3418819,-0.24842797,-0.2642413,-0.1236941,-0.1405472
51,-0.18031904,-0.26382738,"('uneducated', 'educated')",-0.08575551,-0.31116033,-0.1330373,-0.2874939,0.1544566
69,-0.16201791,-0.15508011,"('lazy', 'industrious')",-0.77572286,-0.838192,-0.4688704,-0.496636,0.0277656
25,0.15077464,0.13066502,"('egoistic', 'altruistic')",1.3585703,1.2058288,0.7546725,0.6682469,0.0864256
20,0.14155154,-0.120945945,"('rough', 'thoughtful')",0.6572209,0.43242663,0.3993862,0.1557404,0.2436458
87,-0.1081845,-0.37636676,"('unsuccessful', 'successful')",0.014547057,-0.2408506,-0.0468187,-0.3086087,0.26179
58,0.10161093,0.2562546,"('undiscriminating', 'discriminating')",0.16522154,0.13919315,0.1334162,0.1977239,-0.0643077
22,-0.10111278,-0.23492144,"('untrustworthy', 'trustworthy')",-0.78959686,-0.94260925,-0.4453548,-0.5887653,0.1434105
6,-0.09262055,-0.14520966,"('distant', 'open')",-0.11063391,-0.096390836,-0.1016272,-0.1208002,0.019173
84,-0.08908011,-0.17631489,"('inferior', 'superior')",0.053206492,-0.055746116,-0.0179368,-0.1160305,0.0980937
68,0.088295005,-0.21911679,"('dependent', 'independent')",-1.5950196,-1.7235581,-0.7533623,-0.9713374,0.2179751
8,-0.045979116,-0.043013163,"('unaffectionate', 'affectionate')",0.64228946,0.70862854,0.2981552,0.3328077,-0.0346525
86,0.023661057,0.08295319,"('uninfluential', 'influential')",-0.6320742,-0.6724491,-0.3042066,-0.2947479,-0.0094587
3,-0.01697371,0.12966272,"('repellent', 'pleasant')",0.7086031,0.6476051,0.3458147,0.3886339,-0.0428192
81,-0.009895988,0.2663005,"('submissive', 'aggressive')",-0.8742164,-0.9957606,-0.4420562,-0.3647301,-0.0773261
11,-0.007955,-0.09096931,"('unhelpful', 'helpful')",1.5639886,1.6563796,0.7780168,0.7827051,-0.0046883
