,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,1.0538647,1.5074393,"('lazy', 'industrious')",1.4288405,1.2922114,1.2413526,1.3998253,-0.1584727
78,-1.0350001,-0.881186,"('nonresilient', 'resilient')",-0.4898236,-0.48497897,-0.7624118,-0.6830825,-0.0793293
41,-0.97190326,-0.71333003,"('unforgiving', 'forgiving')",-1.1199553,-1.0276027,-1.0459293,-0.8704664,-0.1754629
36,-0.9631454,-0.27069467,"('hostile', 'amicable')",0.28945693,0.5280184,-0.3368442,0.1286619,-0.4655061
55,-0.91133386,-1.2134061,"('incompetent', 'clever')",-1.2420477,-1.2021677,-1.0766908,-1.2077869,0.1310961
27,-0.89269376,-0.9194386,"('hardhearted', 'softhearted')",-0.6782119,-0.60987854,-0.7854528,-0.7646586,-0.0207942
81,-0.8873827,-1.1153333,"('submissive', 'aggressive')",-1.5528264,-1.7724426,-1.2201046,-1.4438879,0.2237833
34,-0.87138504,-0.8506756,"('mean', 'honorable')",-0.8763161,-0.6540991,-0.8738506,-0.7523873,-0.1214633
22,-0.8428338,-0.81547797,"('untrustworthy', 'trustworthy')",-1.1980468,-1.172877,-1.0204403,-0.9941775,-0.0262628
32,-0.83296955,-0.8387483,"('unkind', 'kind')",-0.5415555,-0.41010064,-0.6872625,-0.6244245,-0.062838
12,-0.8306076,-0.6968279,"('unsupportive', 'supportive')",-1.1287924,-0.95836014,-0.9797,-0.827594,-0.152106
5,-0.77042323,-0.018611679,"('distant', 'outgoing')",0.97303,1.2443528,0.1013034,0.6128706,-0.5115672
38,-0.7691389,-0.655043,"('untruthful', 'truthful')",-1.3247045,-1.1575766,-1.0469217,-0.9063098,-0.1406119
9,-0.7450847,-0.42045915,"('unaffectionate', 'caring')",0.0068041235,0.38621628,-0.3691403,-0.0171214,-0.3520189
73,0.73820674,0.88764924,"('helpless', 'self-reliant')",0.39870924,0.43990335,0.568458,0.6637763,-0.0953183
63,-0.7198486,-0.76312315,"('unperceptive', 'insightful')",-0.7654006,-0.8322189,-0.7426246,-0.797671,0.0550464
62,0.71626234,0.58033365,"('incompetent', 'brilliant')",-1.3684729,-1.3414456,-0.3261053,-0.380556,0.0544507
48,-0.6876477,-0.7809774,"('unintelligent', 'intelligent')",-0.77611274,-0.679136,-0.7318802,-0.7300567,-0.0018235
66,0.6350602,0.82870257,"('inactive', 'active')",0.740711,0.8880174,0.6878856,0.85836,-0.1704744
40,0.6096652,0.8902682,"('stingy', 'generous')",-0.17465973,-0.20658743,0.2175027,0.3418404,-0.1243377
35,0.60747695,0.91232675,"('corrupt', 'incorrupt')",0.9098058,0.8917234,0.7586414,0.9020251,-0.1433837
46,-0.5928212,-0.93497723,"('uncompetitive', 'competitive')",-1.8107395,-1.7258016,-1.2017803,-1.3303894,0.1286091
14,-0.58369607,-0.8133883,"('antisocial', 'social')",-1.4213543,-1.5936084,-1.0025252,-1.2034984,0.2009732
67,-0.57614946,-0.620246,"('doubtful', 'determined')",-0.5810919,-0.7398566,-0.5786207,-0.6800513,0.1014306
87,0.57588726,0.4556607,"('unsuccessful', 'successful')",1.1616,0.9919709,0.8687437,0.7238158,0.1449279
88,-0.5448958,-0.24601604,"('low', 'eminent')",-0.14549966,-0.05190277,-0.3451977,-0.1489594,-0.1962383
29,0.5350883,0.5944655,"('unfair', 'fair')",0.6278741,0.7405683,0.5814812,0.6675169,-0.0860357
84,-0.5249929,-0.49330354,"('inferior', 'superior')",0.40099317,0.3960726,-0.0619999,-0.0486155,-0.0133844
60,-0.5095197,-0.49481636,"('inefficient', 'efficient')",-1.7661196,-1.5940979,-1.1378196,-1.0444571,-0.0933625
3,0.48620024,0.06842974,"('repellent', 'pleasant')",-1.2996863,-1.2929295,-0.406743,-0.6122499,0.2055069
31,-0.48378876,0.12915757,"('evil', 'good')",0.8854635,1.0400639,0.2008374,0.5846107,-0.3837733
49,-0.46908164,-0.39210865,"('unable', 'able')",-0.68407065,-0.36759764,-0.5765761,-0.3798531,-0.196723
45,-0.4643469,-0.64101064,"('incompetent', 'competent')",-1.7514596,-2.0690491,-1.1079032,-1.3550298,0.2471266
70,-0.42499346,-0.71837556,"('lethargic', 'energetic')",-1.5933796,-1.7058247,-1.0091865,-1.2121001,0.2029136
76,0.42216703,0.05034581,"('anxious', 'daring')",-0.010052927,0.056343555,0.2060571,0.0533447,0.1527124
6,0.4202536,0.97701734,"('distant', 'open')",1.7784501,2.0204682,1.0993519,1.4987428,-0.3993909
58,-0.41073012,-0.428803,"('undiscriminating', 'discriminating')",-0.303354,-0.34634662,-0.3570421,-0.3875748,0.0305327
79,-0.3907227,-0.031241097,"('wavering', 'unwavering')",0.9662244,0.95953983,0.2877508,0.4641494,-0.1763986
33,0.3670953,0.82033587,"('wrong', 'right')",1.3446869,1.5976886,0.8558911,1.2090123,-0.3531212
71,-0.36448205,-0.064084694,"('diffident', 'self-confident')",-0.7752061,-0.614889,-0.5698441,-0.3394869,-0.2303572
25,-0.36268038,0.3436629,"('egoistic', 'altruistic')",0.5158125,0.8334264,0.0765661,0.5885447,-0.5119786
72,-0.3614074,-0.11978045,"('unambitious', 'ambitious')",-0.9341136,-0.907617,-0.6477605,-0.5136987,-0.1340618
68,0.34340724,0.42120406,"('dependent', 'independent')",-1.2279319,-0.9136617,-0.4422623,-0.2462288,-0.1960335
53,-0.33593535,-0.017843097,"('uncreative', 'creative')",-0.30185124,0.06836943,-0.3188933,0.0252632,-0.3441565
7,0.3323914,0.110327676,"('insensitive', 'sensitive')",-1.3493154,-1.3862108,-0.508462,-0.6379415,0.1294795
26,-0.31299284,-0.24032827,"('hardhearted', 'benevolent')",1.562022,1.2563691,0.6245146,0.5080204,0.1164942
61,0.30482242,0.5528525,"('illogical', 'logical')",-0.14381057,0.10121524,0.0805059,0.3270339,-0.246528
54,-0.24763238,-0.00067539327,"('incapable', 'capable')",0.30414295,0.59360564,0.0282553,0.2964651,-0.2682098
24,-0.24113621,-0.08666128,"('dishonest', 'honest')",-0.5111652,-0.14120764,-0.3761507,-0.1139345,-0.2622162
52,-0.24075818,0.01294145,"('irrational', 'rational')",1.3731463,1.5243511,0.5661941,0.7686463,-0.2024522
50,0.20549276,0.348206,"('clumsy', 'skillful')",0.8534269,0.6238565,0.5294598,0.4860312,0.0434286
44,0.20342988,0.2551632,"('prejudiced', 'unprejudiced')",-0.020895623,0.1603909,0.0912671,0.2077771,-0.11651
13,-0.16631371,-0.44078082,"('impolite', 'polite')",-1.8810731,-1.765393,-1.0236934,-1.1030869,0.0793935
85,-0.16243789,0.7059489,"('insignificant', 'prestigious')",2.348756,2.790962,1.0931591,1.7484554,-0.6552963
39,-0.15868047,-0.14260592,"('exploitative', 'cooperative')",-0.6077293,-0.34390786,-0.3832049,-0.2432569,-0.139948
2,0.15373887,0.46092698,"('unlikable', 'likable')",1.4545417,1.7736372,0.8041403,1.117282,-0.3131417
74,-0.14973298,-0.04916029,"('undedicated', 'dedicated')",-0.26296842,-0.3074202,-0.2063507,-0.1782902,-0.0280605
64,0.14704579,0.20287156,"('shy', 'confident')",-0.5143734,-0.50184935,-0.1836638,-0.1494889,-0.0341749
83,-0.12414882,0.037538275,"('powerless', 'powerful')",-0.6295366,-0.4183808,-0.3768427,-0.1904213,-0.1864214
17,-0.10602987,0.0632187,"('nasty', 'nice')",-0.71216965,-0.76605725,-0.4090998,-0.3514193,-0.0576805
42,0.06692138,0.086979955,"('unreliable', 'reliable')",0.95840085,0.7768995,0.5126611,0.4319397,0.0807214
21,-0.051310904,-0.16249867,"('immoral', 'moral')",-0.64072907,-0.3270634,-0.34602,-0.244781,-0.101239
19,0.04792301,0.47492322,"('inhospitable', 'hospitable')",0.4202654,0.7330453,0.2340942,0.6039842,-0.36989
4,0.047787607,0.55206466,"('disliked', 'liked')",0.29506612,0.22777215,0.1714269,0.3899184,-0.2184915
59,-0.03577079,0.18339148,"('foolish', 'wise')",1.5538404,1.5470659,0.7590348,0.8652287,-0.1061939
20,0.024277747,0.06259572,"('rough', 'thoughtful')",0.10063685,0.3473666,0.0624573,0.2049812,-0.1425239
51,-0.017317466,-0.059081994,"('uneducated', 'educated')",0.06492615,-0.16715643,0.0238043,-0.1131192,0.1369235
16,0.015047353,0.15386845,"('unpopular', 'popular')",0.67882067,0.7330789,0.346934,0.4434737,-0.0965397
15,-0.0016164631,-0.004976291,"('boring', 'funny')",1.6373603,1.4359051,0.8178719,0.7154644,0.1024075
