,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,0.2710858,0.20140597,"('immoral', 'moral')",-0.26125017,-0.32778656,0.0049178,-0.0631903,0.0681081
85,-0.2544876,-0.45160574,"('insignificant', 'prestigious')",-0.49165425,-0.7547125,-0.3730709,-0.6031591,0.2300882
25,-0.24947937,-0.35483733,"('egoistic', 'altruistic')",1.0817654,0.93799347,0.416143,0.2915781,0.1245649
12,-0.24238715,-0.47547364,"('unsupportive', 'supportive')",-1.8227437,-1.9024326,-1.0325654,-1.1889532,0.1563878
87,0.24085376,0.09423482,"('unsuccessful', 'successful')",1.1545932,1.1887181,0.6977235,0.6414765,0.056247
4,-0.23905173,-0.2789892,"('disliked', 'liked')",-6.189957,-6.105863,-3.2145045,-3.1924262,-0.0220783
34,-0.22706181,-0.1978636,"('mean', 'honorable')",5.0814795,5.253326,2.4272089,2.5277312,-0.1005223
84,0.22095336,0.51953405,"('inferior', 'superior')",0.90510535,1.1796443,0.5630293,0.8495892,-0.2865599
50,0.21745561,0.4083385,"('clumsy', 'skillful')",-0.17751285,-0.15454346,0.0199714,0.1268975,-0.1069261
26,-0.2030672,-0.47208884,"('hardhearted', 'benevolent')",1.5566185,1.0400231,0.6767756,0.2839671,0.3928085
46,-0.18088646,-0.3512549,"('uncompetitive', 'competitive')",-0.6095644,-0.803042,-0.3952254,-0.5771484,0.181923
41,0.15823993,-0.049636252,"('unforgiving', 'forgiving')",-0.021130182,-0.3032378,0.0685549,-0.176437,0.2449919
13,-0.15491165,-0.46739992,"('impolite', 'polite')",-0.5983235,-0.79778075,-0.3766176,-0.6325904,0.2559728
56,0.14431936,0.05363916,"('impractical', 'practical')",-0.22123653,-0.204386,-0.0384586,-0.0753734,0.0369148
51,-0.13983226,-0.26332027,"('uneducated', 'educated')",0.44493002,0.17848974,0.1525489,-0.0424153,0.1949642
49,-0.11001303,0.38159993,"('unable', 'able')",-0.35269785,0.02148765,-0.2313554,0.2015438,-0.4328992
77,-0.108941436,-0.32479972,"('unmotivated', 'motivated')",-0.7311655,-0.58161837,-0.4200535,-0.453209,0.0331555
27,-0.0962569,-0.034057777,"('hardhearted', 'softhearted')",1.1561174,0.8978065,0.5299303,0.4318744,0.0980559
7,-0.09220165,-0.08681704,"('insensitive', 'sensitive')",0.4527951,0.416894,0.1802967,0.1650385,0.0152582
72,-0.08320834,-0.102975376,"('unambitious', 'ambitious')",-0.5636194,-0.27190506,-0.3234138,-0.1874402,-0.1359736
33,-0.08298622,-0.27419415,"('wrong', 'right')",-0.6284055,-0.547743,-0.3556959,-0.4109686,0.0552727
74,0.076714456,-0.24912909,"('undedicated', 'dedicated')",-0.15940122,-0.539626,-0.0413434,-0.3943775,0.3530341
75,-0.06993246,0.09091974,"('meek', 'impulsive')",-0.7735161,-0.4969908,-0.4217243,-0.2030355,-0.2186888
48,0.06222459,0.15010002,"('unintelligent', 'intelligent')",1.0632232,0.9900094,0.5627239,0.5700547,-0.0073308
11,-0.059646808,-0.036455013,"('unhelpful', 'helpful')",1.7809678,1.765297,0.8606605,0.864421,-0.0037605
32,0.05541923,-0.026344804,"('unkind', 'kind')",0.39807922,0.23376593,0.2267492,0.1037106,0.1230386
20,0.0522709,0.29460314,"('rough', 'thoughtful')",0.7509246,0.7858331,0.4015977,0.5402181,-0.1386204
83,0.050834257,-0.046260443,"('powerless', 'powerful')",-0.9710281,-0.9067854,-0.4600969,-0.4765229,0.016426
22,0.041523773,-0.059520323,"('untrustworthy', 'trustworthy')",-1.0283355,-1.1112537,-0.4934058,-0.5853871,0.0919813
18,-0.036116697,-0.12299436,"('disagreeable', 'welcoming')",-0.5799223,-0.6734631,-0.3080195,-0.3982287,0.0902092
15,0.031773403,-0.065312415,"('boring', 'funny')",0.1498422,0.10892238,0.0908078,0.021805,0.0690028
63,0.02202864,-0.06730194,"('unperceptive', 'insightful')",0.72665685,0.7727146,0.3743427,0.3527063,0.0216364
37,-0.0030341223,-0.023556218,"('fake', 'genuine')",0.036219187,-0.037673123,0.0165925,-0.0306147,0.0472072
47,0.00017968565,0.05206012,"('stupid', 'smart')",4.803838,4.788136,2.4020088,2.4200981,-0.0180893
