,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
67,0.83668137,1.0020741,"('doubtful', 'determined')",-0.4237311,-0.3179315,0.2064751,0.3420713,-0.1355962
81,-0.8145477,-0.42189226,"('submissive', 'aggressive')",-0.5048408,0.08080506,-0.6596943,-0.1705436,-0.4891507
75,-0.79521495,-0.5625716,"('meek', 'impulsive')",-0.63564646,-0.48259154,-0.7154307,-0.5225816,-0.1928491
31,-0.791934,-0.865981,"('evil', 'good')",-1.3721908,-1.8862219,-1.0820625,-1.3761015,0.294039
33,0.78631777,0.49359933,"('wrong', 'right')",-0.86288816,-1.2008893,-0.0382852,-0.353645,0.3153598
24,-0.78298026,-0.86699325,"('dishonest', 'honest')",0.73856306,0.75478,-0.0222086,-0.0561066,0.033898
76,-0.73593974,-0.5722301,"('anxious', 'daring')",0.48631743,0.86242217,-0.1248112,0.145096,-0.2699072
72,-0.707193,-0.62236047,"('unambitious', 'ambitious')",-0.97926444,-0.92569196,-0.8432287,-0.7740262,-0.0692025
14,-0.70468223,-0.5820477,"('antisocial', 'social')",-1.0759484,-1.0989995,-0.8903153,-0.8405236,-0.0497917
7,-0.669866,-0.69498074,"('insensitive', 'sensitive')",0.7476799,0.63482505,0.0389069,-0.0300778,0.0689847
60,0.66916555,1.0520576,"('inefficient', 'efficient')",0.3141574,0.7588116,0.4916615,0.9054346,-0.4137731
13,-0.6647199,-0.35568038,"('impolite', 'polite')",-0.21822006,0.035826832,-0.44147,-0.1599268,-0.2815432
56,0.6500918,0.86546654,"('impractical', 'practical')",0.18149403,0.5751728,0.4157929,0.7203196,-0.3045267
0,-0.6053439,-0.61555886,"('unsociable', 'sociable')",-0.46254295,-0.48224783,-0.5339434,-0.5489033,0.0149599
12,-0.5812451,-0.42386186,"('unsupportive', 'supportive')",-1.4399781,-1.4854999,-1.0106117,-0.9546809,-0.0559308
4,-0.5473603,-0.47837487,"('disliked', 'liked')",-6.514285,-6.601245,-3.5308228,-3.5398099,0.0089871
28,-0.5423179,-0.68170226,"('disloyal', 'loyal')",1.1433932,0.99152774,0.3005376,0.1549127,0.1456249
18,-0.53352153,-0.6861305,"('disagreeable', 'welcoming')",-0.6749932,-1.0146346,-0.6042573,-0.8503826,0.2461253
64,-0.51865244,-0.49368954,"('shy', 'confident')",-6.3474956,-6.184937,-3.433074,-3.3393133,-0.0937607
32,-0.51434475,-0.47067055,"('unkind', 'kind')",1.0045706,0.893579,0.2451129,0.2114542,0.0336587
20,0.5123106,0.4196297,"('rough', 'thoughtful')",1.0359309,0.81742346,0.7741207,0.6185266,0.1555941
51,-0.5110713,-0.3864505,"('uneducated', 'educated')",0.7746364,0.849836,0.1317825,0.2316927,-0.0999102
5,-0.5030056,-0.45151547,"('distant', 'outgoing')",-0.5643302,-0.7235873,-0.5336679,-0.5875514,0.0538835
36,-0.5011108,-1.0832461,"('hostile', 'amicable')",-0.2728641,-0.8219141,-0.3869874,-0.9525801,0.5655927
38,-0.48344836,-0.2955416,"('untruthful', 'truthful')",0.061754547,0.17948668,-0.2108469,-0.0580275,-0.1528194
6,-0.4707025,-0.6235609,"('distant', 'open')",0.060193256,-0.23309097,-0.2052546,-0.428326,0.2230714
30,-0.46621662,-0.39202088,"('intolerant', 'tolerant')",0.95944124,0.98691404,0.2466123,0.2974466,-0.0508343
79,-0.45752722,-0.5960193,"('wavering', 'unwavering')",0.003746939,-0.100424916,-0.2268901,-0.3482221,0.121332
19,-0.43981996,-0.29118058,"('inhospitable', 'hospitable')",0.1326322,0.18141778,-0.1535939,-0.0548814,-0.0987125
2,-0.41424334,-0.33144113,"('unlikable', 'likable')",0.50671834,0.46129483,0.0462375,0.0649268,-0.0186893
80,-0.41308045,-0.34397197,"('dominated', 'dominating')",-0.962236,-0.87002015,-0.6876582,-0.6069961,-0.0806621
9,-0.41028768,-0.6072806,"('unaffectionate', 'caring')",0.94399184,0.7140111,0.2668521,0.0533652,0.2134869
45,-0.40172854,-0.32638407,"('incompetent', 'competent')",0.2497544,0.21160825,-0.0759871,-0.0573879,-0.0185992
15,-0.38540342,-0.6526706,"('boring', 'funny')",0.29111174,0.16217223,-0.0471458,-0.2452492,0.1981034
55,-0.3851564,-0.36866784,"('incompetent', 'clever')",0.24470037,0.28840837,-0.070228,-0.0401297,-0.0300983
77,-0.37517768,-0.47023007,"('unmotivated', 'motivated')",-1.0487623,-0.8306509,-0.71197,-0.6504405,-0.0615295
49,-0.3738193,-0.22168799,"('unable', 'able')",-0.22382626,-0.10753177,-0.2988228,-0.1646099,-0.1342129
8,-0.3725955,-0.71453416,"('unaffectionate', 'affectionate')",0.47953615,0.06266853,0.0534703,-0.3259328,0.3794031
41,-0.35446146,-0.33893475,"('unforgiving', 'forgiving')",-0.07118763,-0.22272089,-0.2128246,-0.2808278,0.0680032
44,-0.33678806,-0.18505941,"('prejudiced', 'unprejudiced')",-1.8779861,-1.8456148,-1.1073871,-1.0153371,-0.09205
48,-0.31287032,-0.44599664,"('unintelligent', 'intelligent')",0.6831433,0.6140114,0.1851365,0.0840074,0.1011291
61,-0.31077674,-0.3443025,"('illogical', 'logical')",0.24313761,-0.059049975,-0.0338196,-0.2016762,0.1678566
83,0.29921907,0.44314876,"('powerless', 'powerful')",-0.8702448,-0.81506366,-0.2855129,-0.1859574,-0.0995555
43,-0.29863828,-0.28877753,"('irresponsible', 'responsible')",0.7658165,0.8234324,0.2335891,0.2673274,-0.0337383
29,-0.29793102,-0.4421472,"('unfair', 'fair')",-0.53762734,-0.9424096,-0.4177792,-0.6922784,0.2744992
50,0.2940271,0.18186858,"('clumsy', 'skillful')",0.6681787,0.5057621,0.4811029,0.3438153,0.1372876
62,-0.2694756,0.28437796,"('incompetent', 'brilliant')",0.42925444,0.9295458,0.0798894,0.6069619,-0.5270725
66,-0.26819798,-0.63136756,"('inactive', 'active')",0.9219376,0.49966002,0.3268698,-0.0658538,0.3927236
73,0.25402802,0.32181466,"('helpless', 'self-reliant')",-3.3542142,-3.3322854,-1.5500931,-1.5052354,-0.0448577
58,0.2515685,-0.18400548,"('undiscriminating', 'discriminating')",0.35731974,0.080787145,0.3044441,-0.0516092,0.3560533
82,-0.24181153,0.026285939,"('poor', 'rich')",6.534486,6.785629,3.146337,3.4059575,-0.2596205
59,0.22968474,-0.06525348,"('foolish', 'wise')",0.42530745,0.11486015,0.3274961,0.0248033,0.3026928
54,-0.21801543,-0.3138351,"('incapable', 'capable')",1.2205548,1.2281889,0.5012697,0.4571769,0.0440928
63,-0.21771297,0.020439705,"('unperceptive', 'insightful')",1.6266634,1.7826875,0.7044752,0.9015636,-0.1970884
25,-0.21717513,-0.4313977,"('egoistic', 'altruistic')",1.0153621,0.80196804,0.3990935,0.1852852,0.2138083
35,0.2137029,-0.06791468,"('corrupt', 'incorrupt')",-0.66410327,-1.0251523,-0.2252002,-0.5465335,0.3213333
65,-0.21350756,-0.40167412,"('insecure', 'secure')",-0.17267926,-0.0057854354,-0.1930934,-0.2037298,0.0106364
23,-0.21073337,-0.10786125,"('insincere', 'sincere')",5.9612937,6.092908,2.8752801,2.9925234,-0.1172433
16,-0.20697117,-0.057776675,"('unpopular', 'popular')",0.4346661,0.35050046,0.1138475,0.1463619,-0.0325144
46,-0.20136307,-0.05859662,"('uncompetitive', 'competitive')",0.13227788,0.4334356,-0.0345426,0.1874195,-0.2219621
26,-0.19803362,-0.44992682,"('hardhearted', 'benevolent')",1.3294588,0.86925304,0.5657126,0.2096631,0.3560495
68,-0.15706319,-0.16040477,"('dependent', 'independent')",-0.36701223,-0.4069363,-0.2620377,-0.2836705,0.0216328
47,-0.14816502,-0.09487825,"('stupid', 'smart')",5.370054,5.507284,2.6109443,2.706203,-0.0952587
52,-0.1332633,-0.5142864,"('irrational', 'rational')",-0.10405276,-0.6913878,-0.118658,-0.6028371,0.4841791
40,-0.113134645,-0.2765638,"('stingy', 'generous')",-1.5432799,-1.7918417,-0.8282073,-1.0342028,0.2059955
37,0.084518895,-0.1124602,"('fake', 'genuine')",0.79553366,0.6140837,0.4400263,0.2508118,0.1892145
78,0.06971799,0.30430347,"('nonresilient', 'resilient')",0.84089476,0.9145848,0.4553064,0.6094441,-0.1541377
34,0.048309438,0.26690993,"('mean', 'honorable')",6.1921215,6.2932196,3.1202154,3.2800648,-0.1598494
42,-0.041742306,-0.05278088,"('unreliable', 'reliable')",-2.5928555,-2.5363593,-1.3172989,-1.2945701,-0.0227288
85,-0.038515776,-0.13370752,"('insignificant', 'prestigious')",-0.1293407,-0.71045876,-0.0839282,-0.4220831,0.3381549
74,0.03743779,0.026066113,"('undedicated', 'dedicated')",0.68236506,0.4607649,0.3599014,0.2434155,0.1164859
87,-0.037027605,0.19314583,"('unsuccessful', 'successful')",0.89248693,0.77069736,0.4277297,0.4819216,-0.0541919
