,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
83,-0.1217654,-0.2527569,"('powerless', 'powerful')",-0.659331,-0.7093997,-0.3905482,-0.4810783,0.0905301
50,0.120008044,0.6571876,"('clumsy', 'skillful')",-0.046648838,-0.013377957,0.0366796,0.3219048,-0.2852252
4,-0.09591465,-0.074624725,"('disliked', 'liked')",-6.645904,-6.242775,-3.3709095,-3.1586998,-0.2122097
5,0.08792668,-0.0408461,"('distant', 'outgoing')",-0.65143526,-0.39373893,-0.2817543,-0.2172925,-0.0644618
49,-0.0554337,0.50014526,"('unable', 'able')",0.10526367,0.09388397,0.024915,0.2970146,-0.2720996
25,0.040529948,-0.120469995,"('egoistic', 'altruistic')",1.2431314,1.1653962,0.6418307,0.5224631,0.1193676
84,-0.032909174,0.3271389,"('inferior', 'superior')",0.655365,1.0468484,0.3112279,0.6869937,-0.3757658
40,-0.021214977,0.07341671,"('stingy', 'generous')",-2.2368646,-2.040225,-1.1290398,-0.9834042,-0.1456356
15,0.020438818,0.07370843,"('boring', 'funny')",-0.027898276,0.10027172,-0.0037297,0.0869901,-0.0907198
31,-0.01780703,0.10747513,"('evil', 'good')",-1.2006987,-1.0027605,-0.6092529,-0.4476427,-0.1616102
