,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
33,0.68585557,1.0367237,"('wrong', 'right')",-0.30891868,-0.11854605,0.1884684,0.4590888,-0.2706204
88,0.6720137,0.64202785,"('low', 'eminent')",0.23758142,0.32404226,0.4547976,0.4830351,-0.0282375
76,-0.6701714,-1.2278059,"('anxious', 'daring')",0.6041706,0.21118087,-0.0330004,-0.5083125,0.4753121
52,-0.6636893,-0.08613668,"('irrational', 'rational')",-0.38543493,0.04711544,-0.5245621,-0.0195106,-0.5050515
15,0.66267526,0.7390871,"('boring', 'funny')",0.007053891,0.103279516,0.3348646,0.4211833,-0.0863187
79,-0.6223093,-0.28274179,"('wavering', 'unwavering')",0.2768566,0.29500157,-0.1727264,0.0061299,-0.1788563
60,0.6204014,-0.120761216,"('inefficient', 'efficient')",0.23691025,-0.09968819,0.4286558,-0.1102247,0.5388805
74,-0.61407447,-0.60726035,"('undedicated', 'dedicated')",-0.025869453,-0.05882401,-0.3199719,-0.3330422,0.0130703
78,-0.566506,-0.79673785,"('nonresilient', 'resilient')",0.1662625,-0.08694567,-0.2001218,-0.4418418,0.24172
75,-0.5547702,-0.38242185,"('meek', 'impulsive')",-0.5591121,-0.40133464,-0.5569412,-0.3918782,-0.165063
36,0.5404882,1.1697297,"('hostile', 'amicable')",0.41823325,0.76401854,0.4793607,0.9668741,-0.4875134
49,-0.51930857,-0.5086351,"('unable', 'able')",-0.2697051,-0.41615543,-0.3945068,-0.4623953,0.0678885
7,0.511592,0.10009403,"('insensitive', 'sensitive')",0.23266768,0.11312954,0.3721298,0.1066118,0.265518
81,-0.50599337,-1.2761687,"('submissive', 'aggressive')",-0.5263962,-0.9082875,-0.5161948,-1.0922282,0.5760334
67,-0.49810463,-0.5993575,"('doubtful', 'determined')",-0.3783699,-0.54164124,-0.4382372,-0.5704994,0.1322622
58,0.4881305,0.44623345,"('undiscriminating', 'discriminating')",-0.21124119,-0.1415195,0.1384447,0.152357,-0.0139123
44,-0.4823889,-0.5549053,"('prejudiced', 'unprejudiced')",-0.6920103,-0.6836246,-0.5871996,-0.619265,0.0320654
6,-0.47476345,0.3293627,"('distant', 'open')",-0.05952478,0.22249672,-0.2671441,0.2759297,-0.5430738
12,0.4399329,0.13432367,"('unsupportive', 'supportive')",-1.7803357,-1.7972579,-0.6702014,-0.8314671,0.1612657
8,0.4312222,0.98275834,"('unaffectionate', 'affectionate')",0.63980603,1.0174502,0.5355141,1.0001043,-0.4645902
87,-0.42106754,-0.54155403,"('unsuccessful', 'successful')",0.7274151,0.5810338,0.1531738,0.0197399,0.1334339
84,0.419109,0.49582747,"('inferior', 'superior')",0.6770457,0.696442,0.5480773,0.5961347,-0.0480574
14,-0.41792387,-0.6896097,"('antisocial', 'social')",-0.13465594,-0.25266352,-0.2762899,-0.4711366,0.1948467
34,0.41025203,0.4607005,"('mean', 'honorable')",5.808551,5.7740703,3.1094015,3.1173854,-0.0079839
20,-0.38949782,-0.45373142,"('rough', 'thoughtful')",0.7040345,0.89001846,0.1572683,0.2181435,-0.0608752
62,0.37569448,-0.021583792,"('incompetent', 'brilliant')",0.20972909,0.024090698,0.2927118,0.0012535,0.2914583
35,-0.37242457,0.23290199,"('corrupt', 'incorrupt')",-0.13354987,0.12522106,-0.2529872,0.1790615,-0.4320487
66,-0.3593714,-0.26103604,"('inactive', 'active')",1.1672528,1.173417,0.4039407,0.4561905,-0.0522498
39,0.35496598,0.38700047,"('exploitative', 'cooperative')",0.280186,0.4684965,0.317576,0.4277485,-0.1101725
13,-0.3423556,-0.7781351,"('impolite', 'polite')",-0.095101945,-0.39167747,-0.2187288,-0.5849063,0.3661775
47,-0.3375868,-0.34898195,"('stupid', 'smart')",5.436613,5.443979,2.5495131,2.5474985,0.0020146
2,0.2969358,0.34970966,"('unlikable', 'likable')",0.4274906,0.5768372,0.3622132,0.4632734,-0.1010602
11,-0.24029878,-0.6795223,"('unhelpful', 'helpful')",2.1744344,2.0211833,0.9670678,0.6708305,0.2962373
86,0.2332795,-0.07348996,"('uninfluential', 'influential')",-0.39327154,-0.55186635,-0.079996,-0.3126782,0.2326822
28,-0.22074568,-0.18070363,"('disloyal', 'loyal')",1.1594466,1.2847052,0.4693505,0.5520008,-0.0826503
65,0.2125981,-0.39511195,"('insecure', 'secure')",-0.045192793,-0.17277163,0.0837027,-0.2839418,0.3676445
21,0.1962756,-0.3054183,"('immoral', 'moral')",0.07426484,-0.33506075,0.1352702,-0.3202395,0.4555097
1,0.19186169,0.810871,"('unfriendly', 'friendly')",1.0010936,1.5758104,0.5964776,1.1933408,-0.5968632
32,0.18451549,0.0054619126,"('unkind', 'kind')",0.4762519,0.53133106,0.3303837,0.2683965,0.0619872
83,0.17323363,-0.112644024,"('powerless', 'powerful')",-0.7024231,-0.88889563,-0.2645947,-0.5007699,0.2361752
85,0.16217181,0.9112446,"('insignificant', 'prestigious')",-0.46726933,0.026552401,-0.1525488,0.4688985,-0.6214473
57,-0.15837729,-0.5125566,"('unimaginative', 'imaginative')",-3.790451,-3.6893108,-1.9744141,-2.1009338,0.1265197
59,-0.15433839,-0.019780416,"('foolish', 'wise')",0.11536179,0.36653516,-0.0194883,0.1733774,-0.1928657
61,-0.14746383,-0.12943384,"('illogical', 'logical')",0.071139306,0.030048521,-0.0381623,-0.0496927,0.0115304
30,-0.14234254,-0.503894,"('intolerant', 'tolerant')",0.5135866,0.30624214,0.185622,-0.0988259,0.2844479
5,-0.12829454,0.56481487,"('distant', 'outgoing')",-0.6792752,-0.39409313,-0.4037849,0.0853609,-0.4891458
38,0.12811561,-0.06435244,"('untruthful', 'truthful')",0.38840866,0.41365486,0.2582621,0.1746512,0.0836109
80,0.126506,-0.5545406,"('dominated', 'dominating')",-0.43209797,-0.6599616,-0.152796,-0.607251,0.454455
4,0.11801976,0.26282305,"('disliked', 'liked')",-7.3769298,-7.205382,-3.6294551,-3.4712794,-0.1581757
53,-0.090658,0.1484299,"('uncreative', 'creative')",-0.15688783,0.08022621,-0.1237729,0.1143281,-0.238101
37,0.08548164,0.082511574,"('fake', 'genuine')",0.5475566,0.6402713,0.3165191,0.3613914,-0.0448723
43,0.06991167,-0.4891256,"('irresponsible', 'responsible')",0.45999306,0.30783325,0.2649524,-0.0906462,0.3555986
24,0.06402074,0.21759336,"('dishonest', 'honest')",0.7866519,1.0167669,0.4253363,0.6171801,-0.1918438
40,-0.032374557,0.10850766,"('stingy', 'generous')",-2.52349,-2.221654,-1.2779323,-1.0565732,-0.2213591
17,0.013884781,0.2078324,"('nasty', 'nice')",-0.7952242,-0.62489206,-0.3906697,-0.2085298,-0.1821399
55,-0.011657584,-0.5973613,"('incompetent', 'clever')",-0.25125605,-0.48652,-0.1314568,-0.5419407,0.4104839
