,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
85,0.22325966,0.10702754,"('insignificant', 'prestigious')",-0.048135303,-0.5010423,-1.3046626,-1.3217707,-0.3765128,-0.5719285,0.1954157
21,-0.20145857,-0.61414236,"('immoral', 'moral')",0.31335014,0.46750423,-0.36347595,-0.38822603,-0.0838615,-0.1782881,0.0944266
32,-0.19823484,-0.39186037,"('unkind', 'kind')",0.23065814,0.36186326,0.91042966,0.8739542,0.3142843,0.281319,0.0329653
8,-0.18955474,-0.21452218,"('unaffectionate', 'affectionate')",-0.46399474,-0.6415796,0.52908254,0.7316935,-0.041489,-0.0414694,-1.96e-05
2,-0.18595743,-0.30474868,"('unlikable', 'likable')",0.47503805,0.47141632,0.5130644,0.5318869,0.2673817,0.2328515,0.0345302
28,-0.1617835,-0.3914514,"('disloyal', 'loyal')",0.1729468,0.036594335,1.1006129,1.1624782,0.370592,0.269207,0.101385
81,0.14235267,-0.15886606,"('submissive', 'aggressive')",0.3461041,0.5654318,-0.3076976,-0.38223022,0.0602531,0.0081118,0.0521413
18,-0.13796386,-0.49719825,"('disagreeable', 'welcoming')",1.0287235,0.9175917,-0.69754714,-0.63121504,0.0644041,-0.0702739,0.134678
58,0.13656902,0.19508427,"('undiscriminating', 'discriminating')",-0.17932132,-0.17775401,0.121221304,0.07207712,0.0261563,0.0298025,-0.0036462
68,-0.0986496,-0.079498544,"('dependent', 'independent')",-0.84986454,-0.7830199,-1.0096527,-0.896476,-0.6527223,-0.5863314,-0.0663909
13,0.0941357,-0.39598733,"('impolite', 'polite')",-0.08404319,-0.11358279,-0.46349838,-0.61229986,-0.1511353,-0.3739567,0.2228214
83,0.0887219,0.004049577,"('powerless', 'powerful')",0.11489126,0.17315888,-1.05328,-0.8646882,-0.2832223,-0.2291599,-0.0540624
59,-0.081987895,0.048051238,"('foolish', 'wise')",0.28047374,0.05199091,-0.41240442,-0.0841807,-0.0713062,0.0052872,-0.0765934
88,-0.07619388,-0.46054956,"('low', 'eminent')",0.0006221691,-0.2074281,-0.457138,-0.43332076,-0.1775699,-0.3670995,0.1895296
61,-0.06738075,-0.5528927,"('illogical', 'logical')",-0.12283572,-0.3351906,0.6670372,0.5032894,0.1589402,-0.1282646,0.2872048
14,0.0670637,-0.21128911,"('antisocial', 'social')",1.0671816,1.2592826,0.083702005,0.013592854,0.4059824,0.3538621,0.0521203
37,-0.047882453,-0.0642514,"('fake', 'genuine')",-0.1867212,-0.2868005,0.0024456643,0.42357227,-0.077386,0.0241735,-0.1015595
38,0.028335247,0.3184372,"('untruthful', 'truthful')",0.19133285,0.4276877,-0.21608423,0.049340934,0.0011946,0.2651553,-0.2639607
64,-0.011786912,-0.47768143,"('shy', 'confident')",-0.54653746,-0.5795984,-6.627501,-6.6116304,-2.3952751,-2.5563033,0.1610282
57,0.0036110915,-0.28565457,"('unimaginative', 'imaginative')",-1.0668012,-1.0591664,-2.8095074,-2.9310253,-1.2908991,-1.4252822,0.1343831
