,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
14,-0.1983256,-0.57803667,"('antisocial', 'social')",0.76159555,0.43003702,-0.20283987,-0.45167622,0.1201434,-0.199892,0.3200354
80,-0.19450484,-0.47652072,"('dominated', 'dominating')",0.022198983,-0.111880615,-0.6858837,-0.82568157,-0.2860632,-0.471361,0.1852978
38,-0.18967348,-0.3504722,"('untruthful', 'truthful')",0.012600079,-0.20793346,0.32850903,0.42534706,0.0504785,-0.0443529,0.0948314
87,0.17571859,0.104124695,"('unsuccessful', 'successful')",0.998378,0.8892859,1.1826304,1.0908619,0.7855757,0.6947575,0.0908182
4,0.17227621,0.29788846,"('disliked', 'liked')",0.12099938,0.3643935,-6.9010797,-6.9625626,-2.2026014,-2.1000935,-0.1025079
43,0.1644757,-0.07656622,"('irresponsible', 'responsible')",0.39952505,0.09685582,1.0844733,1.2034596,0.5494913,0.4079164,0.1415749
79,0.16414039,0.13834955,"('wavering', 'unwavering')",-0.10809865,-0.08714331,-0.014845936,0.0034972457,0.0137319,0.0182345,-0.0045026
53,-0.16261306,-0.24748586,"('uncreative', 'creative')",-0.38702208,-0.4418727,0.86895555,0.8935908,0.1064401,0.0680774,0.0383627
32,-0.15757445,-0.5472568,"('unkind', 'kind')",0.4810202,0.07287714,1.2828085,1.3076254,0.5354181,0.2777486,0.2576695
40,0.14906792,-0.30827725,"('stingy', 'generous')",-0.59266806,-0.71270645,-1.6909748,-1.8860567,-0.711525,-0.9690135,0.2574885
19,0.14278689,0.11855228,"('inhospitable', 'hospitable')",0.30670124,0.31411606,0.051127575,0.045810908,0.1668719,0.1594931,0.0073788
16,0.13962865,0.33403426,"('unpopular', 'popular')",-0.25273186,-0.00789481,0.48725694,0.24958557,0.1247179,0.1919083,-0.0671904
24,-0.10849542,-0.4430486,"('dishonest', 'honest')",-0.44757643,-0.7219711,0.9587427,1.0960402,0.1342236,-0.0229932,0.1572168
23,-0.10423778,-0.21730256,"('insincere', 'sincere')",0.64519256,0.4436395,6.677358,6.9213195,2.4061042,2.3825521,0.0235521
36,0.09751045,0.026201583,"('hostile', 'amicable')",-0.5916523,-0.664397,-0.52268684,-0.73474747,-0.3389429,-0.4576476,0.1187047
21,-0.0907215,-0.5437841,"('immoral', 'moral')",0.97313297,0.5636225,-0.24439466,-0.4133618,0.2126723,-0.1311745,0.3438468
26,0.076833695,-0.17440604,"('hardhearted', 'benevolent')",0.023642018,-0.31251773,1.3690442,1.2659736,0.48984,0.2596833,0.2301567
69,0.073252805,0.132386,"('lazy', 'industrious')",0.17743264,0.19412994,-1.2745309,-1.498075,-0.3412818,-0.3905197,0.0492379
25,-0.029376611,-0.05697755,"('egoistic', 'altruistic')",-0.66550547,-0.66821367,1.0681366,0.92419976,0.1244182,0.0663362,0.058082
47,-0.018080033,-0.13825873,"('stupid', 'smart')",0.72551674,0.6544807,5.5146055,5.6345396,2.074014,2.0502539,0.0237601
58,0.0008243583,-0.14567317,"('undiscriminating', 'discriminating')",0.057766166,-0.017603349,0.327452,0.3084492,0.1286808,0.0483909,0.0802899
64,0.0001565665,-0.27040213,"('shy', 'confident')",0.22135833,-0.033911683,-6.630393,-6.7599792,-2.1362928,-2.3547643,0.2184715
