,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
77,-0.26310232,-0.5875644,"('unmotivated', 'motivated')",0.6887971,0.526269,-1.0076525,-0.85321075,-0.1939859,-0.3048354,0.1108495
60,0.24853575,0.2527472,"('inefficient', 'efficient')",-0.018015318,0.20502536,0.16392255,0.48308653,0.131481,0.3136197,-0.1821387
49,-0.23228359,-0.062005352,"('unable', 'able')",-0.8675897,-0.7272013,-0.2333762,0.01766248,-0.4444165,-0.2571814,-0.1872351
65,0.22991848,0.024919685,"('insecure', 'secure')",-0.5527728,-0.6487637,0.32777548,0.47060192,0.0016404,-0.0510807,0.0527211
52,0.20055881,-0.20650768,"('irrational', 'rational')",0.55361766,0.25753793,-0.26270074,-0.6727065,0.1638253,-0.2072254,0.3710507
34,-0.18386808,-0.04203796,"('mean', 'honorable')",0.40435484,0.5483092,5.5176888,5.566119,1.9127251,2.0241302,-0.1114051
61,-0.18319002,-0.1996792,"('illogical', 'logical')",1.2547045,1.2481397,0.48947144,0.47589967,0.5203286,0.5081201,0.0122085
15,0.1815777,0.2327056,"('boring', 'funny')",0.25841182,0.2710902,-0.58169454,-0.6550494,-0.047235,-0.0504179,0.0031829
22,0.1507053,0.3520477,"('untrustworthy', 'trustworthy')",-0.30575812,-0.11886091,-0.65123755,-0.41094548,-0.2687635,-0.0592529,-0.2095106
4,0.14905092,0.08537912,"('disliked', 'liked')",-0.007204771,0.13635324,-7.0737934,-7.2503614,-2.3106491,-2.3428764,0.0322273
50,0.11494809,0.102423996,"('clumsy', 'skillful')",0.42608204,0.353996,0.13403486,0.21062486,0.2250217,0.2223483,0.0026734
33,-0.10007569,-0.18392834,"('wrong', 'right')",1.2007407,1.1865703,-1.2546827,-1.1563472,-0.0513392,-0.0512351,-0.0001041
68,0.09502403,0.3299878,"('dependent', 'independent')",-1.872278,-1.8504193,-1.048232,-0.9582327,-0.9418286,-0.8262214,-0.1156072
37,-0.09481251,0.15589756,"('fake', 'genuine')",-0.7886059,-0.6796396,-0.06434335,0.101358205,-0.3159206,-0.1407946,-0.175126
36,-0.08960961,-0.30294403,"('hostile', 'amicable')",0.3461464,0.12855828,-0.43060625,-0.7990657,-0.0580232,-0.3244838,0.2664606
47,0.06505971,0.18113895,"('stupid', 'smart')",1.4068873,1.4013481,5.7451687,5.829617,2.4057051,2.4707014,-0.0649963
87,-0.055595003,-0.09878126,"('unsuccessful', 'successful')",0.9649079,0.85612017,0.9382903,0.9662186,0.6158677,0.5745192,0.0413485
83,0.047818944,0.08441416,"('powerless', 'powerful')",0.6490651,0.65264916,-0.91208595,-0.8547661,-0.071734,-0.0392342,-0.0324998
20,-0.02319387,-0.010435335,"('rough', 'thoughtful')",0.23909286,0.18609902,0.48431566,0.52229196,0.2334049,0.2326519,0.000753
62,0.0050408468,0.1870215,"('incompetent', 'brilliant')",0.45597982,0.6942179,0.40688738,0.794359,0.2893027,0.5585328,-0.2692301
