,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
35,0.3541171,0.49325427,"('corrupt', 'incorrupt')",-0.4346192,-0.2562796,-0.040251,0.1184873,-0.1587383
22,-0.34712866,-0.5988539,"('untrustworthy', 'trustworthy')",-0.78420895,-0.843944,-0.5656688,-0.7213989,0.1557301
25,0.33781147,0.49033538,"('egoistic', 'altruistic')",1.4069403,1.427376,0.8723759,0.9588557,-0.0864798
40,0.3334142,0.395329,"('stingy', 'generous')",-1.4556508,-1.4973922,-0.5611183,-0.5510316,-0.0100867
32,-0.31520778,-0.2537511,"('unkind', 'kind')",0.95807266,0.9665772,0.3214324,0.356413,-0.0349806
70,-0.3126578,-0.52098304,"('lethargic', 'energetic')",0.78142554,0.6921459,0.2343839,0.0855814,0.1488025
14,0.31065655,0.4543961,"('antisocial', 'social')",-0.9361402,-1.1020228,-0.3127418,-0.3238133,0.0110715
58,0.30287755,0.22813797,"('undiscriminating', 'discriminating')",0.010677002,-0.06970218,0.1567773,0.0792179,0.0775594
5,0.29752728,0.537692,"('distant', 'outgoing')",-0.15284061,0.10195558,0.0723433,0.3198238,-0.2474805
31,0.2440098,0.24499485,"('evil', 'good')",-1.0359136,-0.9320128,-0.3959519,-0.343509,-0.0524429
30,0.24241851,0.25345623,"('intolerant', 'tolerant')",1.0695679,1.1639127,0.6559932,0.7086844,-0.0526912
62,0.2323344,0.5442649,"('incompetent', 'brilliant')",0.37306243,0.64762056,0.3026984,0.5959427,-0.2932443
11,-0.23228446,-0.5520173,"('unhelpful', 'helpful')",2.1069849,2.155899,0.9373502,0.8019409,0.1354093
75,0.21161363,0.27663654,"('meek', 'impulsive')",-0.4957242,-0.16868927,-0.1420553,0.0539736,-0.1960289
16,-0.20108286,-0.0903983,"('unpopular', 'popular')",0.29509264,0.3389741,0.0470049,0.1242879,-0.077283
36,0.1947737,0.19526754,"('hostile', 'amicable')",0.13175139,0.11237402,0.1632625,0.1538208,0.0094417
74,-0.18708044,-0.10600388,"('undedicated', 'dedicated')",0.41504008,0.20314947,0.1139798,0.0485728,0.065407
64,0.17773059,0.03133606,"('shy', 'confident')",-6.015505,-6.5810194,-2.9188871,-3.2748418,0.3559547
37,-0.15599267,-0.23598024,"('fake', 'genuine')",0.3376203,0.3018665,0.0908138,0.0329431,0.0578707
54,-0.14879474,-0.1405546,"('incapable', 'capable')",0.91710305,1.0254576,0.3841541,0.4424515,-0.0582974
9,-0.1415813,-0.11416437,"('unaffectionate', 'caring')",1.2976397,1.3964996,0.5780292,0.6411676,-0.0631384
61,-0.13955691,-0.09389688,"('illogical', 'logical')",0.16614947,0.028713662,0.0132963,-0.0325916,0.0458879
47,-0.13930078,-0.17401609,"('stupid', 'smart')",5.4461174,5.760415,2.6534083,2.7931995,-0.1397912
4,0.13773543,0.29612803,"('disliked', 'liked')",-6.088513,-6.3085384,-2.9753888,-3.0062051,0.0308163
29,0.1365043,0.22506812,"('unfair', 'fair')",-0.47848183,-0.45010576,-0.1709888,-0.1125188,-0.05847
81,-0.13233347,-0.08595237,"('submissive', 'aggressive')",-0.6886984,-0.6039102,-0.4105159,-0.3449313,-0.0655846
12,0.13090095,0.032008536,"('unsupportive', 'supportive')",-1.3201637,-1.5895336,-0.5946314,-0.7787625,0.1841311
56,-0.11984092,-0.010938108,"('impractical', 'practical')",0.30571556,0.28954944,0.0929373,0.1393057,-0.0463684
41,0.084473394,0.32071033,"('unforgiving', 'forgiving')",0.22287337,0.2015326,0.1536734,0.2611215,-0.1074481
63,-0.07534448,-0.31133884,"('unperceptive', 'insightful')",1.28413,1.2119137,0.6043928,0.4502874,0.1541054
60,0.06632981,0.3244511,"('inefficient', 'efficient')",0.16559783,0.41228825,0.1159638,0.3683697,-0.2524059
6,0.040407825,0.109386556,"('distant', 'open')",0.286332,0.5517154,0.1633699,0.330551,-0.1671811
50,0.039207876,-0.032385908,"('clumsy', 'skillful')",0.14626604,0.33982217,0.092737,0.1537181,-0.0609811
76,0.027989253,0.2302885,"('anxious', 'daring')",0.023705225,0.17959434,0.0258472,0.2049414,-0.1790942
80,-0.025194474,-0.035984553,"('dominated', 'dominating')",-1.1518679,-1.4260877,-0.5885312,-0.7310361,0.1425049
34,0.013151869,-0.0655526,"('mean', 'honorable')",6.0961876,6.0772758,3.0546696,3.0058615,0.0488081
77,0.00014099479,-0.15929793,"('unmotivated', 'motivated')",-1.0735159,-1.1167539,-0.5366874,-0.6380259,0.1013385
