,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
67,-0.4451953,-0.64642364,"('doubtful', 'determined')",0.0750408,-0.06545448,-0.72815835,-0.78426313,-0.3661043,-0.4987137,0.1326094
40,-0.44337854,-0.52425665,"('stingy', 'generous')",-0.2045595,-0.15441197,-1.9951297,-2.0748715,-0.8810226,-0.9178467,0.0368241
62,-0.4147244,-0.36350408,"('incompetent', 'brilliant')",-0.7994522,-0.5590552,-0.63006943,-0.38999662,-0.6147487,-0.4375186,-0.1772301
59,-0.38892424,-0.3584224,"('foolish', 'wise')",0.8941783,0.8333488,-0.22839087,-0.33797097,0.0922877,0.0456518,0.0466359
30,-0.38269165,-0.37672222,"('intolerant', 'tolerant')",-0.75962687,-0.74315715,-0.7823477,-0.85685086,-0.6415554,-0.6589101,0.0173547
58,0.38179326,0.6046988,"('undiscriminating', 'discriminating')",0.5353553,0.64134043,0.7052005,0.80087274,0.540783,0.682304,-0.141521
49,-0.3760894,-0.39970088,"('unable', 'able')",-0.38499844,-0.35098374,-0.44038764,-0.5501141,-0.4004918,-0.4335996,0.0331078
66,0.37212533,0.4454088,"('inactive', 'active')",1.4893942,1.4908141,2.042733,1.8771851,1.3014175,1.271136,0.0302815
17,0.35771912,0.27822545,"('nasty', 'nice')",0.3866526,0.16023153,-0.30324432,-0.52374685,0.1470425,-0.02843,0.1754725
39,0.32867107,0.4493522,"('exploitative', 'cooperative')",-0.22851995,-0.19099042,-0.13557696,0.004155278,-0.0118086,0.0875057,-0.0993143
82,-0.3248667,-0.29676422,"('poor', 'rich')",-0.31183702,-0.27108675,4.438174,4.326972,1.2671567,1.2530403,0.0141164
2,-0.30524954,-0.093224555,"('unlikable', 'likable')",1.4736873,1.5864314,0.5659321,0.61562604,0.5781233,0.7029443,-0.124821
56,0.27423358,0.2981859,"('impractical', 'practical')",-0.70114696,-0.58327913,-1.2857926,-1.1137234,-0.570902,-0.4662722,-0.1046298
41,-0.23674306,-0.29783222,"('unforgiving', 'forgiving')",-0.06982517,-0.12245157,-0.3116761,-0.45265186,-0.2060814,-0.2909786,0.0848972
86,-0.22245489,-0.42595136,"('uninfluential', 'influential')",-0.62227947,-0.66951895,-0.7955713,-0.9553105,-0.5467686,-0.6835936,0.136825
48,-0.13253848,-0.22875047,"('unintelligent', 'intelligent')",-0.10940322,0.02213728,-0.692067,-0.75284135,-0.3113362,-0.3198182,0.008482
87,0.10303849,0.020556226,"('unsuccessful', 'successful')",1.4051578,1.4667604,0.8854758,0.7660656,0.7978907,0.7511274,0.0467633
63,-0.09651828,0.05440236,"('unperceptive', 'insightful')",0.3723524,0.610013,0.40770414,0.5553986,0.2278461,0.4066046,-0.1787585
23,-0.09642276,-0.06234862,"('insincere', 'sincere')",-0.76328367,-0.5636161,4.3075643,4.3783693,1.149286,1.2508016,-0.1015156
88,0.08281438,-0.113621876,"('low', 'eminent')",0.08970919,0.061958026,-0.60619205,-0.68431664,-0.1445562,-0.2453268,0.1007706
37,0.08110914,0.16040017,"('fake', 'genuine')",-0.2807514,-0.12475267,0.28591904,0.34670344,0.0287589,0.1274503,-0.0986914
61,-0.07983086,-0.028347578,"('illogical', 'logical')",-0.19246432,-0.24459633,-0.23620063,-0.3640647,-0.1694986,-0.2123362,0.0428376
14,-0.078371264,-0.3081078,"('antisocial', 'social')",0.46543446,0.1666186,-1.3024851,-1.4351352,-0.3051406,-0.5255415,0.2204009
20,0.07718968,0.19174239,"('rough', 'thoughtful')",0.9141015,0.93426645,0.26312315,0.11908525,0.4181381,0.4150314,0.0031067
76,0.075600564,0.05179312,"('anxious', 'daring')",-0.06646132,0.1824151,-0.6039874,-0.35384288,-0.1982827,-0.0398782,-0.1584045
4,0.06350783,0.1039754,"('disliked', 'liked')",0.38162816,0.40193945,-5.822779,-5.773402,-1.7925477,-1.7558292,-0.0367185
38,-0.042785272,0.15504162,"('untruthful', 'truthful')",0.012221828,0.2503924,0.4162945,0.61008555,0.128577,0.3385065,-0.2099295
16,0.036136344,0.12715487,"('unpopular', 'popular')",1.1416059,1.1597298,1.309259,1.154556,0.8290005,0.8138135,0.015187
42,0.011734001,0.21124537,"('unreliable', 'reliable')",0.05234493,0.2150735,-2.7522364,-2.604656,-0.8960525,-0.7261124,-0.1699401
