,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
18,-1.1441953,-0.9647918,"('disagreeable', 'welcoming')",-0.19129781,-0.002827311,-0.7182418,-0.41227293,-0.6845783,-0.459964,-0.2246143
46,-1.1441078,-0.97256756,"('uncompetitive', 'competitive')",-1.0345918,-0.9028454,-0.45934212,-0.6569842,-0.8793472,-0.8441324,-0.0352148
75,1.0809808,0.77452147,"('meek', 'impulsive')",0.40558213,0.2875191,-0.39147902,-0.28718993,0.365028,0.2582835,0.1067445
73,1.072628,1.0782304,"('helpless', 'self-reliant')",0.71738786,0.7407619,-2.8021631,-2.6976519,-0.3373824,-0.2928865,-0.0444959
41,-1.0055842,-0.51256514,"('unforgiving', 'forgiving')",-0.23223825,0.16119912,-0.20507571,-0.013290858,-0.4809661,-0.1215523,-0.3594138
49,-1.0048196,-1.0397171,"('unable', 'able')",-0.9621147,-1.0035211,-0.17971486,-0.2900915,-0.7155497,-0.7777766,0.0622269
80,-0.96549267,-0.61924165,"('dominated', 'dominating')",-0.33953846,-0.1408723,-1.3922569,-1.4580826,-0.899096,-0.7393988,-0.1596972
26,-0.9412123,-0.55758286,"('hardhearted', 'benevolent')",-0.83900464,-0.5948582,1.6466103,1.9312532,-0.0445356,0.2596041,-0.3041397
13,-0.92393833,-0.48361775,"('impolite', 'polite')",-0.3178534,-0.0063976515,-0.23382136,-0.29320115,-0.491871,-0.2610722,-0.2307988
77,-0.9041528,-0.7480102,"('unmotivated', 'motivated')",-1.6236553,-1.4072433,-1.0177802,-0.9736181,-1.1818628,-1.0429571,-0.1389057
12,-0.88721526,-0.40579635,"('unsupportive', 'supportive')",-0.4753043,-0.019797493,-1.4247627,-1.2021544,-0.9290941,-0.5425828,-0.3865113
27,-0.88492924,-0.8589563,"('hardhearted', 'softhearted')",-0.08213256,-0.012016606,1.638478,1.769745,0.2238054,0.2995907,-0.0757853
45,-0.8803471,-0.2832309,"('incompetent', 'competent')",-0.68200606,-0.3617321,0.054728728,0.09365103,-0.5025415,-0.1837707,-0.3187708
47,-0.8575494,-0.8119037,"('stupid', 'smart')",0.44691086,0.4014793,4.981205,4.845845,1.5235221,1.4784737,0.0450484
68,-0.8553543,-0.8487306,"('dependent', 'independent')",-0.7362132,-0.7817091,-0.4922763,-0.54457206,-0.6946146,-0.725004,0.0303894
55,-0.8546091,-0.45598024,"('incompetent', 'clever')",-0.2255098,-0.027562229,0.045713253,-0.18435806,-0.3448019,-0.2226335,-0.1221684
53,-0.83422774,-0.792053,"('uncreative', 'creative')",-1.02487,-1.0145422,0.8252298,0.89593744,-0.3446226,-0.3035526,-0.04107
0,-0.8169769,-0.41939694,"('unsociable', 'sociable')",-0.8698015,-0.59343576,-0.501705,-0.6042343,-0.7294945,-0.5390223,-0.1904722
60,-0.8130244,-0.5031051,"('inefficient', 'efficient')",-0.4312646,-0.31621248,0.24223848,-0.037510138,-0.3340168,-0.2856092,-0.0484076
14,-0.7816299,-0.44399592,"('antisocial', 'social')",-0.2605776,-0.20728223,-0.7543841,-0.8720101,-0.5988638,-0.5077627,-0.0911011
81,-0.7732405,-0.53648496,"('submissive', 'aggressive')",-0.34535006,-0.2804219,-0.7749426,-1.1366405,-0.6311777,-0.6511825,0.0200048
51,-0.7625582,-0.45088342,"('uneducated', 'educated')",-0.15895176,0.0015489282,0.081835315,-0.034715995,-0.2798916,-0.1613502,-0.1185414
82,-0.7391076,-0.80748034,"('poor', 'rich')",-0.23013854,-0.40773165,5.714909,5.367994,1.5818876,1.3842607,0.1976269
72,-0.7352257,-0.7340409,"('unambitious', 'ambitious')",-0.8914496,-0.7634231,-0.835771,-0.7693078,-0.8208154,-0.7555906,-0.0652248
70,-0.68690026,-0.4490433,"('lethargic', 'energetic')",-0.31824356,-0.14842013,1.0978657,0.91293097,0.0309073,0.1051558,-0.0742485
66,0.6612628,0.39812994,"('inactive', 'active')",0.4062976,0.30991274,1.0715076,1.2482651,0.7130227,0.6521026,0.0609201
61,-0.6552221,-0.46491253,"('illogical', 'logical')",-1.0923193,-0.8994418,0.20533675,0.21801037,-0.5140682,-0.3821146,-0.1319536
78,-0.6302007,-0.7428157,"('nonresilient', 'resilient')",-0.52265733,-0.5527977,0.93511605,0.86341894,-0.0725807,-0.1440648,0.0714841
50,0.6283136,0.5761209,"('clumsy', 'skillful')",0.6745005,0.6177714,0.4968603,0.5998268,0.5998915,0.5979064,0.0019851
39,-0.6003568,-0.43054318,"('exploitative', 'cooperative')",0.141657,0.27477658,0.0558032,0.10947486,-0.1342989,-0.0154306,-0.1188683
67,0.5978838,0.663557,"('doubtful', 'determined')",0.2882269,0.26728326,-0.3436189,-0.28729403,0.1808306,0.2145154,-0.0336848
84,0.5855364,0.6343749,"('inferior', 'superior')",-0.07341597,-0.014349008,1.1740786,1.1281012,0.5620663,0.5827091,-0.0206428
83,-0.58453596,-0.31866845,"('powerless', 'powerful')",-0.7427399,-0.6214122,-0.9984406,-1.0112518,-0.7752388,-0.6504441,-0.1247947
20,-0.5510406,-0.51983094,"('rough', 'thoughtful')",0.031925697,0.064172655,1.3107588,1.3445559,0.2638813,0.2962992,-0.0324179
7,-0.54735,-0.13727011,"('insensitive', 'sensitive')",-0.3323283,-0.09959967,0.99445385,0.926045,0.0382585,0.2297251,-0.1914666
37,0.5264915,0.64667845,"('fake', 'genuine')",0.2945996,0.28081462,0.82653195,0.88459593,0.5492077,0.6040297,-0.054822
9,-0.51657987,-0.3505714,"('unaffectionate', 'caring')",-0.9024789,-0.62348825,1.3421619,1.6549907,-0.0256323,0.226977,-0.2526093
40,-0.5155662,-0.15103433,"('stingy', 'generous')",-0.6292728,-0.3588103,-1.1457982,-0.98103195,-0.7635458,-0.4969589,-0.2665869
31,-0.49847305,-0.3288692,"('evil', 'good')",-0.87256885,-0.5522814,-1.2100898,-0.7563392,-0.8603772,-0.5458299,-0.3145473
25,0.4929592,0.33515152,"('egoistic', 'altruistic')",0.14227684,0.102831505,1.2673563,1.5159184,0.6341974,0.6513005,-0.0171031
6,0.48730022,0.37647092,"('distant', 'open')",-0.26736385,-0.1302537,0.48716736,0.7791476,0.2357012,0.3417883,-0.1060871
71,0.48276144,0.4564216,"('diffident', 'self-confident')",0.6121377,0.54354835,0.6711735,0.8041142,0.5886909,0.6013614,-0.0126705
58,-0.48023662,-0.42024696,"('undiscriminating', 'discriminating')",-0.4829404,-0.40514502,0.17699358,0.14206164,-0.2620612,-0.2277768,-0.0342844
29,0.47588405,0.3754325,"('unfair', 'fair')",-0.19779128,-0.14767893,-0.5014757,-0.39494312,-0.074461,-0.0557299,-0.0187311
17,-0.46343103,-0.3458511,"('nasty', 'nice')",-0.24177606,-0.14422026,-0.6181504,-0.4581133,-0.4411192,-0.3160616,-0.1250576
5,0.4163795,0.37648368,"('distant', 'outgoing')",-0.38171473,-0.22540337,-0.2172192,0.09279294,-0.0608515,0.0812911,-0.1421426
38,-0.41349483,-0.24935833,"('untruthful', 'truthful')",-0.4524074,-0.23696883,0.16401054,0.32672364,-0.2339639,-0.0532012,-0.1807627
87,0.3849361,0.29762828,"('unsuccessful', 'successful')",0.030364633,-0.022691675,0.7172875,0.5922507,0.3775294,0.2890624,0.088467
52,-0.38109735,-0.22748923,"('irrational', 'rational')",-1.2645113,-1.0977865,-0.2745738,0.023953617,-0.6400608,-0.4337741,-0.2062867
4,0.3778351,0.5447791,"('disliked', 'liked')",0.21424057,0.3472322,-6.045536,-5.7311683,-1.8178201,-1.6130524,-0.2047677
34,-0.34471762,-0.42305398,"('mean', 'honorable')",-0.056067444,-0.18781883,5.8179717,5.60783,1.8057289,1.6656524,0.1400765
56,-0.32984218,-0.17809823,"('impractical', 'practical')",0.66304654,0.7340552,0.104922436,-0.19226523,0.1460423,0.1212306,0.0248117
44,0.29500517,-0.073383294,"('prejudiced', 'unprejudiced')",0.28413704,-0.06477018,-1.6858633,-1.6523044,-0.368907,-0.5968193,0.2279123
76,-0.2225498,-0.20871483,"('anxious', 'daring')",0.26241246,0.23886493,0.49839565,0.28900713,0.1794194,0.1063857,0.0730337
85,0.21905911,0.059953555,"('insignificant', 'prestigious')",-0.36819035,-0.2642983,0.343049,0.8308572,0.0646393,0.2088375,-0.1441982
16,-0.19225746,-0.39926186,"('unpopular', 'popular')",-0.44738835,-0.5465908,0.2962581,0.2974335,-0.1144626,-0.2161397,0.1016771
59,-0.18125582,-0.13533388,"('foolish', 'wise')",-0.14921868,0.0031468235,0.23952937,0.52993655,-0.030315,0.1325832,-0.1628982
79,-0.16644326,-0.26926538,"('wavering', 'unwavering')",-0.6334971,-0.5198005,0.13705665,0.30953863,-0.2209612,-0.1598424,-0.0611188
33,0.13804716,0.29148126,"('wrong', 'right')",0.6184107,0.91216314,-0.4789769,-0.22809449,0.0924937,0.3251833,-0.2326896
54,-0.11536701,-0.15674612,"('incapable', 'capable')",-0.6347186,-0.59346193,1.0655723,1.1914719,0.1051622,0.147088,-0.0419258
19,0.10455454,0.13800426,"('inhospitable', 'hospitable')",0.5555536,0.67302483,-0.11932832,0.24031636,0.1802599,0.3504485,-0.1701886
42,0.07404271,0.3383195,"('unreliable', 'reliable')",0.33917463,0.5075271,-2.268764,-2.2458062,-0.6185156,-0.4666532,-0.1518624
15,-0.059416868,-0.028982883,"('boring', 'funny')",0.18419671,0.24663238,0.31947246,0.41610646,0.1480841,0.211252,-0.0631679
64,0.034694187,0.2870187,"('shy', 'confident')",-0.099196784,0.09991565,-6.3214855,-6.1889243,-2.1286627,-1.9339967,-0.194666
36,0.022101559,-0.1546131,"('hostile', 'amicable')",-0.3326759,-0.33546168,-0.09656273,0.12240535,-0.1357124,-0.1225565,-0.0131559
8,-0.019035742,-0.1300611,"('unaffectionate', 'affectionate')",-0.45654994,-0.32047522,0.82544446,1.2889904,0.1166196,0.2794847,-0.1628651
2,-0.017120522,0.08631618,"('unlikable', 'likable')",0.04771927,0.07680619,0.21333177,0.50199115,0.0813102,0.2217045,-0.1403943
74,-0.0041565225,0.15800196,"('undedicated', 'dedicated')",-0.5009037,-0.21820264,0.18360582,0.2113384,-0.1071515,0.0503792,-0.1575307
