,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,male-female
59,0.42650825,0.5115503,"('foolish', 'wise')",0.4117877,0.41520816,0.419148,0.4633792,-0.0442312
34,0.41857508,0.42094234,"('mean', 'honorable')",6.0616145,6.164372,3.2400949,3.2926571,-0.0525622
41,0.4171824,0.3108111,"('unforgiving', 'forgiving')",0.20643988,0.0703655,0.3118111,0.1905883,0.1212228
49,-0.41276205,-0.2640347,"('unable', 'able')",-0.006910175,0.19550127,-0.2098361,-0.0342667,-0.1755694
67,0.39753073,0.4470624,"('doubtful', 'determined')",-0.8197284,-0.6925495,-0.2110988,-0.1227436,-0.0883552
31,-0.39135474,-0.51329416,"('evil', 'good')",-0.8615211,-1.1751194,-0.6264379,-0.8442068,0.2177689
16,-0.38143265,-0.34199953,"('unpopular', 'popular')",0.39091268,0.33277297,0.00474,-0.0046133,0.0093533
50,0.37578452,0.4995035,"('clumsy', 'skillful')",0.36021847,0.508021,0.3680015,0.5037622,-0.1357607
14,0.3744926,0.21610413,"('antisocial', 'social')",-0.6768107,-0.7185189,-0.151159,-0.2512074,0.1000484
88,-0.36168087,-0.44499865,"('low', 'eminent')",0.51665175,0.57603854,0.0774854,0.0655199,0.0119655
57,-0.35544902,-0.51397216,"('unimaginative', 'imaginative')",-2.3952334,-2.483089,-1.3753412,-1.4985306,0.1231894
10,0.33925506,0.28890863,"('unsympathetic', 'sympathetic')",-0.16683441,-0.023199424,0.0862103,0.1328546,-0.0466443
83,0.31993762,0.22488819,"('powerless', 'powerful')",-1.0711976,-0.9711464,-0.37563,-0.3731291,-0.0025009
0,0.30858088,0.065030254,"('unsociable', 'sociable')",-0.17475161,-0.2663154,0.0669146,-0.1006426,0.1675572
85,-0.30059376,-0.38192284,"('insignificant', 'prestigious')",0.8036453,0.62591356,0.2515258,0.1219954,0.1295304
6,-0.29240942,-0.37706313,"('distant', 'open')",0.3046671,0.26797748,0.0061288,-0.0545428,0.0606716
9,0.27295214,0.18554659,"('unaffectionate', 'caring')",1.395801,1.5644286,0.8343766,0.8749876,-0.040611
28,0.26010627,0.1667402,"('disloyal', 'loyal')",0.9924864,1.0334146,0.6262963,0.6000774,0.0262189
54,-0.25728744,-0.24484304,"('incapable', 'capable')",1.3240641,1.4405526,0.5333884,0.5978548,-0.0644664
27,0.22981195,0.2675676,"('hardhearted', 'softhearted')",1.8690038,1.796261,1.0494078,1.0319142,0.0174936
25,0.22680894,0.113004684,"('egoistic', 'altruistic')",1.7032167,1.6030949,0.9650128,0.8580498,0.106963
70,0.19603011,0.23241764,"('lethargic', 'energetic')",0.6600691,0.8971044,0.4280496,0.564761,-0.1367114
76,0.18830511,0.2794958,"('anxious', 'daring')",0.116157755,0.33244732,0.1522314,0.3059716,-0.1537402
29,-0.1852357,-0.17793465,"('unfair', 'fair')",-0.33015636,-0.46273524,-0.257696,-0.3203349,0.0626389
77,-0.17780866,-0.10724278,"('unmotivated', 'motivated')",-1.2382368,-1.1016637,-0.7080227,-0.6044533,-0.1035694
17,-0.17610492,-0.17209001,"('nasty', 'nice')",-0.42261118,-0.43188593,-0.299358,-0.301988,0.00263
15,0.1412708,0.0044957064,"('boring', 'funny')",0.42571554,0.25696903,0.2834932,0.1307324,0.1527608
51,-0.13766328,-0.11857334,"('uneducated', 'educated')",0.76091444,0.6597877,0.3116256,0.2706072,0.0410184
26,0.13480318,-0.12688066,"('hardhearted', 'benevolent')",1.9698323,1.9266024,1.0523177,0.8998609,0.1524568
44,-0.12869145,-0.09500085,"('prejudiced', 'unprejudiced')",-1.406675,-1.3387328,-0.7676832,-0.7168669,-0.0508163
4,-0.12250773,-0.09445515,"('disliked', 'liked')",-6.1277246,-6.4262877,-3.1251161,-3.2603714,0.1352553
1,-0.11059046,-0.40223318,"('unfriendly', 'friendly')",2.2205498,2.1228542,1.0549797,0.8603106,0.1946691
68,-0.095131904,-0.008883882,"('dependent', 'independent')",-0.101113796,-0.30914158,-0.0981229,-0.1590127,0.0608898
20,-0.09508288,-0.11833001,"('rough', 'thoughtful')",1.2642484,1.2796292,0.5845827,0.5806496,0.0039331
48,-0.07041319,-0.07186942,"('unintelligent', 'intelligent')",1.0644999,1.1034234,0.4970433,0.515777,-0.0187337
40,0.052985393,-0.03065006,"('stingy', 'generous')",-1.3442613,-1.5217112,-0.6456379,-0.7761806,0.1305427
